Date,"('Adj Close', 'AVP')","('Adj Close', 'BHI')","('Adj Close', 'BNI')","('Adj Close', 'COV')","('Adj Close', 'DELL')","('Adj Close', 'DOW')","('Adj Close', 'EMC')","('Close', 'AA')","('Close', 'AAPL')","('Close', 'ABT')","('Close', 'AEP')","('Close', 'ALL')","('Close', 'AMGN')","('Close', 'AMZN')","('Close', 'AVP')","('Close', 'AXP')","('Close', 'BA')","('Close', 'BAC')","('Close', 'BAX')","('Close', 'BHI')","('Close', 'BK')","('Close', 'BMY')","('Close', 'BNI')","('Close', 'C')","('Close', 'CAT')","('Close', 'CL')","('Close', 'CMCSA')","('Close', 'COF')","('Close', 'COP')","('Close', 'COST')","('Close', 'COV')","('Close', 'CPB')","('Close', 'CSCO')","('Close', 'CVS')","('Close', 'CVX')","('Close', 'DD')","('Close', 'DELL')","('Close', 'DIS')","('Close', 'DOW')","('Close', 'DVN')","('Close', 'EMC')","('Close', 'ETR')","('High', 'AA')","('High', 'AAPL')","('High', 'ABT')","('High', 'AEP')","('High', 'ALL')","('High', 'AMGN')","('High', 'AMZN')","('High', 'AVP')","('High', 'AXP')","('High', 'BA')","('High', 'BAC')","('High', 'BAX')","('High', 'BHI')","('High', 'BK')","('High', 'BMY')","('High', 'BNI')","('High', 'C')","('High', 'CAT')","('High', 'CL')","('High', 'CMCSA')","('High', 'COF')","('High', 'COP')","('High', 'COST')","('High', 'COV')","('High', 'CPB')","('High', 'CSCO')","('High', 'CVS')","('High', 'CVX')","('High', 'DD')","('High', 'DELL')","('High', 'DIS')","('High', 'DOW')","('High', 'DVN')","('High', 'EMC')","('High', 'ETR')","('Low', 'AA')","('Low', 'AAPL')","('Low', 'ABT')","('Low', 'AEP')","('Low', 'ALL')","('Low', 'AMGN')","('Low', 'AMZN')","('Low', 'AVP')","('Low', 'AXP')","('Low', 'BA')","('Low', 'BAC')","('Low', 'BAX')","('Low', 'BHI')","('Low', 'BK')","('Low', 'BMY')","('Low', 'BNI')","('Low', 'C')","('Low', 'CAT')","('Low', 'CL')","('Low', 'CMCSA')","('Low', 'COF')","('Low', 'COP')","('Low', 'COST')","('Low', 'COV')","('Low', 'CPB')","('Low', 'CSCO')","('Low', 'CVS')","('Low', 'CVX')","('Low', 'DD')","('Low', 'DELL')","('Low', 'DIS')","('Low', 'DOW')","('Low', 'DVN')","('Low', 'EMC')","('Low', 'ETR')","('Open', 'AA')","('Open', 'AAPL')","('Open', 'ABT')","('Open', 'AEP')","('Open', 'ALL')","('Open', 'AMGN')","('Open', 'AMZN')","('Open', 'AVP')","('Open', 'AXP')","('Open', 'BA')","('Open', 'BAC')","('Open', 'BAX')","('Open', 'BHI')","('Open', 'BK')","('Open', 'BMY')","('Open', 'BNI')","('Open', 'C')","('Open', 'CAT')","('Open', 'CL')","('Open', 'CMCSA')","('Open', 'COF')","('Open', 'COP')","('Open', 'COST')","('Open', 'COV')","('Open', 'CPB')","('Open', 'CSCO')","('Open', 'CVS')","('Open', 'CVX')","('Open', 'DD')","('Open', 'DELL')","('Open', 'DIS')","('Open', 'DOW')","('Open', 'DVN')","('Open', 'EMC')","('Open', 'ETR')","('Volume', 'AA')","('Volume', 'AAPL')","('Volume', 'ABT')","('Volume', 'AEP')","('Volume', 'ALL')","('Volume', 'AMGN')","('Volume', 'AMZN')","('Volume', 'AVP')","('Volume', 'AXP')","('Volume', 'BA')","('Volume', 'BAC')","('Volume', 'BAX')","('Volume', 'BHI')","('Volume', 'BK')","('Volume', 'BMY')","('Volume', 'BNI')","('Volume', 'C')","('Volume', 'CAT')","('Volume', 'CL')","('Volume', 'CMCSA')","('Volume', 'COF')","('Volume', 'COP')","('Volume', 'COST')","('Volume', 'COV')","('Volume', 'CPB')","('Volume', 'CSCO')","('Volume', 'CVS')","('Volume', 'CVX')","('Volume', 'DD')","('Volume', 'DELL')","('Volume', 'DIS')","('Volume', 'DOW')","('Volume', 'DVN')","('Volume', 'EMC')","('Volume', 'ETR')","('Adj Close', 'KFT')","('Adj Close', 'MON')","('Close', 'EXC')","('Close', 'F')","('Close', 'FCX')","('Close', 'FDX')","('Close', 'GD')","('Close', 'GE')","('Close', 'GILD')","('Close', 'GOOG')","('Close', 'GS')","('Close', 'HAL')","('Close', 'HD')","('Close', 'HNZ')","('Close', 'HON')","('Close', 'HPQ')","('Close', 'IBM')","('Close', 'INTC')","('Close', 'JNJ')","('Close', 'JPM')","('Close', 'KFT')","('Close', 'KO')","('Close', 'LMT')","('Close', 'LOW')","('Close', 'MA')","('Close', 'MCD')","('Close', 'MDT')","('Close', 'MET')","('Close', 'MMM')","('Close', 'MO')","('Close', 'MON')","('Close', 'MRK')","('Close', 'MS')","('Close', 'MSFT')","('Close', 'NKE')","('Close', 'NOV')","('Close', 'NSC')","('High', 'EXC')","('High', 'F')","('High', 'FCX')","('High', 'FDX')","('High', 'GD')","('High', 'GE')","('High', 'GILD')","('High', 'GOOG')","('High', 'GS')","('High', 'HAL')","('High', 'HD')","('High', 'HNZ')","('High', 'HON')","('High', 'HPQ')","('High', 'IBM')","('High', 'INTC')","('High', 'JNJ')","('High', 'JPM')","('High', 'KFT')","('High', 'KO')","('High', 'LMT')","('High', 'LOW')","('High', 'MA')","('High', 'MCD')","('High', 'MDT')","('High', 'MET')","('High', 'MMM')","('High', 'MO')","('High', 'MON')","('High', 'MRK')","('High', 'MS')","('High', 'MSFT')","('High', 'NKE')","('High', 'NOV')","('High', 'NSC')","('Low', 'EXC')","('Low', 'F')","('Low', 'FCX')","('Low', 'FDX')","('Low', 'GD')","('Low', 'GE')","('Low', 'GILD')","('Low', 'GOOG')","('Low', 'GS')","('Low', 'HAL')","('Low', 'HD')","('Low', 'HNZ')","('Low', 'HON')","('Low', 'HPQ')","('Low', 'IBM')","('Low', 'INTC')","('Low', 'JNJ')","('Low', 'JPM')","('Low', 'KFT')","('Low', 'KO')","('Low', 'LMT')","('Low', 'LOW')","('Low', 'MA')","('Low', 'MCD')","('Low', 'MDT')","('Low', 'MET')","('Low', 'MMM')","('Low', 'MO')","('Low', 'MON')","('Low', 'MRK')","('Low', 'MS')","('Low', 'MSFT')","('Low', 'NKE')","('Low', 'NOV')","('Low', 'NSC')","('Open', 'EXC')","('Open', 'F')","('Open', 'FCX')","('Open', 'FDX')","('Open', 'GD')","('Open', 'GE')","('Open', 'GILD')","('Open', 'GOOG')","('Open', 'GS')","('Open', 'HAL')","('Open', 'HD')","('Open', 'HNZ')","('Open', 'HON')","('Open', 'HPQ')","('Open', 'IBM')","('Open', 'INTC')","('Open', 'JNJ')","('Open', 'JPM')","('Open', 'KFT')","('Open', 'KO')","('Open', 'LMT')","('Open', 'LOW')","('Open', 'MA')","('Open', 'MCD')","('Open', 'MDT')","('Open', 'MET')","('Open', 'MMM')","('Open', 'MO')","('Open', 'MON')","('Open', 'MRK')","('Open', 'MS')","('Open', 'MSFT')","('Open', 'NKE')","('Open', 'NOV')","('Open', 'NSC')","('Volume', 'EXC')","('Volume', 'F')","('Volume', 'FCX')","('Volume', 'FDX')","('Volume', 'GD')","('Volume', 'GE')","('Volume', 'GILD')","('Volume', 'GOOG')","('Volume', 'GS')","('Volume', 'HAL')","('Volume', 'HD')","('Volume', 'HNZ')","('Volume', 'HON')","('Volume', 'HPQ')","('Volume', 'IBM')","('Volume', 'INTC')","('Volume', 'JNJ')","('Volume', 'JPM')","('Volume', 'KFT')","('Volume', 'KO')","('Volume', 'LMT')","('Volume', 'LOW')","('Volume', 'MA')","('Volume', 'MCD')","('Volume', 'MDT')","('Volume', 'MET')","('Volume', 'MMM')","('Volume', 'MO')","('Volume', 'MON')","('Volume', 'MRK')","('Volume', 'MS')","('Volume', 'MSFT')","('Volume', 'NKE')","('Volume', 'NOV')","('Volume', 'NSC')","('Adj Close', 'NWSA')","('Adj Close', 'NYX')","('Adj Close', 'RTN')","('Adj Close', 'S')","('Adj Close', 'SLE')","('Adj Close', 'UTX')","('Adj Close', 'WAG')","('Close', 'NWSA')","('Close', 'NYX')","('Close', 'ORCL')","('Close', 'OXY')","('Close', 'PEP')","('Close', 'PFE')","('Close', 'PG')","('Close', 'PM')","('Close', 'QCOM')","('Close', 'RF')","('Close', 'RTN')","('Close', 'S')","('Close', 'SLB')","('Close', 'SLE')","('Close', 'SO')","('Close', 'T')","('Close', 'TGT')","('Close', 'TWX')","('Close', 'TXN')","('Close', 'UNH')","('Close', 'UPS')","('Close', 'USB')","('Close', 'UTX')","('Close', 'VZ')","('Close', 'WAG')","('Close', 'WFC')","('Close', 'WMB')","('Close', 'WMT')","('Close', 'WY')","('Close', 'XOM')","('Close', 'XRX')","('High', 'NWSA')","('High', 'NYX')","('High', 'ORCL')","('High', 'OXY')","('High', 'PEP')","('High', 'PFE')","('High', 'PG')","('High', 'PM')","('High', 'QCOM')","('High', 'RF')","('High', 'RTN')","('High', 'S')","('High', 'SLB')","('High', 'SLE')","('High', 'SO')","('High', 'T')","('High', 'TGT')","('High', 'TWX')","('High', 'TXN')","('High', 'UNH')","('High', 'UPS')","('High', 'USB')","('High', 'UTX')","('High', 'VZ')","('High', 'WAG')","('High', 'WFC')","('High', 'WMB')","('High', 'WMT')","('High', 'WY')","('High', 'XOM')","('High', 'XRX')","('Low', 'NWSA')","('Low', 'NYX')","('Low', 'ORCL')","('Low', 'OXY')","('Low', 'PEP')","('Low', 'PFE')","('Low', 'PG')","('Low', 'PM')","('Low', 'QCOM')","('Low', 'RF')","('Low', 'RTN')","('Low', 'S')","('Low', 'SLB')","('Low', 'SLE')","('Low', 'SO')","('Low', 'T')","('Low', 'TGT')","('Low', 'TWX')","('Low', 'TXN')","('Low', 'UNH')","('Low', 'UPS')","('Low', 'USB')","('Low', 'UTX')","('Low', 'VZ')","('Low', 'WAG')","('Low', 'WFC')","('Low', 'WMB')","('Low', 'WMT')","('Low', 'WY')","('Low', 'XOM')","('Low', 'XRX')","('Open', 'NWSA')","('Open', 'NYX')","('Open', 'ORCL')","('Open', 'OXY')","('Open', 'PEP')","('Open', 'PFE')","('Open', 'PG')","('Open', 'PM')","('Open', 'QCOM')","('Open', 'RF')","('Open', 'RTN')","('Open', 'S')","('Open', 'SLB')","('Open', 'SLE')","('Open', 'SO')","('Open', 'T')","('Open', 'TGT')","('Open', 'TWX')","('Open', 'TXN')","('Open', 'UNH')","('Open', 'UPS')","('Open', 'USB')","('Open', 'UTX')","('Open', 'VZ')","('Open', 'WAG')","('Open', 'WFC')","('Open', 'WMB')","('Open', 'WMT')","('Open', 'WY')","('Open', 'XOM')","('Open', 'XRX')","('Volume', 'NWSA')","('Volume', 'NYX')","('Volume', 'ORCL')","('Volume', 'OXY')","('Volume', 'PEP')","('Volume', 'PFE')","('Volume', 'PG')","('Volume', 'PM')","('Volume', 'QCOM')","('Volume', 'RF')","('Volume', 'RTN')","('Volume', 'S')","('Volume', 'SLB')","('Volume', 'SLE')","('Volume', 'SO')","('Volume', 'T')","('Volume', 'TGT')","('Volume', 'TWX')","('Volume', 'TXN')","('Volume', 'UNH')","('Volume', 'UPS')","('Volume', 'USB')","('Volume', 'UTX')","('Volume', 'VZ')","('Volume', 'WAG')","('Volume', 'WFC')","('Volume', 'WMB')","('Volume', 'WMT')","('Volume', 'WY')","('Volume', 'XOM')","('Volume', 'XRX')"
2010-01-04,,,,,,,,35.45,6.42,18.41,19.01,21.31,39.59,6.7,,32.56,43.78,12.23,23.14,,19.71,14.87,,25.38,39.29,28.41,6.02,30.74,23.18,42.22,,20.66,16.06,22.51,42.13,27.63,,27.48,,49.35,,21.06,35.97,6.44,18.45,19.59,21.38,39.69,6.83,,32.7,43.94,12.28,23.42,,19.81,14.91,,25.45,39.72,28.42,6.08,30.81,23.23,42.69,,20.73,16.16,22.57,42.21,27.64,,28.06,,49.49,,21.21,34.92,6.38,18.23,18.93,21.08,38.8,6.66,,32.13,42.7,11.79,22.88,,19.46,14.68,,24.93,38.59,28.07,5.95,30.35,22.72,42.02,,20.57,15.62,22.1,41.65,26.32,,27.3,,48.24,,20.96,35.07,6.41,18.32,19.1,21.27,38.84,6.81,,32.47,43.42,11.88,23.42,,19.64,14.74,,25.08,38.69,28.28,5.95,30.44,22.82,42.02,,20.69,15.68,22.14,41.68,26.7,,27.84,,48.54,,21.05,10773783,493729600,10829095,4076600,2631000,5277400,151998000,,6894300,6186700,180845200,11467589,,6127700,14376100,,40679350,7325600,4874200,27146800,4447400,13880848,3280200,,1574200,59853700,14676800,10173800,11897253,,13700400,,4225500,,2098800,,,18.7,5.35,30.0,69.43,47.69,53.66,15.14,15.5,131.29,24.11,19.7,42.84,27.3,15.38,73.28,13.52,40.68,28.55,,17.56,47.14,17.29,23.62,40.8,30.11,20.2,43.16,7.54,,20.79,22.0,23.17,13.35,33.4,36.58,18.82,5.35,30.05,70.72,47.69,54.32,15.29,15.57,132.18,24.18,20.03,43.17,27.32,15.39,73.57,13.62,40.87,28.65,,17.61,47.2,17.61,23.74,40.99,30.45,20.22,43.38,7.57,,20.92,22.75,23.29,13.5,33.44,36.75,18.66,5.23,29.67,69.15,46.99,52.62,15.07,15.44,128.58,23.66,19.62,42.7,26.71,15.05,72.4,13.42,40.51,27.77,,17.51,46.32,17.28,23.55,40.5,30.04,19.73,42.98,7.46,,20.53,21.8,22.9,13.3,32.54,36.2,18.77,5.29,29.7,70.06,47.22,52.87,15.17,15.51,128.99,23.71,20.03,43.1,26.8,15.11,72.58,13.46,40.69,27.85,,17.59,46.54,17.55,23.72,40.7,30.41,19.96,43.19,7.53,,20.68,21.85,22.93,13.5,32.55,36.75,6123375,60855800,18082400,3215100,1198500,13997032,16809000,78541293,9135000,11571600,13120900,1452525,7750615,27957473,6438444,47800900,9506200,35460500,,13870400,2408300,9616700,9321000,5839300,6109400,5348574,3640265,11048600,,14563532,20371000,38409100,11972400,5385859,1884500,,,,,,,,,,20.07,50.96,38.33,9.52,38.69,23.55,31.53,3.57,,,46.16,,16.65,6.82,31.65,23.36,17.29,24.76,34.57,14.24,,13.75,,18.12,8.03,12.99,9.49,38.21,10.7264,,,20.34,51.21,38.51,9.52,38.81,23.67,31.78,3.6,,,46.22,,16.8,6.83,31.87,23.43,17.69,24.82,34.95,14.26,,13.82,,18.23,8.05,13.09,9.52,38.27,10.888,,,19.92,50.41,37.96,9.17,38.38,23.03,31.28,3.51,,,45.48,,16.61,6.75,31.55,23.2,17.21,24.32,34.45,14.02,,13.67,,17.79,7.95,12.85,9.31,37.68,10.5276,,,19.92,50.69,38.3,9.19,38.68,23.07,31.43,3.53,,,45.66,,16.74,6.78,31.6,23.2,17.42,24.65,34.57,14.05,,13.8,,17.92,7.97,12.87,9.41,37.98,10.6146,,,26795000,3630352,6585900,54898644,9190800,7844500,14570200,11754800,,,5771300,,5119300,38576858,4589100,7026480,10369300,12199500,3897200,12891700,,16176648,,39335700,7020240,62259300,1832400,27809100,5112890
2010-01-05,,,,,,,,34.35,6.44,18.27,18.79,21.66,39.25,6.73,,32.48,45.21,12.63,22.98,,19.92,14.64,,26.35,39.76,28.64,5.94,31.96,23.2,42.09,,20.7,15.99,22.42,42.43,28.86,,27.41,,49.4,,20.72,35.88,6.47,18.42,19.11,21.7,39.57,6.77,,32.8,45.41,12.64,23.15,,19.95,14.82,,26.5,39.89,28.69,6.03,31.99,23.27,42.23,,20.85,16.09,22.55,42.43,28.91,,27.55,,49.46,,21.1,34.13,6.4,18.17,18.7,21.12,38.6,6.59,,32.12,43.64,12.24,22.91,,19.33,14.51,,25.45,39.08,28.1,5.87,31.19,23.02,41.82,,20.5,15.86,22.29,41.95,27.46,,27.16,,48.91,,20.6,35.84,6.44,18.42,19.03,21.36,39.32,6.67,,32.48,43.83,12.27,23.15,,19.47,14.8,,25.53,39.29,28.33,6.01,31.2,23.21,42.11,,20.7,16.0,22.48,42.22,27.46,,27.48,,49.45,,21.09,20777195,601904800,10562109,5112400,5342100,7882800,177038000,,10641200,8867800,209521300,5993744,,7189300,16973600,,66861710,5697200,5296800,35493000,8029400,10084524,2775800,,2497100,45124500,7512000,10593700,13197639,,10307700,,3711400,,2314200,,,18.39,5.7,30.18,70.34,47.77,53.94,15.13,15.44,133.61,24.42,19.84,42.62,27.35,15.44,72.4,13.51,40.2,29.11,,17.35,47.63,17.11,23.55,40.49,30.73,20.66,42.89,7.54,,20.87,22.8,23.18,13.4,33.98,37.14,18.72,5.85,30.38,70.38,48.1,54.43,15.18,15.53,133.7,24.56,19.92,42.9,27.37,15.46,72.95,13.59,40.64,29.21,,17.54,47.71,17.27,23.72,40.78,30.73,20.71,43.27,7.56,,21.04,22.86,23.29,13.44,34.25,37.3,18.24,5.41,29.88,68.75,47.43,53.66,14.93,15.38,130.9,23.91,19.44,42.47,27.12,15.28,71.98,13.34,40.13,28.51,,17.28,46.95,16.98,23.27,40.42,30.01,20.04,42.47,7.49,,20.74,22.01,22.94,13.22,33.4,36.52,18.72,5.44,30.02,69.42,47.76,53.7,15.16,15.51,131.23,24.14,19.74,42.9,27.17,15.29,72.86,13.56,40.61,28.51,,17.5,47.0,17.26,23.71,40.72,30.18,20.07,43.04,7.55,,20.95,22.07,23.1,13.31,33.55,36.56,7321805,215620200,17313000,2493300,1535400,13469263,20788200,120638494,11659400,18989700,15594300,1474407,6796106,28830566,7156104,52357700,10673100,41208300,,23172400,2356500,14428400,12906000,7099000,6568600,6288025,3405012,11742100,,15452550,22523400,49749600,6275200,4680535,1803900,,,,,,,,,,20.05,50.59,38.8,9.38,38.7,23.35,32.29,3.68,,,46.29,,16.31,6.79,31.77,23.09,17.19,24.72,34.63,14.6,,13.78,,18.62,8.13,12.86,9.69,38.36,10.7389,,,20.07,51.04,38.87,9.52,38.79,23.66,32.45,3.69,,,46.51,,16.7,6.86,32.09,23.36,17.48,25.11,35.05,14.63,,13.8,,18.73,8.19,12.98,9.7,38.38,10.7513,,,19.67,50.3,38.12,9.33,38.36,23.27,31.9,3.53,,,45.9,,16.27,6.77,31.46,22.97,17.08,24.57,34.53,14.15,,13.54,,18.07,8.0,12.83,9.36,38.02,10.6394,,,19.96,51.01,38.18,9.51,38.69,23.56,31.92,3.53,,,46.08,,16.7,6.85,31.62,23.25,17.25,24.92,34.61,14.16,,13.79,,18.09,8.0,12.95,9.49,38.24,10.7264,,,28669900,3515432,8886000,45714931,8649400,7168600,24241000,23691300,,,7365300,,4948100,46650478,4760100,9765515,10943800,11180700,5966300,14503500,,23722957,,55416000,7415481,46945200,1724500,30174700,3255844
2010-01-06,,,,,,,,36.14,6.33,18.37,18.98,21.67,38.95,6.61,,33.01,46.58,12.78,23.06,,19.62,14.63,,27.17,39.88,28.57,5.9,32.13,23.37,42.64,,20.47,15.89,22.23,42.44,29.37,,27.26,,49.26,,20.83,36.33,6.46,18.39,19.1,21.71,39.37,6.74,,33.15,46.75,12.9,23.18,,19.86,14.67,,27.47,40.22,28.72,5.96,32.26,23.4,42.68,,20.7,16.09,22.51,42.64,29.98,,27.42,,49.44,,20.85,34.62,6.33,18.21,18.75,21.5,38.76,6.58,,32.75,45.1,12.5,22.92,,19.57,14.54,,26.2,39.63,28.25,5.87,31.65,23.07,41.93,,20.35,15.83,22.09,42.2,29.14,,27.14,,48.66,,20.62,34.73,6.44,18.24,18.8,21.65,39.06,6.73,,32.8,45.37,12.64,23.02,,19.84,14.6,,26.57,39.71,28.67,5.96,31.77,23.22,41.98,,20.65,15.96,22.15,42.34,29.33,,27.33,,49.36,,20.71,19451769,552160000,11401417,3157400,3399500,6015100,143576000,,8399400,8836500,205257900,5229361,,7250600,15528900,,67433890,4718800,7195200,27741400,5819000,11631913,3722900,,2829500,35715700,11319600,11014600,15435795,,10709500,,3225500,,2023800,,,18.5,5.92,31.39,69.75,47.73,53.66,15.65,15.05,132.18,25.0,19.77,42.63,27.35,15.3,71.93,13.47,40.53,29.27,,17.34,46.93,17.16,23.51,39.94,31.23,20.88,43.5,7.65,,21.15,23.09,23.04,13.32,34.47,37.04,18.51,5.96,31.63,70.82,47.81,54.25,15.74,15.48,133.03,25.15,19.93,42.69,27.43,15.46,72.75,13.55,40.59,29.38,,17.37,47.35,17.3,23.58,40.56,31.32,20.92,43.98,7.66,,21.19,23.19,23.27,13.42,34.57,37.53,18.18,5.79,30.47,69.56,47.39,53.63,15.25,15.0,131.8,24.42,19.72,42.35,27.22,15.26,71.82,13.38,40.14,28.86,,17.23,46.52,16.98,23.23,39.68,30.61,20.48,43.41,7.54,,20.73,22.62,22.85,13.27,33.42,36.87,18.39,5.83,30.51,70.16,47.58,53.94,15.39,15.48,133.03,24.49,19.84,42.6,27.36,15.4,72.3,13.47,40.18,28.95,,17.35,46.68,17.05,23.58,40.42,30.79,20.65,43.6,7.56,,20.9,22.75,23.12,13.36,33.94,36.96,5732778,200070600,30691200,2491000,1149700,11573422,32750400,159744526,7381100,15720800,8833200,1314989,6209345,25866013,5863144,40037400,13171500,27729000,,19264600,5208100,12448200,10785000,10551300,7470700,4722049,6301126,21307300,,15971415,17028500,58182400,13399200,5213631,2116000,,,,,,,,,,19.75,51.2,38.41,9.35,38.51,23.35,31.97,3.73,,,47.32,,16.54,6.72,32.37,23.04,17.06,24.97,34.37,14.75,,13.38,,18.64,8.4,12.83,9.59,38.69,10.6394,,,20.13,51.43,39.1,9.46,38.58,23.39,32.53,3.74,,,47.42,,16.63,6.82,32.4,23.14,17.3,25.18,34.62,14.85,,13.72,,18.79,8.42,12.89,9.69,39.01,10.7762,,,19.69,50.18,38.33,9.31,38.29,23.05,31.82,3.65,,,46.1,,16.3,6.71,31.67,22.68,16.99,24.67,34.35,14.51,,13.33,,18.43,8.1,12.79,9.42,38.32,10.6146,,,20.01,50.53,38.8,9.38,38.57,23.22,32.41,3.69,,,46.2,,16.36,6.81,31.67,23.04,17.22,24.82,34.58,14.58,,13.68,,18.59,8.17,12.81,9.5,38.38,10.7389,,,24560700,5578661,9998000,43640975,9908400,11777200,22743800,22415300,,,9950000,,5061700,50172450,7217400,8512499,8933800,9761100,5770200,12293600,,37506464,,33237000,12157139,37551600,2254400,35044700,2634375
2010-01-07,,,,,,,,35.37,6.32,18.52,19.15,21.78,38.6,6.5,,33.54,48.47,13.2,23.43,,20.45,14.64,,27.24,40.04,28.46,6.02,33.72,23.28,42.43,,20.16,15.96,23.05,42.28,29.39,,27.27,,48.97,,20.58,35.48,6.36,18.52,19.21,21.83,38.78,6.62,,33.75,48.55,13.4,23.5,,20.54,14.74,,27.62,40.2,28.48,6.06,33.94,23.41,42.95,,20.41,15.98,23.12,42.48,29.64,,27.3,,49.06,,20.77,34.71,6.28,18.28,18.88,21.45,37.49,6.44,,32.85,45.99,12.87,22.99,,19.44,14.56,,26.95,39.36,28.2,5.87,31.96,23.15,42.11,,20.12,15.72,22.23,42.09,29.04,,27.02,,48.38,,20.57,35.18,6.36,18.36,18.92,21.62,38.69,6.6,,32.97,46.37,13.0,23.03,,19.56,14.61,,27.54,39.79,28.48,5.93,32.03,23.24,42.7,,20.41,15.81,22.25,42.29,29.36,,27.22,,48.93,,20.75,16080566,477131200,12857232,3581200,3694900,10371600,220604000,,8981700,14379100,320868400,6279467,,11052000,15761700,,67245190,5432900,3752200,30214800,7885800,7648922,4527600,,3232600,31531200,17940200,9626900,7254844,,8202100,,2836400,,2487200,,,18.56,6.07,30.79,69.0,47.86,56.44,15.69,14.7,134.77,25.06,20.01,42.57,27.88,15.31,71.68,13.34,40.24,29.84,,17.3,45.64,17.65,23.36,40.23,31.52,21.17,43.53,7.64,,21.19,23.43,22.8,13.45,34.13,36.55,18.6,6.08,31.2,69.76,47.9,57.24,15.79,15.09,135.59,25.09,20.08,42.58,27.98,15.42,72.07,13.44,40.47,30.06,,17.35,46.74,17.78,23.38,40.52,31.56,21.2,43.54,7.67,,21.29,23.68,22.99,13.48,34.42,36.89,18.41,5.89,30.56,68.56,47.37,53.59,15.58,14.66,131.95,24.63,19.74,42.28,27.12,15.25,71.32,13.17,40.08,29.06,,17.16,45.15,17.22,23.09,39.72,31.02,20.6,42.69,7.6,,21.01,22.96,22.6,13.29,33.84,36.25,18.41,5.96,31.11,69.76,47.62,53.77,15.65,15.07,132.23,24.93,19.83,42.5,27.36,15.3,71.86,13.42,40.4,29.18,,17.34,46.72,17.35,23.32,39.81,31.25,20.73,43.31,7.65,,21.05,23.1,22.93,13.3,34.28,36.87,7188054,130201700,19499200,3093200,1262300,38701038,20892600,257533695,8727400,8993100,12058200,1401692,10266533,22507303,6109268,54041500,10901600,44864700,,13234600,7038300,16572300,11273000,7517700,6895200,7066019,5346240,14983300,,12488597,18693000,50559700,7187600,4111618,3161500,,,,,,,,,,19.69,50.82,38.16,9.32,38.31,23.64,32.9,4.06,,,47.81,,16.47,6.65,32.77,22.8,17.12,25.93,34.11,15.04,,13.3,,19.32,8.34,12.84,9.54,38.57,10.6892,,,19.88,51.28,38.42,9.39,38.42,23.67,32.92,4.09,,,48.02,,16.57,6.74,33.11,22.97,17.18,25.96,34.44,15.23,,13.46,,19.52,8.39,12.87,9.57,38.72,10.714,,,19.45,50.51,37.89,9.28,38.13,23.18,31.94,3.7,,,46.92,,16.34,6.6,32.41,22.73,16.86,24.81,33.98,14.62,,13.22,,18.52,8.24,12.75,9.38,38.36,10.5773,,,19.75,50.87,38.4,9.37,38.34,23.28,32.07,3.72,,,47.11,,16.57,6.72,32.72,22.96,17.02,24.81,34.44,14.71,,13.46,,18.65,8.39,12.86,9.55,38.63,10.6021,,,30469700,4300559,10792000,41557112,8972800,8905400,25266300,41430700,,,7691900,,3481100,44486797,12531000,8182315,10775400,11789800,5747000,15241200,,25508242,,61649000,6181305,31988100,1420700,27192100,4508536
