Date,"('Close', 'AAPL')","('Close', 'ABBV')","('Close', 'ABT')","('Close', 'ACN')","('Close', 'ADBE')","('Close', 'AIG')","('Close', 'AMD')","('Close', 'AMGN')","('Close', 'AMT')","('Close', 'AMZN')","('Close', 'AVGO')","('Close', 'AXP')","('Close', 'BA')","('Close', 'BAC')","('Close', 'BK')","('Close', 'BKNG')","('Close', 'BLK')","('Close', 'BMY')","('Close', 'BRK-B')","('Close', 'C')","('Close', 'CAT')","('Close', 'CHTR')","('Close', 'CL')","('Close', 'CMCSA')","('Close', 'COF')","('Close', 'COP')","('Close', 'COST')","('Close', 'CRM')","('Close', 'CSCO')","('Close', 'CVS')","('Close', 'CVX')","('Close', 'DE')","('Close', 'DHR')","('Close', 'DIS')","('Close', 'DOW')","('High', 'AAPL')","('High', 'ABBV')","('High', 'ABT')","('High', 'ACN')","('High', 'ADBE')","('High', 'AIG')","('High', 'AMD')","('High', 'AMGN')","('High', 'AMT')","('High', 'AMZN')","('High', 'AVGO')","('High', 'AXP')","('High', 'BA')","('High', 'BAC')","('High', 'BK')","('High', 'BKNG')","('High', 'BLK')","('High', 'BMY')","('High', 'BRK-B')","('High', 'C')","('High', 'CAT')","('High', 'CHTR')","('High', 'CL')","('High', 'CMCSA')","('High', 'COF')","('High', 'COP')","('High', 'COST')","('High', 'CRM')","('High', 'CSCO')","('High', 'CVS')","('High', 'CVX')","('High', 'DE')","('High', 'DHR')","('High', 'DIS')","('High', 'DOW')","('Low', 'AAPL')","('Low', 'ABBV')","('Low', 'ABT')","('Low', 'ACN')","('Low', 'ADBE')","('Low', 'AIG')","('Low', 'AMD')","('Low', 'AMGN')","('Low', 'AMT')","('Low', 'AMZN')","('Low', 'AVGO')","('Low', 'AXP')","('Low', 'BA')","('Low', 'BAC')","('Low', 'BK')","('Low', 'BKNG')","('Low', 'BLK')","('Low', 'BMY')","('Low', 'BRK-B')","('Low', 'C')","('Low', 'CAT')","('Low', 'CHTR')","('Low', 'CL')","('Low', 'CMCSA')","('Low', 'COF')","('Low', 'COP')","('Low', 'COST')","('Low', 'CRM')","('Low', 'CSCO')","('Low', 'CVS')","('Low', 'CVX')","('Low', 'DE')","('Low', 'DHR')","('Low', 'DIS')","('Low', 'DOW')","('Open', 'AAPL')","('Open', 'ABBV')","('Open', 'ABT')","('Open', 'ACN')","('Open', 'ADBE')","('Open', 'AIG')","('Open', 'AMD')","('Open', 'AMGN')","('Open', 'AMT')","('Open', 'AMZN')","('Open', 'AVGO')","('Open', 'AXP')","('Open', 'BA')","('Open', 'BAC')","('Open', 'BK')","('Open', 'BKNG')","('Open', 'BLK')","('Open', 'BMY')","('Open', 'BRK-B')","('Open', 'C')","('Open', 'CAT')","('Open', 'CHTR')","('Open', 'CL')","('Open', 'CMCSA')","('Open', 'COF')","('Open', 'COP')","('Open', 'COST')","('Open', 'CRM')","('Open', 'CSCO')","('Open', 'CVS')","('Open', 'CVX')","('Open', 'DE')","('Open', 'DHR')","('Open', 'DIS')","('Open', 'DOW')","('Volume', 'AAPL')","('Volume', 'ABBV')","('Volume', 'ABT')","('Volume', 'ACN')","('Volume', 'ADBE')","('Volume', 'AIG')","('Volume', 'AMD')","('Volume', 'AMGN')","('Volume', 'AMT')","('Volume', 'AMZN')","('Volume', 'AVGO')","('Volume', 'AXP')","('Volume', 'BA')","('Volume', 'BAC')","('Volume', 'BK')","('Volume', 'BKNG')","('Volume', 'BLK')","('Volume', 'BMY')","('Volume', 'BRK-B')","('Volume', 'C')","('Volume', 'CAT')","('Volume', 'CHTR')","('Volume', 'CL')","('Volume', 'CMCSA')","('Volume', 'COF')","('Volume', 'COP')","('Volume', 'COST')","('Volume', 'CRM')","('Volume', 'CSCO')","('Volume', 'CVS')","('Volume', 'CVX')","('Volume', 'DE')","('Volume', 'DHR')","('Volume', 'DIS')","('Volume', 'DOW')","('Close', 'DUK')","('Close', 'EMR')","('Close', 'EXC')","('Close', 'F')","('Close', 'FDX')","('Close', 'GD')","('Close', 'GE')","('Close', 'GILD')","('Close', 'GM')","('Close', 'GOOG')","('Close', 'GOOGL')","('Close', 'GS')","('Close', 'HD')","('Close', 'HON')","('Close', 'IBM')","('Close', 'INTC')","('Close', 'JNJ')","('Close', 'JPM')","('Close', 'KHC')","('Close', 'KO')","('Close', 'LIN')","('Close', 'LLY')","('Close', 'LMT')","('Close', 'LOW')","('Close', 'MA')","('Close', 'MCD')","('Close', 'MDLZ')","('Close', 'MDT')","('Close', 'MET')","('Close', 'META')","('Close', 'MMM')","('Close', 'MO')","('Close', 'MRK')","('Close', 'MS')","('Close', 'MSFT')","('High', 'DUK')","('High', 'EMR')","('High', 'EXC')","('High', 'F')","('High', 'FDX')","('High', 'GD')","('High', 'GE')","('High', 'GILD')","('High', 'GM')","('High', 'GOOG')","('High', 'GOOGL')","('High', 'GS')","('High', 'HD')","('High', 'HON')","('High', 'IBM')","('High', 'INTC')","('High', 'JNJ')","('High', 'JPM')","('High', 'KHC')","('High', 'KO')","('High', 'LIN')","('High', 'LLY')","('High', 'LMT')","('High', 'LOW')","('High', 'MA')","('High', 'MCD')","('High', 'MDLZ')","('High', 'MDT')","('High', 'MET')","('High', 'META')","('High', 'MMM')","('High', 'MO')","('High', 'MRK')","('High', 'MS')","('High', 'MSFT')","('Low', 'DUK')","('Low', 'EMR')","('Low', 'EXC')","('Low', 'F')","('Low', 'FDX')","('Low', 'GD')","('Low', 'GE')","('Low', 'GILD')","('Low', 'GM')","('Low', 'GOOG')","('Low', 'GOOGL')","('Low', 'GS')","('Low', 'HD')","('Low', 'HON')","('Low', 'IBM')","('Low', 'INTC')","('Low', 'JNJ')","('Low', 'JPM')","('Low', 'KHC')","('Low', 'KO')","('Low', 'LIN')","('Low', 'LLY')","('Low', 'LMT')","('Low', 'LOW')","('Low', 'MA')","('Low', 'MCD')","('Low', 'MDLZ')","('Low', 'MDT')","('Low', 'MET')","('Low', 'META')","('Low', 'MMM')","('Low', 'MO')","('Low', 'MRK')","('Low', 'MS')","('Low', 'MSFT')","('Open', 'DUK')","('Open', 'EMR')","('Open', 'EXC')","('Open', 'F')","('Open', 'FDX')","('Open', 'GD')","('Open', 'GE')","('Open', 'GILD')","('Open', 'GM')","('Open', 'GOOG')","('Open', 'GOOGL')","('Open', 'GS')","('Open', 'HD')","('Open', 'HON')","('Open', 'IBM')","('Open', 'INTC')","('Open', 'JNJ')","('Open', 'JPM')","('Open', 'KHC')","('Open', 'KO')","('Open', 'LIN')","('Open', 'LLY')","('Open', 'LMT')","('Open', 'LOW')","('Open', 'MA')","('Open', 'MCD')","('Open', 'MDLZ')","('Open', 'MDT')","('Open', 'MET')","('Open', 'META')","('Open', 'MMM')","('Open', 'MO')","('Open', 'MRK')","('Open', 'MS')","('Open', 'MSFT')","('Volume', 'DUK')","('Volume', 'EMR')","('Volume', 'EXC')","('Volume', 'F')","('Volume', 'FDX')","('Volume', 'GD')","('Volume', 'GE')","('Volume', 'GILD')","('Volume', 'GM')","('Volume', 'GOOG')","('Volume', 'GOOGL')","('Volume', 'GS')","('Volume', 'HD')","('Volume', 'HON')","('Volume', 'IBM')","('Volume', 'INTC')","('Volume', 'JNJ')","('Volume', 'JPM')","('Volume', 'KHC')","('Volume', 'KO')","('Volume', 'LIN')","('Volume', 'LLY')","('Volume', 'LMT')","('Volume', 'LOW')","('Volume', 'MA')","('Volume', 'MCD')","('Volume', 'MDLZ')","('Volume', 'MDT')","('Volume', 'MET')","('Volume', 'META')","('Volume', 'MMM')","('Volume', 'MO')","('Volume', 'MRK')","('Volume', 'MS')","('Volume', 'MSFT')","('Close', 'NEE')","('Close', 'NFLX')","('Close', 'NKE')","('Close', 'NVDA')","('Close', 'ORCL')","('Close', 'PEP')","('Close', 'PFE')","('Close', 'PG')","('Close', 'PM')","('Close', 'PYPL')","('Close', 'QCOM')","('Close', 'RTX')","('Close', 'SBUX')","('Close', 'SCHW')","('Close', 'SO')","('Close', 'SPG')","('Close', 'T')","('Close', 'TGT')","('Close', 'TMO')","('Close', 'TMUS')","('Close', 'TSLA')","('Close', 'TXN')","('Close', 'UNH')","('Close', 'UNP')","('Close', 'UPS')","('Close', 'USB')","('Close', 'V')","('Close', 'VZ')","('Close', 'WFC')","('Close', 'WMT')","('Close', 'XOM')","('High', 'NEE')","('High', 'NFLX')","('High', 'NKE')","('High', 'NVDA')","('High', 'ORCL')","('High', 'PEP')","('High', 'PFE')","('High', 'PG')","('High', 'PM')","('High', 'PYPL')","('High', 'QCOM')","('High', 'RTX')","('High', 'SBUX')","('High', 'SCHW')","('High', 'SO')","('High', 'SPG')","('High', 'T')","('High', 'TGT')","('High', 'TMO')","('High', 'TMUS')","('High', 'TSLA')","('High', 'TXN')","('High', 'UNH')","('High', 'UNP')","('High', 'UPS')","('High', 'USB')","('High', 'V')","('High', 'VZ')","('High', 'WFC')","('High', 'WMT')","('High', 'XOM')","('Low', 'NEE')","('Low', 'NFLX')","('Low', 'NKE')","('Low', 'NVDA')","('Low', 'ORCL')","('Low', 'PEP')","('Low', 'PFE')","('Low', 'PG')","('Low', 'PM')","('Low', 'PYPL')","('Low', 'QCOM')","('Low', 'RTX')","('Low', 'SBUX')","('Low', 'SCHW')","('Low', 'SO')","('Low', 'SPG')","('Low', 'T')","('Low', 'TGT')","('Low', 'TMO')","('Low', 'TMUS')","('Low', 'TSLA')","('Low', 'TXN')","('Low', 'UNH')","('Low', 'UNP')","('Low', 'UPS')","('Low', 'USB')","('Low', 'V')","('Low', 'VZ')","('Low', 'WFC')","('Low', 'WMT')","('Low', 'XOM')","('Open', 'NEE')","('Open', 'NFLX')","('Open', 'NKE')","('Open', 'NVDA')","('Open', 'ORCL')","('Open', 'PEP')","('Open', 'PFE')","('Open', 'PG')","('Open', 'PM')","('Open', 'PYPL')","('Open', 'QCOM')","('Open', 'RTX')","('Open', 'SBUX')","('Open', 'SCHW')","('Open', 'SO')","('Open', 'SPG')","('Open', 'T')","('Open', 'TGT')","('Open', 'TMO')","('Open', 'TMUS')","('Open', 'TSLA')","('Open', 'TXN')","('Open', 'UNH')","('Open', 'UNP')","('Open', 'UPS')","('Open', 'USB')","('Open', 'V')","('Open', 'VZ')","('Open', 'WFC')","('Open', 'WMT')","('Open', 'XOM')","('Volume', 'NEE')","('Volume', 'NFLX')","('Volume', 'NKE')","('Volume', 'NVDA')","('Volume', 'ORCL')","('Volume', 'PEP')","('Volume', 'PFE')","('Volume', 'PG')","('Volume', 'PM')","('Volume', 'PYPL')","('Volume', 'QCOM')","('Volume', 'RTX')","('Volume', 'SBUX')","('Volume', 'SCHW')","('Volume', 'SO')","('Volume', 'SPG')","('Volume', 'T')","('Volume', 'TGT')","('Volume', 'TMO')","('Volume', 'TMUS')","('Volume', 'TSLA')","('Volume', 'TXN')","('Volume', 'UNH')","('Volume', 'UNP')","('Volume', 'UPS')","('Volume', 'USB')","('Volume', 'V')","('Volume', 'VZ')","('Volume', 'WFC')","('Volume', 'WMT')","('Volume', 'XOM')"
2023-10-02,172.06,136.82,91.6,297.88,521.13,57.55,103.27,250.17,149.87,129.46,81.43,145.54,187.83,25.38,39.79,3049.78,614.32,51.93,348.08,37.73,262.1,438.5,67.16,41.35,92.22,110.57,552.25,201.59,50.98,63.6,152.69,363.24,211.31,80.33,45.29,172.61,137.38,91.76,298.07,522.41,58.06,103.71,252.22,151.99,130.47,81.78,145.95,192.44,26.01,40.37,3068.28,617.39,52.12,350.0,38.24,267.01,446.03,67.36,41.56,94.52,113.6,552.66,202.97,50.99,63.67,154.55,369.84,219.14,80.43,45.61,169.27,135.41,90.46,294.83,508.24,56.92,101.7,248.36,148.85,126.54,80.31,144.17,186.93,25.26,39.59,3023.27,610.22,51.3,345.41,37.53,260.67,435.0,66.67,40.98,91.76,109.49,545.18,198.43,50.44,62.54,151.49,360.05,206.58,79.47,44.79,169.56,137.02,91.63,297.21,508.24,57.93,102.21,251.48,151.65,127.28,80.85,144.51,191.47,25.92,40.28,3028.13,615.92,52.07,349.64,38.19,262.99,440.13,67.3,41.13,93.91,113.53,548.96,198.71,50.47,63.47,154.34,368.44,216.53,79.59,45.28,52164500,3827800,4349200,2063300,2411500,2982900,45118600,1912300,2061100,48029700,14676000,2657600,5244700,50388600,2738000,160700,569000,8865300,3527600,16178900,1778200,976300,2634400,17295200,2997700,4769500,1831700,3745700,13934000,5342300,6839600,1989800,6387700,9128100,4691000,79.0,92.21,33.89,10.67,253.87,212.83,85.81,69.08,31.78,134.25,133.25,303.76,285.47,174.99,131.7,34.88,145.68,136.5,29.92,52.24,361.1,530.64,386.21,196.78,390.76,245.92,64.85,73.38,58.05,304.94,70.75,35.54,96.33,75.01,317.02,81.36,93.34,34.85,10.78,255.41,213.95,87.71,69.96,32.36,134.44,133.5,308.61,288.92,177.11,132.31,35.39,145.94,138.26,30.4,52.74,362.3,532.96,389.22,199.4,391.26,250.04,65.61,73.55,59.06,305.3,72.8,35.94,96.6,76.0,317.11,77.8,91.58,33.59,10.6,252.39,211.3,85.27,68.21,31.48,131.17,130.27,302.43,284.17,173.51,130.82,34.4,143.96,135.42,29.74,51.87,357.48,519.32,384.39,195.93,387.4,245.64,64.42,72.76,57.58,299.78,70.04,35.37,95.21,74.54,310.5,81.12,92.84,34.8,10.73,254.73,211.46,87.12,69.92,32.14,131.26,130.31,307.13,286.13,176.32,130.99,35.02,145.94,137.51,30.4,52.65,361.81,528.39,387.29,198.35,388.54,249.97,65.52,73.5,58.8,300.89,72.66,35.92,96.6,75.66,311.58,6498300,2600600,9033600,51204000,1913000,1207500,5389278,4578700,10966100,19210400,22288000,1303800,2806800,2700800,3275300,26086200,7259700,9170600,7422000,11792500,1298400,2810100,733200,2264900,2856800,4425000,4929100,4517100,3259500,16265600,9823466,7243200,7079700,6722200,20570000,49.07,380.33,91.1,44.76,104.0,157.96,29.95,138.11,83.69,58.56,106.43,68.2,86.67,52.04,58.42,94.51,12.97,99.46,492.74,135.21,251.6,150.59,496.09,193.68,139.21,29.37,227.86,27.28,37.63,52.15,107.81,53.06,384.81,92.86,45.15,104.02,158.26,29.97,138.5,84.92,59.64,107.09,68.77,87.25,53.41,60.07,97.73,13.35,102.91,503.87,136.4,254.28,151.24,496.35,194.11,139.51,30.17,227.96,27.89,38.72,52.2,109.83,47.22,376.8,90.31,43.84,102.62,156.23,28.91,136.88,83.39,58.01,105.0,67.77,86.34,51.77,57.68,94.19,12.97,98.58,487.66,134.51,242.62,148.6,485.07,191.28,137.91,29.24,225.4,27.25,37.47,51.56,106.81,52.77,377.48,92.68,44.0,103.12,157.88,29.07,137.72,84.5,58.62,105.76,68.58,86.59,53.2,59.9,97.1,13.3,102.87,499.99,135.85,244.81,150.18,487.38,192.96,139.27,29.81,225.86,27.86,38.67,51.95,109.59,54022800,3102100,12776300,433298000,5963500,3838800,44620600,5153800,5299600,12961500,5751500,6791300,6430500,8859300,7772700,2077700,36600200,6121300,1652100,2935500,123810400,2922300,3550400,1888000,3243600,9649300,5175200,24722600,15102000,12992700,14395000
2023-10-03,170.73,136.06,91.66,295.92,507.03,56.2,100.08,245.19,146.52,124.72,79.47,141.23,188.92,24.63,39.08,2967.99,597.54,51.37,343.04,37.13,259.45,432.17,66.88,40.65,90.21,111.04,546.19,197.75,50.65,63.2,153.05,362.21,213.24,78.24,45.04,171.95,136.58,92.03,301.06,520.49,57.44,103.29,249.9,150.11,128.52,81.51,145.25,192.49,25.21,39.45,3043.53,609.25,52.11,348.24,37.77,263.89,440.41,67.52,41.28,91.64,111.1,556.97,201.45,50.88,63.7,153.44,363.25,214.6,80.55,45.95,169.16,134.14,90.5,295.26,504.55,55.92,99.17,243.93,146.17,124.25,78.89,140.51,188.2,24.54,38.95,2954.34,595.75,51.28,342.13,36.88,258.07,430.4,66.78,40.52,89.71,109.59,544.23,195.36,50.37,62.95,151.75,360.0,210.26,78.16,44.93,170.59,136.43,91.4,296.72,517.52,57.31,101.8,248.04,149.21,128.06,80.65,144.58,188.63,25.18,39.28,3011.57,609.25,51.76,347.39,37.45,261.61,435.26,67.23,41.04,91.2,110.24,552.05,200.64,50.85,63.21,152.12,361.86,210.26,79.92,44.98,49594600,4580900,4597500,2454800,2004100,2865500,48117000,2797900,1783300,51565000,18761000,4184100,7285500,62144500,3426300,228200,678600,10991900,3151700,19283400,2187900,865600,3174300,16980500,2191800,4162600,2007400,4622400,15700600,4392300,6168600,1212200,4817100,12586200,5179200,79.29,91.39,34.3,10.46,249.16,210.74,85.0,68.31,30.71,132.39,131.52,291.96,277.96,173.58,131.32,35.1,145.86,135.49,29.93,51.68,363.66,517.73,382.44,191.44,386.03,242.81,64.01,72.22,56.71,299.1,69.63,35.16,95.6,72.78,308.74,79.57,92.35,34.42,10.6,254.25,214.13,86.76,68.87,31.51,134.32,133.34,301.07,284.02,175.1,132.49,35.94,146.01,136.33,29.97,52.2,367.85,529.7,385.91,196.08,392.74,246.44,64.63,73.02,57.69,304.89,70.53,35.39,96.23,74.48,316.62,77.09,90.6,33.06,10.42,248.31,210.48,84.43,67.94,30.64,131.91,130.94,290.31,276.18,172.72,130.95,34.69,144.5,135.15,29.7,51.59,358.72,509.23,381.26,190.05,383.97,242.22,63.79,71.71,56.19,297.8,69.14,34.97,94.8,72.61,306.59,78.59,91.77,33.51,10.54,253.13,212.28,85.43,68.25,31.37,134.01,133.02,300.68,283.64,174.27,131.77,34.69,145.24,135.96,29.76,51.94,359.53,528.38,385.81,195.96,389.43,245.4,64.61,72.92,57.49,302.4,70.38,35.36,96.04,74.24,316.07,5606500,2743200,8591300,55074700,2090300,1315300,8624900,6075300,13060900,19628700,22989400,3118600,3609200,2490300,3284400,45292600,5740800,9431100,6157300,13604200,1747600,3266100,899200,3532500,2527900,3408100,7959500,5741000,3797500,17362300,6428620,8813800,5924000,7526800,21033500,49.67,376.75,91.62,43.49,101.87,156.59,29.91,138.4,82.64,57.3,105.56,67.47,85.1,49.85,59.65,93.37,13.07,99.9,496.54,132.46,246.53,148.05,491.18,194.77,138.01,28.64,225.44,27.46,36.74,51.82,108.0,49.98,394.9,92.54,45.1,103.8,158.73,30.1,139.35,83.77,58.65,107.54,69.07,86.61,51.52,59.98,94.34,13.11,101.23,499.41,134.72,250.02,151.02,495.52,196.07,140.35,29.18,228.34,27.49,37.5,52.36,108.57,47.52,372.85,90.74,43.22,100.91,155.96,29.75,137.94,82.48,57.12,104.79,67.34,84.84,49.32,57.35,92.23,12.89,98.98,489.57,132.25,244.45,147.19,490.11,192.68,137.36,28.51,224.42,27.15,36.55,51.68,107.26,49.0,377.11,90.87,44.78,103.72,157.67,29.86,138.09,83.33,57.89,106.16,68.26,86.07,51.44,58.04,93.94,12.97,98.98,489.87,134.72,248.61,148.86,494.87,193.01,138.47,29.15,227.08,27.22,37.41,52.01,107.64,36257500,8878100,10964300,470850000,8783300,4873400,31059900,4670600,4129500,12014000,7750700,8175800,6666600,15459400,8589500,2202500,36830800,5370300,1559400,4468200,101985300,3510700,3143200,2087500,3687600,10300600,5585700,21389400,19252900,11253300,13297100
2023-10-04,171.98,136.3,91.53,298.97,518.42,56.89,104.07,249.35,146.13,127.0,80.34,142.76,186.73,24.66,39.0,3003.16,608.1,50.93,343.69,37.09,255.64,432.84,66.97,40.67,89.78,107.01,552.72,199.77,50.46,62.95,149.48,366.32,213.61,78.02,45.12,172.52,136.66,92.19,300.52,519.76,56.96,104.4,250.01,147.77,127.36,81.0,143.05,190.63,24.72,39.18,3015.86,609.86,51.47,344.01,37.2,258.34,436.7,67.32,40.77,90.73,109.18,553.51,200.63,50.84,63.36,151.26,367.85,214.98,78.48,45.45,169.31,135.03,90.74,296.53,510.0,55.32,100.34,245.1,144.23,125.68,79.61,140.59,184.34,24.31,38.5,2968.71,597.45,50.55,339.51,36.46,253.47,429.12,66.43,40.38,88.99,105.44,544.95,197.43,50.25,62.14,148.06,359.67,211.32,77.44,44.32,169.43,135.27,91.76,300.27,511.93,55.92,100.65,246.21,146.86,126.06,80.0,142.05,188.85,24.6,39.07,2971.88,600.94,51.26,342.92,36.97,258.03,432.52,66.95,40.59,90.43,108.88,550.49,198.79,50.66,63.16,151.0,361.83,213.78,78.3,45.45,53020300,3159600,4336100,2153800,2027200,2980700,51023200,2526400,2217100,44203900,16417000,3476700,7419800,55696400,3056500,186200,546700,11684400,3244600,23342000,2970100,783800,2777200,20740000,2518500,7287600,1798800,3656400,17009000,6017100,9664700,1219000,3445800,12010500,4727300,79.63,91.2,34.63,10.39,249.03,209.39,85.86,69.68,30.38,135.34,134.31,294.32,278.39,174.88,131.95,35.34,146.03,136.1,30.09,51.83,369.3,523.91,380.07,190.89,388.7,244.07,65.03,71.97,56.46,303.71,69.03,35.6,95.98,73.78,314.22,79.89,91.77,34.71,10.47,250.42,211.83,86.14,69.75,30.83,135.64,134.64,294.76,280.12,175.33,132.08,35.92,146.41,136.21,30.1,52.06,370.53,528.55,380.7,192.39,389.4,244.49,65.14,72.69,56.71,305.02,69.68,35.66,96.22,73.97,315.29,78.47,90.46,33.96,10.3,244.83,207.47,84.68,68.29,29.98,132.52,131.62,289.44,276.46,172.89,130.94,34.75,145.14,134.75,29.74,51.52,363.59,516.19,376.07,189.82,383.58,242.35,63.8,71.54,55.51,296.67,68.47,35.04,95.19,72.4,309.34,79.29,91.29,34.29,10.42,249.13,210.25,85.16,68.34,30.68,132.75,131.88,290.75,279.31,173.86,131.3,35.92,146.08,135.95,30.01,51.69,364.93,518.09,379.43,191.6,386.96,243.61,64.19,72.58,56.61,296.9,69.48,35.18,95.42,72.86,309.37,3322900,3361400,6822900,45217900,2152600,887100,4876551,4707600,13412200,22848000,26752300,1872000,2956300,2298700,2637600,39842200,4955200,8128700,5401300,12100500,1897900,2220400,1243400,2569500,1813400,2820000,5757700,7115500,3456700,16880500,7799475,7765800,6720500,6848700,20720100,47.64,376.9,92.39,44.02,104.36,157.72,29.39,138.85,83.61,58.57,105.24,67.03,86.68,49.96,60.2,94.33,12.96,99.39,499.36,134.04,261.16,148.73,492.28,193.32,137.98,28.55,227.81,27.09,37.02,52.44,103.96,50.77,380.22,92.74,44.12,104.58,157.92,30.07,139.18,83.9,58.65,106.4,67.12,86.95,50.13,60.3,94.49,13.03,101.05,500.09,134.39,261.86,149.21,493.44,195.93,139.47,28.83,228.29,27.46,37.16,52.46,106.38,47.56,373.58,91.64,43.27,101.85,155.99,29.13,137.86,82.65,57.31,104.23,66.17,85.41,49.31,59.02,92.83,12.78,98.58,492.79,131.87,247.6,147.34,488.42,192.44,136.84,28.22,225.51,26.97,36.47,51.79,103.03,50.54,376.5,92.09,43.72,102.3,157.29,29.95,138.49,82.76,58.11,106.15,67.04,85.49,49.81,59.9,93.82,12.97,101.05,498.13,132.46,248.14,148.44,491.2,194.5,138.6,28.7,226.1,27.3,36.59,52.0,106.34,28467400,4303700,8045400,361821000,8842700,4134000,23722300,4727800,4151600,11019600,7189400,10264000,6166100,10421900,5147200,1295900,37089000,5523100,1022100,3559400,129721600,4129900,2801700,1911900,2600400,13407700,5430900,23694100,14343500,15755700,19622200
2023-10-05,173.21,136.08,92.05,299.23,516.44,57.65,102.91,249.01,147.09,125.96,80.35,143.8,186.29,24.77,39.43,2975.84,611.71,51.16,345.06,37.15,251.56,431.78,65.74,40.24,89.3,107.09,550.52,199.91,50.1,63.66,150.27,365.04,214.4,79.48,44.02,173.75,138.0,92.52,299.95,522.61,58.12,103.74,251.68,147.62,126.73,80.81,144.24,188.1,24.8,39.52,3002.72,614.16,51.33,345.94,37.15,256.52,434.58,66.69,40.79,89.7,108.19,555.57,200.05,50.48,63.71,151.05,368.11,215.02,79.61,45.16,171.01,135.75,91.0,295.08,509.24,56.61,100.27,246.63,144.21,124.33,79.53,141.53,184.14,24.29,38.65,2947.65,603.79,50.63,342.37,36.51,251.21,428.34,65.64,40.11,88.11,105.93,545.53,196.42,49.64,62.57,147.97,362.62,210.21,77.59,43.91,172.1,136.53,91.63,298.41,519.84,56.68,103.41,250.06,145.47,126.71,79.98,142.32,186.16,24.5,38.71,2995.81,605.35,50.82,343.7,36.91,254.55,433.29,66.55,40.65,89.05,106.23,553.08,199.9,50.42,62.57,148.0,365.06,213.44,77.8,44.84,48527900,3599500,5708300,2095400,1818800,4251700,51789700,2883700,1486000,39660600,11474000,2706200,4331700,49044100,3936400,182000,496900,8015400,3027300,18734100,2639300,678600,3565300,17612300,2275900,4070100,1579700,3592600,14929400,4498900,8073000,997200,2273000,15466600,5161800,79.03,90.17,34.63,10.31,248.18,208.18,85.75,69.64,29.67,135.07,134.14,296.13,277.73,172.51,132.38,35.3,147.55,136.67,29.22,49.33,360.76,533.78,376.3,191.1,389.69,240.65,61.61,71.85,56.74,302.92,68.88,35.89,97.32,73.84,314.62,79.53,91.21,34.74,10.4,249.06,209.47,86.09,69.95,30.48,135.57,134.56,296.18,278.66,174.81,132.54,35.51,148.4,136.87,30.11,51.75,371.63,534.79,380.16,191.33,390.21,246.01,64.73,72.45,56.89,304.33,69.2,36.02,97.42,74.2,315.23,78.34,89.93,34.07,10.13,246.58,207.46,84.54,69.13,29.09,133.54,132.54,290.14,276.34,171.66,131.13,35.01,146.55,134.69,29.15,49.19,358.08,524.05,373.71,188.92,385.54,240.03,61.56,71.24,55.94,297.67,67.87,35.62,96.14,72.78,310.22,79.4,90.86,34.61,10.35,247.73,208.95,85.48,69.61,30.13,135.2,134.14,293.14,278.02,174.55,131.8,35.38,146.73,135.85,30.05,51.55,368.95,525.96,379.72,190.19,385.93,244.25,64.71,72.07,55.98,302.76,69.01,35.71,96.15,73.21,314.35,3716400,2758400,5266400,47425000,1460100,820100,4819539,4781900,25255400,15922900,19832600,1584600,2469300,2288200,3223900,25771200,5993300,8576200,6681100,29878100,1821900,2950700,1162800,2233600,2116600,3799600,7626600,7235900,3632300,19130000,5812799,7151400,6449100,5589300,16965600,46.53,372.59,92.29,44.66,105.6,149.49,29.53,136.79,84.21,57.48,105.19,66.32,87.84,49.62,60.17,94.42,13.12,98.02,494.96,133.43,260.05,146.04,497.69,191.77,137.68,29.13,230.04,27.33,37.34,51.82,101.62,47.17,378.6,92.71,44.87,105.69,157.62,29.81,138.97,84.53,58.66,105.82,67.27,88.49,49.96,60.62,94.73,13.16,99.47,497.36,134.52,263.6,149.85,499.6,193.47,138.22,29.17,230.74,27.41,37.45,52.43,103.4,45.4,367.24,91.8,43.86,103.5,149.28,29.16,136.68,83.52,57.26,104.37,66.21,86.67,48.61,59.36,93.58,12.94,97.54,489.67,132.86,256.25,145.73,492.87,190.69,136.98,27.99,226.83,26.95,36.67,51.79,101.35,46.87,378.01,92.29,44.02,104.26,157.59,29.52,138.58,84.04,58.39,105.09,66.97,86.67,49.67,60.02,94.08,12.94,98.69,494.33,134.17,260.0,149.19,493.25,193.23,137.37,28.33,227.02,27.1,36.82,52.26,102.38,29911400,5034800,7430000,393483000,7651500,10556400,21279400,5205700,5452600,13037200,5089700,7402600,7548600,8601700,5269100,1083500,32171500,4749300,917500,3686000,119159200,4389200,2790700,2037200,2922100,10572000,6126200,22774400,11820600,14269500,20128800
