Date,"('Adj Close', 'AGN')","('Close', 'AAPL')","('Close', 'ABBV')","('Close', 'ABT')","('Close', 'ACN')","('Close', 'ADBE')","('Close', 'AGN')","('Close', 'AIG')","('Close', 'ALL')","('Close', 'AMGN')","('Close', 'AMZN')","('Close', 'AXP')","('Close', 'BA')","('Close', 'BAC')","('Close', 'BIIB')","('Close', 'BK')","('Close', 'BKNG')","('Close', 'BLK')","('Close', 'BMY')","('Close', 'BRK-B')","('Close', 'C')","('Close', 'CAT')","('Close', 'CHTR')","('Close', 'CL')","('Close', 'CMCSA')","('Close', 'COF')","('Close', 'COP')","('Close', 'COST')","('Close', 'CSCO')","('Close', 'CVS')","('Close', 'CVX')","('Close', 'DD')","('Close', 'DHR')","('Close', 'DIS')","('Close', 'DOW')","('Close', 'DUK')","('High', 'AAPL')","('High', 'ABBV')","('High', 'ABT')","('High', 'ACN')","('High', 'ADBE')","('High', 'AGN')","('High', 'AIG')","('High', 'ALL')","('High', 'AMGN')","('High', 'AMZN')","('High', 'AXP')","('High', 'BA')","('High', 'BAC')","('High', 'BIIB')","('High', 'BK')","('High', 'BKNG')","('High', 'BLK')","('High', 'BMY')","('High', 'BRK-B')","('High', 'C')","('High', 'CAT')","('High', 'CHTR')","('High', 'CL')","('High', 'CMCSA')","('High', 'COF')","('High', 'COP')","('High', 'COST')","('High', 'CSCO')","('High', 'CVS')","('High', 'CVX')","('High', 'DD')","('High', 'DHR')","('High', 'DIS')","('High', 'DOW')","('High', 'DUK')","('Low', 'AAPL')","('Low', 'ABBV')","('Low', 'ABT')","('Low', 'ACN')","('Low', 'ADBE')","('Low', 'AGN')","('Low', 'AIG')","('Low', 'ALL')","('Low', 'AMGN')","('Low', 'AMZN')","('Low', 'AXP')","('Low', 'BA')","('Low', 'BAC')","('Low', 'BIIB')","('Low', 'BK')","('Low', 'BKNG')","('Low', 'BLK')","('Low', 'BMY')","('Low', 'BRK-B')","('Low', 'C')","('Low', 'CAT')","('Low', 'CHTR')","('Low', 'CL')","('Low', 'CMCSA')","('Low', 'COF')","('Low', 'COP')","('Low', 'COST')","('Low', 'CSCO')","('Low', 'CVS')","('Low', 'CVX')","('Low', 'DD')","('Low', 'DHR')","('Low', 'DIS')","('Low', 'DOW')","('Low', 'DUK')","('Open', 'AAPL')","('Open', 'ABBV')","('Open', 'ABT')","('Open', 'ACN')","('Open', 'ADBE')","('Open', 'AGN')","('Open', 'AIG')","('Open', 'ALL')","('Open', 'AMGN')","('Open', 'AMZN')","('Open', 'AXP')","('Open', 'BA')","('Open', 'BAC')","('Open', 'BIIB')","('Open', 'BK')","('Open', 'BKNG')","('Open', 'BLK')","('Open', 'BMY')","('Open', 'BRK-B')","('Open', 'C')","('Open', 'CAT')","('Open', 'CHTR')","('Open', 'CL')","('Open', 'CMCSA')","('Open', 'COF')","('Open', 'COP')","('Open', 'COST')","('Open', 'CSCO')","('Open', 'CVS')","('Open', 'CVX')","('Open', 'DD')","('Open', 'DHR')","('Open', 'DIS')","('Open', 'DOW')","('Open', 'DUK')","('Volume', 'AAPL')","('Volume', 'ABBV')","('Volume', 'ABT')","('Volume', 'ACN')","('Volume', 'ADBE')","('Volume', 'AGN')","('Volume', 'AIG')","('Volume', 'ALL')","('Volume', 'AMGN')","('Volume', 'AMZN')","('Volume', 'AXP')","('Volume', 'BA')","('Volume', 'BAC')","('Volume', 'BIIB')","('Volume', 'BK')","('Volume', 'BKNG')","('Volume', 'BLK')","('Volume', 'BMY')","('Volume', 'BRK-B')","('Volume', 'C')","('Volume', 'CAT')","('Volume', 'CHTR')","('Volume', 'CL')","('Volume', 'CMCSA')","('Volume', 'COF')","('Volume', 'COP')","('Volume', 'COST')","('Volume', 'CSCO')","('Volume', 'CVS')","('Volume', 'CVX')","('Volume', 'DD')","('Volume', 'DHR')","('Volume', 'DIS')","('Volume', 'DOW')","('Volume', 'DUK')","('Close', 'EMR')","('Close', 'EXC')","('Close', 'F')","('Close', 'FDX')","('Close', 'GD')","('Close', 'GE')","('Close', 'GILD')","('Close', 'GM')","('Close', 'GOOG')","('Close', 'GOOGL')","('Close', 'GS')","('Close', 'HD')","('Close', 'HON')","('Close', 'IBM')","('Close', 'INTC')","('Close', 'JNJ')","('Close', 'JPM')","('Close', 'KHC')","('Close', 'KMI')","('Close', 'KO')","('Close', 'LLY')","('Close', 'LMT')","('Close', 'LOW')","('Close', 'MA')","('Close', 'MCD')","('Close', 'MDLZ')","('Close', 'MDT')","('Close', 'MET')","('Close', 'META')","('Close', 'MMM')","('Close', 'MO')","('Close', 'MRK')","('Close', 'MS')","('Close', 'MSFT')","('Close', 'NEE')","('High', 'EMR')","('High', 'EXC')","('High', 'F')","('High', 'FDX')","('High', 'GD')","('High', 'GE')","('High', 'GILD')","('High', 'GM')","('High', 'GOOG')","('High', 'GOOGL')","('High', 'GS')","('High', 'HD')","('High', 'HON')","('High', 'IBM')","('High', 'INTC')","('High', 'JNJ')","('High', 'JPM')","('High', 'KHC')","('High', 'KMI')","('High', 'KO')","('High', 'LLY')","('High', 'LMT')","('High', 'LOW')","('High', 'MA')","('High', 'MCD')","('High', 'MDLZ')","('High', 'MDT')","('High', 'MET')","('High', 'META')","('High', 'MMM')","('High', 'MO')","('High', 'MRK')","('High', 'MS')","('High', 'MSFT')","('High', 'NEE')","('Low', 'EMR')","('Low', 'EXC')","('Low', 'F')","('Low', 'FDX')","('Low', 'GD')","('Low', 'GE')","('Low', 'GILD')","('Low', 'GM')","('Low', 'GOOG')","('Low', 'GOOGL')","('Low', 'GS')","('Low', 'HD')","('Low', 'HON')","('Low', 'IBM')","('Low', 'INTC')","('Low', 'JNJ')","('Low', 'JPM')","('Low', 'KHC')","('Low', 'KMI')","('Low', 'KO')","('Low', 'LLY')","('Low', 'LMT')","('Low', 'LOW')","('Low', 'MA')","('Low', 'MCD')","('Low', 'MDLZ')","('Low', 'MDT')","('Low', 'MET')","('Low', 'META')","('Low', 'MMM')","('Low', 'MO')","('Low', 'MRK')","('Low', 'MS')","('Low', 'MSFT')","('Low', 'NEE')","('Open', 'EMR')","('Open', 'EXC')","('Open', 'F')","('Open', 'FDX')","('Open', 'GD')","('Open', 'GE')","('Open', 'GILD')","('Open', 'GM')","('Open', 'GOOG')","('Open', 'GOOGL')","('Open', 'GS')","('Open', 'HD')","('Open', 'HON')","('Open', 'IBM')","('Open', 'INTC')","('Open', 'JNJ')","('Open', 'JPM')","('Open', 'KHC')","('Open', 'KMI')","('Open', 'KO')","('Open', 'LLY')","('Open', 'LMT')","('Open', 'LOW')","('Open', 'MA')","('Open', 'MCD')","('Open', 'MDLZ')","('Open', 'MDT')","('Open', 'MET')","('Open', 'META')","('Open', 'MMM')","('Open', 'MO')","('Open', 'MRK')","('Open', 'MS')","('Open', 'MSFT')","('Open', 'NEE')","('Volume', 'EMR')","('Volume', 'EXC')","('Volume', 'F')","('Volume', 'FDX')","('Volume', 'GD')","('Volume', 'GE')","('Volume', 'GILD')","('Volume', 'GM')","('Volume', 'GOOG')","('Volume', 'GOOGL')","('Volume', 'GS')","('Volume', 'HD')","('Volume', 'HON')","('Volume', 'IBM')","('Volume', 'INTC')","('Volume', 'JNJ')","('Volume', 'JPM')","('Volume', 'KHC')","('Volume', 'KMI')","('Volume', 'KO')","('Volume', 'LLY')","('Volume', 'LMT')","('Volume', 'LOW')","('Volume', 'MA')","('Volume', 'MCD')","('Volume', 'MDLZ')","('Volume', 'MDT')","('Volume', 'MET')","('Volume', 'META')","('Volume', 'MMM')","('Volume', 'MO')","('Volume', 'MRK')","('Volume', 'MS')","('Volume', 'MSFT')","('Volume', 'NEE')","('Adj Close', 'RTN')","('Adj Close', 'UTX')","('Close', 'NFLX')","('Close', 'NKE')","('Close', 'NVDA')","('Close', 'ORCL')","('Close', 'OXY')","('Close', 'PEP')","('Close', 'PFE')","('Close', 'PG')","('Close', 'PM')","('Close', 'PYPL')","('Close', 'QCOM')","('Close', 'RTN')","('Close', 'SBUX')","('Close', 'SLB')","('Close', 'SO')","('Close', 'SPG')","('Close', 'T')","('Close', 'TGT')","('Close', 'TMO')","('Close', 'TXN')","('Close', 'UNH')","('Close', 'UNP')","('Close', 'UPS')","('Close', 'USB')","('Close', 'UTX')","('Close', 'V')","('Close', 'VZ')","('Close', 'WBA')","('Close', 'WFC')","('Close', 'WMT')","('Close', 'XOM')","('High', 'NFLX')","('High', 'NKE')","('High', 'NVDA')","('High', 'ORCL')","('High', 'OXY')","('High', 'PEP')","('High', 'PFE')","('High', 'PG')","('High', 'PM')","('High', 'PYPL')","('High', 'QCOM')","('High', 'RTN')","('High', 'SBUX')","('High', 'SLB')","('High', 'SO')","('High', 'SPG')","('High', 'T')","('High', 'TGT')","('High', 'TMO')","('High', 'TXN')","('High', 'UNH')","('High', 'UNP')","('High', 'UPS')","('High', 'USB')","('High', 'UTX')","('High', 'V')","('High', 'VZ')","('High', 'WBA')","('High', 'WFC')","('High', 'WMT')","('High', 'XOM')","('Low', 'NFLX')","('Low', 'NKE')","('Low', 'NVDA')","('Low', 'ORCL')","('Low', 'OXY')","('Low', 'PEP')","('Low', 'PFE')","('Low', 'PG')","('Low', 'PM')","('Low', 'PYPL')","('Low', 'QCOM')","('Low', 'RTN')","('Low', 'SBUX')","('Low', 'SLB')","('Low', 'SO')","('Low', 'SPG')","('Low', 'T')","('Low', 'TGT')","('Low', 'TMO')","('Low', 'TXN')","('Low', 'UNH')","('Low', 'UNP')","('Low', 'UPS')","('Low', 'USB')","('Low', 'UTX')","('Low', 'V')","('Low', 'VZ')","('Low', 'WBA')","('Low', 'WFC')","('Low', 'WMT')","('Low', 'XOM')","('Open', 'NFLX')","('Open', 'NKE')","('Open', 'NVDA')","('Open', 'ORCL')","('Open', 'OXY')","('Open', 'PEP')","('Open', 'PFE')","('Open', 'PG')","('Open', 'PM')","('Open', 'PYPL')","('Open', 'QCOM')","('Open', 'RTN')","('Open', 'SBUX')","('Open', 'SLB')","('Open', 'SO')","('Open', 'SPG')","('Open', 'T')","('Open', 'TGT')","('Open', 'TMO')","('Open', 'TXN')","('Open', 'UNH')","('Open', 'UNP')","('Open', 'UPS')","('Open', 'USB')","('Open', 'UTX')","('Open', 'V')","('Open', 'VZ')","('Open', 'WBA')","('Open', 'WFC')","('Open', 'WMT')","('Open', 'XOM')","('Volume', 'NFLX')","('Volume', 'NKE')","('Volume', 'NVDA')","('Volume', 'ORCL')","('Volume', 'OXY')","('Volume', 'PEP')","('Volume', 'PFE')","('Volume', 'PG')","('Volume', 'PM')","('Volume', 'PYPL')","('Volume', 'QCOM')","('Volume', 'RTN')","('Volume', 'SBUX')","('Volume', 'SLB')","('Volume', 'SO')","('Volume', 'SPG')","('Volume', 'T')","('Volume', 'TGT')","('Volume', 'TMO')","('Volume', 'TXN')","('Volume', 'UNH')","('Volume', 'UNP')","('Volume', 'UPS')","('Volume', 'USB')","('Volume', 'UTX')","('Volume', 'V')","('Volume', 'VZ')","('Volume', 'WBA')","('Volume', 'WFC')","('Volume', 'WMT')","('Volume', 'XOM')"
2020-01-02,,72.54,69.82,78.21,192.52,334.43,,44.52,98.1,201.03,94.9,116.64,331.35,30.92,294.24,42.89,2045.09,442.34,50.93,228.39,65.7,132.87,490.43,59.15,38.59,93.82,53.05,266.87,40.69,61.13,93.96,56.69,134.15,145.77,39.06,71.77,72.6,69.84,78.22,194.14,334.48,,44.61,98.26,203.62,94.9,117.03,331.38,30.94,299.08,42.89,2047.88,443.23,51.47,228.39,65.72,132.89,491.41,59.86,38.62,93.83,53.23,269.7,40.69,61.57,94.11,58.17,134.26,145.77,40.36,72.91,71.29,69.01,77.17,191.29,329.17,,44.07,97.09,200.09,93.21,115.14,325.76,30.62,292.28,42.3,2024.03,438.81,50.77,226.71,64.73,130.62,480.49,58.95,38.22,92.63,52.56,266.43,40.24,60.61,93.44,56.67,132.44,142.72,38.98,71.52,71.55,69.46,77.41,193.17,330.0,,44.41,98.23,203.46,93.75,115.54,326.61,30.67,299.06,42.5,2038.99,443.23,51.34,227.51,64.81,131.52,487.41,59.77,38.58,93.64,52.91,269.23,40.39,61.53,93.48,57.85,133.16,142.91,40.14,72.52,135480400,5639200,4969000,2431100,1990100,,3104600,1212400,2088000,80580000,2708000,4544400,37614200,1178300,2587200,329000,560400,13163700,3764000,12728900,3311900,1378800,3441800,20170500,1603000,4122800,2103600,16708100,5022700,5205000,5967300,2915993,9502100,5145200,3921800,68.06,26.38,7.11,139.52,155.01,57.9,52.08,35.7,67.9,67.97,204.19,191.22,160.49,100.57,53.67,124.07,119.57,24.13,14.83,46.07,123.18,341.97,107.96,293.34,175.81,47.27,97.81,42.51,208.49,121.2,31.08,73.25,43.33,152.79,51.78,68.08,26.58,7.11,139.52,155.54,58.04,52.48,35.7,67.94,67.97,204.47,191.31,160.5,100.94,53.78,124.12,119.58,24.75,14.98,46.44,123.23,341.97,107.96,293.47,175.82,48.15,98.1,42.56,208.5,121.21,31.77,73.33,43.35,152.9,52.88,67.0,26.27,6.94,136.37,153.69,54.5,51.92,34.91,66.62,66.86,200.56,189.63,157.25,100.08,53.12,123.32,118.02,24.05,14.8,45.87,121.8,334.76,106.88,289.58,173.2,47.08,96.56,42.05,205.01,119.28,30.95,71.92,42.61,150.61,51.64,67.26,26.58,7.01,137.11,154.15,54.5,52.32,35.34,66.62,66.96,201.3,190.71,157.57,100.25,53.14,123.99,118.47,24.65,14.98,46.34,122.77,336.39,107.59,290.51,173.37,47.9,97.72,42.23,205.48,119.64,31.67,72.48,42.63,151.04,52.51,2532300,7026544,43425700,3027600,1472100,17540015,5038200,7454400,28132000,27278000,3736300,3935700,2857400,3293436,18056000,5777000,10803700,6008700,10373100,11867700,2204200,1258400,2788800,3272400,3554200,7272900,3917000,4416800,12077100,4307633,8717200,8251428,7808000,22622100,7884800,,,329.81,94.88,5.97,49.45,39.09,114.22,28.45,107.02,63.33,110.75,78.04,,78.79,35.15,50.08,105.05,19.21,108.91,321.58,110.17,267.03,160.49,93.55,46.15,,183.55,43.35,44.92,46.29,36.51,54.13,329.98,94.88,5.97,49.46,39.19,115.41,28.6,108.16,64.06,111.21,79.03,,78.79,35.63,50.92,108.43,19.38,111.35,322.14,110.2,269.95,160.59,94.49,46.37,,183.57,43.63,45.31,46.54,36.8,54.22,324.78,93.78,5.89,48.79,38.17,113.65,28.26,106.61,63.01,109.28,77.51,,77.64,35.07,49.92,104.88,19.13,108.21,317.84,108.64,264.55,158.47,92.3,46.0,,181.24,43.18,44.63,46.09,36.43,53.63,326.1,94.1,5.94,48.83,38.22,115.1,28.56,107.96,63.57,109.47,78.36,,77.7,35.46,50.9,108.18,19.35,111.22,321.22,109.8,268.38,159.33,94.26,46.36,,181.51,43.58,45.08,46.38,36.48,53.63,4485800,5644100,237536000,13899600,13066400,3784100,16514072,8130800,5107200,7418800,8413900,,6473800,9147400,4675900,1849300,43165445,5149800,1173300,4614000,2543400,2444800,4158100,5002100,,8733000,11447900,5583185,16803100,20294700,12456400
2020-01-03,,71.83,69.16,77.25,192.19,331.81,,44.17,98.11,199.67,93.75,115.48,330.79,30.28,290.85,42.34,2036.12,437.64,50.48,226.18,64.46,131.03,494.47,59.06,38.29,92.36,53.25,267.09,40.03,60.64,93.63,55.49,133.32,144.1,38.09,71.82,72.59,69.7,77.96,192.95,332.98,,44.27,98.35,201.17,94.31,115.94,332.91,30.5,292.68,42.47,2038.29,440.36,50.93,227.43,65.13,132.37,496.59,59.45,38.46,92.83,54.4,268.17,40.45,61.04,94.95,56.2,134.33,145.47,38.95,72.35,71.61,68.54,76.98,189.63,328.69,,43.81,97.19,197.8,93.22,114.87,328.35,30.16,290.22,41.94,2006.07,435.86,50.3,225.48,64.26,130.16,485.53,58.77,37.91,91.74,52.74,264.9,39.9,60.23,93.42,55.24,131.83,143.66,38.09,71.62,71.77,68.75,77.13,191.0,329.17,,44.06,97.25,198.57,93.22,115.22,328.67,30.35,290.77,42.33,2013.43,436.03,50.35,225.69,64.54,131.32,485.53,58.9,38.13,92.34,54.33,265.56,40.26,60.35,94.23,56.02,132.7,144.0,38.6,71.68,146322800,5988500,4747000,1802100,1577600,,2358800,1047100,1879000,75288000,2090600,3875900,50357900,700100,2276100,294000,337300,12984600,3023900,12437400,3100600,974100,3473800,20496400,1450100,6333200,1926000,15577400,4453000,6360900,6005300,2627112,7320200,5004300,2825400,67.13,26.46,6.95,137.79,156.53,58.09,51.95,34.69,67.57,67.61,201.8,190.58,158.78,99.76,53.01,122.64,118.0,23.85,14.94,45.82,122.77,354.27,107.19,290.48,175.19,47.19,97.23,42.07,207.39,120.16,31.32,72.62,42.63,150.89,52.15,67.21,26.58,7.07,137.93,156.74,58.24,52.19,35.26,68.16,68.22,202.7,191.24,159.64,100.15,53.54,123.56,118.75,24.16,14.95,46.07,123.42,357.21,107.38,292.4,175.6,47.48,97.68,42.13,209.11,120.3,31.52,73.27,42.84,152.15,52.38,66.37,26.31,6.91,136.58,154.63,55.96,51.54,34.49,66.82,66.9,200.69,188.69,157.49,99.18,52.76,121.55,116.92,23.83,14.82,45.31,121.33,345.07,105.8,288.71,174.11,46.95,96.52,41.67,205.68,118.26,31.02,72.03,42.32,150.36,51.68,66.76,26.32,7.03,137.18,154.63,56.15,51.6,35.08,66.93,66.94,201.82,189.02,158.32,99.19,52.76,121.97,117.28,24.05,14.85,45.51,121.4,345.95,106.39,289.54,174.59,46.98,96.61,41.99,205.94,119.19,31.03,72.17,42.65,150.6,51.78,2672600,7550611,45040800,2216500,1662200,17231837,4689700,9173000,23728000,23408000,2274500,3423200,2805200,2482890,15293900,5752400,10386800,5012700,10148700,11354500,1963500,2990100,2774200,2501300,2767600,6791700,2764600,5162300,11188400,2950412,7850700,5903698,6706000,21116200,7097200,,,325.9,94.62,5.88,49.28,40.03,114.06,28.3,106.3,63.21,108.76,76.57,,78.33,35.49,50.03,105.24,19.31,107.78,318.08,108.71,264.32,159.36,93.49,45.61,,182.09,42.89,44.92,46.01,36.19,53.7,329.86,94.69,5.92,49.54,40.62,115.04,28.52,107.12,63.89,110.42,77.12,,78.57,36.0,50.31,105.69,19.37,108.44,320.52,109.9,266.46,159.54,93.6,45.85,,183.4,43.16,45.13,46.18,36.46,54.49,325.53,93.12,5.83,48.53,39.63,113.64,28.11,105.67,63.09,108.76,76.06,,77.68,35.0,49.93,104.26,19.06,107.06,316.61,108.18,259.6,156.99,91.99,45.23,,180.48,42.65,44.24,45.56,36.09,53.57,326.78,93.38,5.85,48.57,40.22,113.92,28.14,105.93,63.21,109.49,76.78,,78.18,35.88,50.01,104.47,19.07,107.69,316.76,108.38,262.25,158.09,92.09,45.6,,180.95,43.02,44.51,45.74,36.3,54.47,3806900,4541800,205384000,11026700,15097400,4000100,14922848,7970500,3806700,7098300,8340300,,4874100,9752000,3531800,1308200,36296666,5018500,819600,4057200,2711400,2344200,2477800,5161800,,4899700,13263200,4895885,15608800,16197600,17386900
2020-01-06,,72.41,69.71,77.66,190.94,333.71,,44.21,98.4,201.2,95.14,114.98,331.77,30.23,290.82,42.74,2018.29,438.01,50.65,226.99,64.26,130.94,497.45,59.47,38.0,91.53,53.88,267.17,40.17,60.88,93.31,55.1,133.72,143.26,37.94,72.17,72.44,69.88,77.68,191.27,333.91,,44.41,98.44,201.32,95.18,115.07,332.88,30.28,291.19,42.74,2030.51,438.68,50.85,227.13,64.34,131.14,498.15,59.78,38.17,91.57,54.25,267.41,40.18,60.95,94.14,55.77,133.85,143.64,38.43,72.33,70.7,68.6,76.64,189.46,328.19,,43.9,97.42,198.07,93.0,114.11,325.94,29.82,288.2,42.13,2006.07,433.24,50.4,224.7,63.67,129.35,490.93,59.05,37.89,90.6,53.39,264.25,39.5,60.22,93.1,55.08,132.55,141.94,37.79,71.74,70.95,68.79,77.01,190.79,328.29,,43.98,97.68,198.6,93.0,114.34,327.35,29.85,290.24,42.37,2020.86,434.68,50.58,224.99,63.67,130.0,492.66,59.11,37.99,91.35,53.72,266.01,39.61,60.27,93.81,55.24,132.72,143.15,38.02,71.82,118387200,6786600,5631700,2841400,1874700,,2699700,1214800,1802800,81236000,2855200,5355000,42185000,1271000,3978800,384000,411300,11311400,4263000,10059500,2549600,829900,4607500,17628200,1526300,8823800,2655100,22183600,4620700,9953000,5619000,3101323,8262500,4293100,2410300,67.68,26.5,6.91,137.9,158.19,58.92,52.41,34.23,69.24,69.41,203.87,191.48,157.58,99.58,52.86,122.48,117.9,23.9,15.0,45.8,123.23,353.73,107.86,291.25,177.16,47.11,98.09,41.96,211.3,120.27,31.44,72.93,42.48,151.28,52.41,67.72,26.57,6.92,138.12,158.96,59.26,52.56,34.56,69.35,69.44,203.93,191.51,158.36,99.69,53.1,122.57,117.94,24.03,15.13,46.0,123.5,357.91,107.89,291.35,177.55,47.4,98.14,42.02,211.48,120.33,31.6,73.01,42.5,151.35,52.65,66.54,26.35,6.84,135.08,157.24,57.46,51.62,34.19,67.04,67.09,199.98,188.38,157.07,98.92,52.33,121.42,116.43,23.59,14.85,45.67,122.0,349.09,106.02,286.21,174.55,46.85,96.56,41.44,205.25,118.74,31.19,72.41,42.02,148.88,52.17,66.65,26.44,6.87,136.05,157.72,57.46,51.63,34.34,67.04,67.12,200.36,188.46,157.88,99.08,52.56,122.4,116.48,23.8,14.87,45.78,122.44,357.91,106.34,287.51,174.77,47.32,96.7,41.69,205.43,119.28,31.32,72.6,42.19,149.42,52.23,3787200,7783203,43372300,2389700,1957000,22461009,8248700,8408200,34646000,46768000,3329300,5682800,3277900,2537073,17755200,7731300,10259000,4714700,13978300,14698300,2102900,2477800,3635400,3307200,4660400,5906400,3332000,3271700,17058900,2389608,6532500,7522963,7476700,20813700,5518800,,,335.83,94.53,5.9,49.53,41.36,114.5,28.26,106.44,63.95,110.17,76.12,,77.71,35.72,50.23,105.79,19.32,106.76,320.37,107.95,266.16,157.99,93.07,44.99,,181.7,42.8,45.31,45.73,36.11,54.11,336.36,94.54,5.91,49.68,41.72,114.64,28.35,106.83,64.02,110.22,76.16,,77.96,35.95,50.38,106.34,19.35,107.68,320.56,108.27,266.26,158.56,93.1,45.05,,181.71,43.02,45.46,45.82,36.25,54.48,321.2,93.64,5.76,48.9,40.11,113.7,28.13,106.12,62.72,107.44,75.27,,77.13,35.17,49.99,104.62,19.19,106.45,313.97,107.05,262.21,156.68,91.61,44.29,,179.75,42.66,44.46,45.41,35.84,53.62,323.12,93.71,5.78,48.91,40.37,113.78,28.22,106.29,63.12,107.57,75.6,,77.69,35.53,50.03,105.05,19.27,107.1,315.15,108.04,262.92,158.23,92.47,44.49,,180.55,42.68,44.89,45.42,36.04,53.69,5663100,4612400,262636000,10982400,16659700,4085100,15771951,6674400,7041400,6764500,8381400,,5409800,15534100,3507600,1026700,51229797,4226900,1010000,4345400,3079100,3142500,3381600,6869200,,10109500,15094500,6003622,13200300,19336500,20081900
2020-01-07,,72.07,69.31,77.23,186.82,333.39,,43.96,97.55,199.31,95.34,114.38,335.29,30.04,290.09,43.17,2038.65,440.81,51.41,225.92,63.7,129.21,499.16,58.65,38.4,90.62,53.88,266.75,39.91,60.65,92.12,54.25,135.03,143.31,37.93,71.72,72.67,69.82,77.62,188.95,334.79,,44.23,98.25,200.95,95.69,115.29,342.15,30.3,291.84,43.31,2043.36,443.07,51.61,227.26,64.14,130.26,500.65,59.44,38.47,91.18,53.89,267.06,40.1,60.72,92.64,55.28,135.5,144.46,38.56,72.21,71.85,68.82,76.94,186.14,332.31,,43.62,97.53,198.93,94.6,114.33,328.75,29.96,287.99,42.69,2009.56,437.04,50.48,225.44,63.68,128.44,495.55,58.58,37.79,90.39,53.28,264.85,39.58,59.89,91.12,53.88,133.28,143.04,37.78,71.37,72.42,69.34,77.15,186.15,334.15,,44.17,97.98,200.37,95.22,114.43,332.28,30.1,290.57,42.69,2018.28,437.04,50.53,227.26,64.13,130.07,497.13,59.44,37.82,90.73,53.85,266.72,40.1,60.67,92.09,55.28,134.07,143.6,38.0,72.21,108872000,7242500,3408100,3097400,2500800,,4580100,1641000,1518900,80898000,2042300,9898600,34149000,1034000,3573500,345300,453900,15551700,3517000,10469100,2841900,1050800,4500000,24563700,1978200,5974800,1963400,16501900,6172300,7856900,9185300,2241562,6906500,5122800,3980900,67.85,26.52,6.98,139.25,156.39,58.48,51.99,33.57,69.19,69.28,205.21,190.23,157.67,99.65,51.98,123.23,115.9,23.48,15.04,45.45,123.46,354.92,107.21,290.26,177.42,46.91,97.75,42.24,211.75,119.79,31.28,70.99,42.4,149.9,52.37,68.03,26.53,6.98,139.62,157.79,59.4,52.12,34.23,69.67,69.69,207.2,192.0,158.08,100.22,52.75,123.63,117.59,23.88,15.05,45.74,123.85,356.31,108.14,293.33,177.47,47.05,98.44,42.51,213.27,120.2,31.51,72.52,42.62,151.89,52.56,67.08,26.2,6.88,137.03,156.15,57.85,51.23,33.18,69.05,69.1,204.57,188.82,155.88,99.07,51.95,120.17,115.85,23.29,14.87,45.36,122.7,349.6,106.84,289.94,175.57,46.61,97.45,41.78,210.45,119.06,31.12,70.92,42.22,149.65,52.12,67.23,26.44,6.94,137.95,156.74,58.97,52.1,34.15,69.42,69.54,204.78,191.08,157.46,99.28,52.73,122.41,117.09,23.86,15.04,45.61,122.7,352.14,107.98,291.74,176.76,47.02,97.62,42.0,211.52,120.04,31.27,72.26,42.5,151.55,52.23,2497000,9501775,44984100,2140100,1454600,14160793,8082600,17556800,30054000,34330000,5255200,5685400,3002800,3232977,21876100,7382900,10531300,7165700,14736900,9973900,2448300,1059900,4191100,3182000,4047400,6716300,4443800,6578000,14912400,2598908,6423600,11132275,4538100,21634100,6653200,,,330.75,94.49,5.97,49.64,41.56,112.7,28.16,105.79,64.23,109.67,78.29,,77.47,35.53,50.08,104.59,19.4,106.95,322.18,110.03,264.55,156.79,92.91,44.56,,181.22,42.32,45.08,45.36,35.78,53.67,336.7,95.38,6.02,49.8,41.57,114.43,28.44,106.84,64.55,111.56,78.75,,77.62,35.53,50.17,105.34,19.42,107.49,324.41,111.3,266.1,158.12,93.27,44.97,,182.57,42.73,45.23,45.69,36.07,53.84,330.3,93.58,5.88,49.14,40.56,112.65,28.11,105.68,63.39,109.53,76.48,,76.83,34.76,49.77,103.91,19.27,106.26,320.21,109.19,262.53,156.39,92.17,44.54,,181.13,42.31,44.57,45.19,35.67,53.07,336.47,94.51,5.93,49.4,41.38,114.37,28.43,106.56,63.66,111.5,76.59,,77.56,35.46,50.03,104.72,19.32,106.26,320.65,109.81,265.38,157.82,92.8,44.85,,182.08,42.67,45.03,45.69,35.99,53.83,4703200,6719900,314856000,12015400,12084800,5718100,20108107,7583400,4311600,6898700,8377400,,6514700,10971700,3191700,1621600,37337462,3641600,917700,7184100,2492900,4096400,1952300,4006800,,4392300,14293100,4291769,13278600,20540700,17387700
