Date,"('Adj Close', 'AVP')","('Adj Close', 'BHI')","('Adj Close', 'DELL')","('Adj Close', 'DOW')","('Adj Close', 'EMC')","('Close', 'AA')","('Close', 'AAPL')","('Close', 'ABT')","('Close', 'AEP')","('Close', 'ALL')","('Close', 'AMGN')","('Close', 'AMZN')","('Close', 'AVP')","('Close', 'AXP')","('Close', 'BA')","('Close', 'BAC')","('Close', 'BAX')","('Close', 'BHI')","('Close', 'BK')","('Close', 'BMY')","('Close', 'BRK-B')","('Close', 'C')","('Close', 'CAT')","('Close', 'CL')","('Close', 'CMCSA')","('Close', 'COF')","('Close', 'COP')","('Close', 'COST')","('Close', 'CPB')","('Close', 'CSCO')","('Close', 'CVS')","('Close', 'CVX')","('Close', 'DD')","('Close', 'DELL')","('Close', 'DIS')","('Close', 'DOW')","('Close', 'DVN')","('Close', 'EMC')","('Close', 'ETR')","('Close', 'EXC')","('High', 'AA')","('High', 'AAPL')","('High', 'ABT')","('High', 'AEP')","('High', 'ALL')","('High', 'AMGN')","('High', 'AMZN')","('High', 'AVP')","('High', 'AXP')","('High', 'BA')","('High', 'BAC')","('High', 'BAX')","('High', 'BHI')","('High', 'BK')","('High', 'BMY')","('High', 'BRK-B')","('High', 'C')","('High', 'CAT')","('High', 'CL')","('High', 'CMCSA')","('High', 'COF')","('High', 'COP')","('High', 'COST')","('High', 'CPB')","('High', 'CSCO')","('High', 'CVS')","('High', 'CVX')","('High', 'DD')","('High', 'DELL')","('High', 'DIS')","('High', 'DOW')","('High', 'DVN')","('High', 'EMC')","('High', 'ETR')","('High', 'EXC')","('Low', 'AA')","('Low', 'AAPL')","('Low', 'ABT')","('Low', 'AEP')","('Low', 'ALL')","('Low', 'AMGN')","('Low', 'AMZN')","('Low', 'AVP')","('Low', 'AXP')","('Low', 'BA')","('Low', 'BAC')","('Low', 'BAX')","('Low', 'BHI')","('Low', 'BK')","('Low', 'BMY')","('Low', 'BRK-B')","('Low', 'C')","('Low', 'CAT')","('Low', 'CL')","('Low', 'CMCSA')","('Low', 'COF')","('Low', 'COP')","('Low', 'COST')","('Low', 'CPB')","('Low', 'CSCO')","('Low', 'CVS')","('Low', 'CVX')","('Low', 'DD')","('Low', 'DELL')","('Low', 'DIS')","('Low', 'DOW')","('Low', 'DVN')","('Low', 'EMC')","('Low', 'ETR')","('Low', 'EXC')","('Open', 'AA')","('Open', 'AAPL')","('Open', 'ABT')","('Open', 'AEP')","('Open', 'ALL')","('Open', 'AMGN')","('Open', 'AMZN')","('Open', 'AVP')","('Open', 'AXP')","('Open', 'BA')","('Open', 'BAC')","('Open', 'BAX')","('Open', 'BHI')","('Open', 'BK')","('Open', 'BMY')","('Open', 'BRK-B')","('Open', 'C')","('Open', 'CAT')","('Open', 'CL')","('Open', 'CMCSA')","('Open', 'COF')","('Open', 'COP')","('Open', 'COST')","('Open', 'CPB')","('Open', 'CSCO')","('Open', 'CVS')","('Open', 'CVX')","('Open', 'DD')","('Open', 'DELL')","('Open', 'DIS')","('Open', 'DOW')","('Open', 'DVN')","('Open', 'EMC')","('Open', 'ETR')","('Open', 'EXC')","('Volume', 'AA')","('Volume', 'AAPL')","('Volume', 'ABT')","('Volume', 'AEP')","('Volume', 'ALL')","('Volume', 'AMGN')","('Volume', 'AMZN')","('Volume', 'AVP')","('Volume', 'AXP')","('Volume', 'BA')","('Volume', 'BAC')","('Volume', 'BAX')","('Volume', 'BHI')","('Volume', 'BK')","('Volume', 'BMY')","('Volume', 'BRK-B')","('Volume', 'C')","('Volume', 'CAT')","('Volume', 'CL')","('Volume', 'CMCSA')","('Volume', 'COF')","('Volume', 'COP')","('Volume', 'COST')","('Volume', 'CPB')","('Volume', 'CSCO')","('Volume', 'CVS')","('Volume', 'CVX')","('Volume', 'DD')","('Volume', 'DELL')","('Volume', 'DIS')","('Volume', 'DOW')","('Volume', 'DVN')","('Volume', 'EMC')","('Volume', 'ETR')","('Volume', 'EXC')","('Adj Close', 'KFT')","('Adj Close', 'MON')","('Adj Close', 'NWSA')","('Close', 'F')","('Close', 'FCX')","('Close', 'FDX')","('Close', 'GD')","('Close', 'GE')","('Close', 'GILD')","('Close', 'GOOG')","('Close', 'GS')","('Close', 'HAL')","('Close', 'HD')","('Close', 'HNZ')","('Close', 'HON')","('Close', 'HPQ')","('Close', 'IBM')","('Close', 'INTC')","('Close', 'JNJ')","('Close', 'JPM')","('Close', 'KFT')","('Close', 'KO')","('Close', 'LMT')","('Close', 'LOW')","('Close', 'MA')","('Close', 'MCD')","('Close', 'MDT')","('Close', 'MET')","('Close', 'MMM')","('Close', 'MO')","('Close', 'MON')","('Close', 'MRK')","('Close', 'MS')","('Close', 'MSFT')","('Close', 'NKE')","('Close', 'NOV')","('Close', 'NSC')","('Close', 'NWSA')","('High', 'F')","('High', 'FCX')","('High', 'FDX')","('High', 'GD')","('High', 'GE')","('High', 'GILD')","('High', 'GOOG')","('High', 'GS')","('High', 'HAL')","('High', 'HD')","('High', 'HNZ')","('High', 'HON')","('High', 'HPQ')","('High', 'IBM')","('High', 'INTC')","('High', 'JNJ')","('High', 'JPM')","('High', 'KFT')","('High', 'KO')","('High', 'LMT')","('High', 'LOW')","('High', 'MA')","('High', 'MCD')","('High', 'MDT')","('High', 'MET')","('High', 'MMM')","('High', 'MO')","('High', 'MON')","('High', 'MRK')","('High', 'MS')","('High', 'MSFT')","('High', 'NKE')","('High', 'NOV')","('High', 'NSC')","('High', 'NWSA')","('Low', 'F')","('Low', 'FCX')","('Low', 'FDX')","('Low', 'GD')","('Low', 'GE')","('Low', 'GILD')","('Low', 'GOOG')","('Low', 'GS')","('Low', 'HAL')","('Low', 'HD')","('Low', 'HNZ')","('Low', 'HON')","('Low', 'HPQ')","('Low', 'IBM')","('Low', 'INTC')","('Low', 'JNJ')","('Low', 'JPM')","('Low', 'KFT')","('Low', 'KO')","('Low', 'LMT')","('Low', 'LOW')","('Low', 'MA')","('Low', 'MCD')","('Low', 'MDT')","('Low', 'MET')","('Low', 'MMM')","('Low', 'MO')","('Low', 'MON')","('Low', 'MRK')","('Low', 'MS')","('Low', 'MSFT')","('Low', 'NKE')","('Low', 'NOV')","('Low', 'NSC')","('Low', 'NWSA')","('Open', 'F')","('Open', 'FCX')","('Open', 'FDX')","('Open', 'GD')","('Open', 'GE')","('Open', 'GILD')","('Open', 'GOOG')","('Open', 'GS')","('Open', 'HAL')","('Open', 'HD')","('Open', 'HNZ')","('Open', 'HON')","('Open', 'HPQ')","('Open', 'IBM')","('Open', 'INTC')","('Open', 'JNJ')","('Open', 'JPM')","('Open', 'KFT')","('Open', 'KO')","('Open', 'LMT')","('Open', 'LOW')","('Open', 'MA')","('Open', 'MCD')","('Open', 'MDT')","('Open', 'MET')","('Open', 'MMM')","('Open', 'MO')","('Open', 'MON')","('Open', 'MRK')","('Open', 'MS')","('Open', 'MSFT')","('Open', 'NKE')","('Open', 'NOV')","('Open', 'NSC')","('Open', 'NWSA')","('Volume', 'F')","('Volume', 'FCX')","('Volume', 'FDX')","('Volume', 'GD')","('Volume', 'GE')","('Volume', 'GILD')","('Volume', 'GOOG')","('Volume', 'GS')","('Volume', 'HAL')","('Volume', 'HD')","('Volume', 'HNZ')","('Volume', 'HON')","('Volume', 'HPQ')","('Volume', 'IBM')","('Volume', 'INTC')","('Volume', 'JNJ')","('Volume', 'JPM')","('Volume', 'KFT')","('Volume', 'KO')","('Volume', 'LMT')","('Volume', 'LOW')","('Volume', 'MA')","('Volume', 'MCD')","('Volume', 'MDT')","('Volume', 'MET')","('Volume', 'MMM')","('Volume', 'MO')","('Volume', 'MON')","('Volume', 'MRK')","('Volume', 'MS')","('Volume', 'MSFT')","('Volume', 'NKE')","('Volume', 'NOV')","('Volume', 'NSC')","('Volume', 'NWSA')","('Adj Close', 'NYX')","('Adj Close', 'RTN')","('Adj Close', 'S')","('Adj Close', 'SLE')","('Adj Close', 'UTX')","('Adj Close', 'WAG')","('Close', 'NYX')","('Close', 'ORCL')","('Close', 'OXY')","('Close', 'PEP')","('Close', 'PFE')","('Close', 'PG')","('Close', 'PM')","('Close', 'QCOM')","('Close', 'RF')","('Close', 'RTN')","('Close', 'S')","('Close', 'SLB')","('Close', 'SLE')","('Close', 'SO')","('Close', 'T')","('Close', 'TGT')","('Close', 'TWX')","('Close', 'TXN')","('Close', 'UNH')","('Close', 'UPS')","('Close', 'USB')","('Close', 'UTX')","('Close', 'VZ')","('Close', 'WAG')","('Close', 'WFC')","('Close', 'WMB')","('Close', 'WMT')","('Close', 'WY')","('Close', 'XOM')","('Close', 'XRX')","('High', 'NYX')","('High', 'ORCL')","('High', 'OXY')","('High', 'PEP')","('High', 'PFE')","('High', 'PG')","('High', 'PM')","('High', 'QCOM')","('High', 'RF')","('High', 'RTN')","('High', 'S')","('High', 'SLB')","('High', 'SLE')","('High', 'SO')","('High', 'T')","('High', 'TGT')","('High', 'TWX')","('High', 'TXN')","('High', 'UNH')","('High', 'UPS')","('High', 'USB')","('High', 'UTX')","('High', 'VZ')","('High', 'WAG')","('High', 'WFC')","('High', 'WMB')","('High', 'WMT')","('High', 'WY')","('High', 'XOM')","('High', 'XRX')","('Low', 'NYX')","('Low', 'ORCL')","('Low', 'OXY')","('Low', 'PEP')","('Low', 'PFE')","('Low', 'PG')","('Low', 'PM')","('Low', 'QCOM')","('Low', 'RF')","('Low', 'RTN')","('Low', 'S')","('Low', 'SLB')","('Low', 'SLE')","('Low', 'SO')","('Low', 'T')","('Low', 'TGT')","('Low', 'TWX')","('Low', 'TXN')","('Low', 'UNH')","('Low', 'UPS')","('Low', 'USB')","('Low', 'UTX')","('Low', 'VZ')","('Low', 'WAG')","('Low', 'WFC')","('Low', 'WMB')","('Low', 'WMT')","('Low', 'WY')","('Low', 'XOM')","('Low', 'XRX')","('Open', 'NYX')","('Open', 'ORCL')","('Open', 'OXY')","('Open', 'PEP')","('Open', 'PFE')","('Open', 'PG')","('Open', 'PM')","('Open', 'QCOM')","('Open', 'RF')","('Open', 'RTN')","('Open', 'S')","('Open', 'SLB')","('Open', 'SLE')","('Open', 'SO')","('Open', 'T')","('Open', 'TGT')","('Open', 'TWX')","('Open', 'TXN')","('Open', 'UNH')","('Open', 'UPS')","('Open', 'USB')","('Open', 'UTX')","('Open', 'VZ')","('Open', 'WAG')","('Open', 'WFC')","('Open', 'WMB')","('Open', 'WMT')","('Open', 'WY')","('Open', 'XOM')","('Open', 'XRX')","('Volume', 'NYX')","('Volume', 'ORCL')","('Volume', 'OXY')","('Volume', 'PEP')","('Volume', 'PFE')","('Volume', 'PG')","('Volume', 'PM')","('Volume', 'QCOM')","('Volume', 'RF')","('Volume', 'RTN')","('Volume', 'S')","('Volume', 'SLB')","('Volume', 'SLE')","('Volume', 'SO')","('Volume', 'T')","('Volume', 'TGT')","('Volume', 'TWX')","('Volume', 'TXN')","('Volume', 'UNH')","('Volume', 'UPS')","('Volume', 'USB')","('Volume', 'UTX')","('Volume', 'VZ')","('Volume', 'WAG')","('Volume', 'WFC')","('Volume', 'WMB')","('Volume', 'WMT')","('Volume', 'WY')","('Volume', 'XOM')","('Volume', 'XRX')"
2010-10-01,,,,,,26.23,8.48,18.23,20.44,22.57,38.08,7.69,,33.68,53.06,10.39,19.27,,18.52,16.41,82.71,30.53,53.53,26.74,6.39,31.06,26.3,46.7,22.36,14.25,21.87,44.92,26.83,,28.56,,42.36,,20.41,17.08,26.6,8.6,18.23,20.59,22.9,38.23,7.87,,34.31,53.97,10.48,19.5,,18.76,16.43,83.48,30.6,53.98,27.02,6.57,31.64,26.41,46.84,22.37,14.45,22.03,45.15,26.83,,28.77,,42.64,,20.48,17.09,26.17,8.45,18.07,20.34,22.39,37.63,7.61,,33.5,52.93,10.2,19.13,,18.38,16.21,82.33,29.41,53.06,26.69,6.39,30.6,26.07,46.31,22.13,14.17,21.69,44.66,26.35,,28.38,,42.08,,20.24,16.89,26.25,8.59,18.21,20.54,22.8,38.12,7.85,,34.16,53.62,10.33,19.45,,18.64,16.31,83.3,29.71,53.58,26.93,6.56,31.56,26.35,46.61,22.25,14.39,21.79,44.89,26.66,,28.53,,42.4,,20.29,17.03,9570329,448142800,9918091,2417600,4375100,4586600,173668000,,10672000,4483000,168814600,6224421,,6157100,8900900,4519800,77500060,8540800,9056800,45250400,4673700,15865325,4037200,2766500,42184000,8486700,9570600,5194237,,12916300,,2405600,,2491200,5426301,,,,6.38,32.31,71.55,43.83,57.97,12.5,13.0,112.85,25.97,22.37,47.51,30.53,12.02,76.15,12.8,39.86,25.92,,18.64,43.77,16.9,20.71,49.89,23.42,21.67,46.43,9.53,,21.22,17.9,18.52,16.58,33.0,41.84,,6.46,32.37,73.04,44.51,58.57,12.67,13.13,113.46,26.2,22.52,47.64,30.91,12.17,76.51,13.48,40.18,26.11,,18.68,44.99,17.17,20.82,50.07,23.5,21.89,46.57,9.64,,21.36,18.03,18.85,16.73,33.37,42.15,,6.31,31.31,71.21,43.78,57.61,12.43,12.94,110.65,25.74,22.25,47.19,30.44,11.86,75.84,12.5,39.74,25.58,,18.45,43.39,16.78,20.52,49.64,23.2,21.44,46.04,9.48,,21.08,17.66,18.46,16.5,32.77,41.4,,6.37,31.52,72.19,44.44,58.11,12.51,13.11,110.94,26.08,22.36,47.57,30.57,12.15,76.07,12.89,40.08,25.61,,18.62,44.98,16.92,20.73,49.97,23.44,21.58,46.3,9.62,,21.32,17.84,18.82,16.73,32.88,41.89,,54565500,31267400,3260800,1756900,10106214,13909000,89333594,7439800,10300000,8648800,1539617,5094772,138696053,5879775,41275000,9773200,38973800,,16454400,7529800,10985400,9572000,7192400,5243700,7126159,3828276,16443400,,12305511,16292200,62672300,14170000,4808735,2614400,,,,,,,,,22.13,50.22,42.88,8.91,38.95,27.46,30.17,4.74,,,43.39,,19.33,7.33,35.25,24.86,18.37,28.07,40.37,13.6,,15.2,,17.04,7.33,13.0,9.38,35.27,13.2278,,22.43,50.98,42.88,8.97,39.09,27.94,31.08,4.91,,,43.69,,19.46,7.37,35.56,25.16,18.62,28.1,40.97,13.78,,15.23,,17.13,7.38,13.06,9.43,35.3,13.253,,22.05,49.06,42.42,8.87,38.81,27.41,29.94,4.71,,,42.96,,19.31,7.3,35.14,24.66,18.15,27.54,40.2,13.53,,15.09,,16.75,7.2,12.96,9.26,34.86,12.9759,,22.09,49.19,42.73,8.95,38.9,27.7,31.02,4.84,,,43.35,,19.43,7.34,35.46,25.16,18.42,27.79,40.81,13.63,,15.15,,16.87,7.23,13.06,9.33,35.15,13.1144,,33690400,9188868,5397000,37438923,10253300,7624400,22457600,12211600,,,8841500,,4786700,29398493,5092100,9638759,12156000,6503500,3910900,13477300,,14510100,,32117900,6852184,24688200,4737800,24160200,3724944
2010-10-04,,,,,,25.57,8.36,18.2,20.43,22.67,37.76,7.77,,31.48,52.66,10.27,19.24,,18.43,16.08,82.11,30.08,52.88,26.69,6.37,30.48,26.03,46.35,22.27,14.16,21.62,44.57,26.44,,28.39,,41.77,,20.28,16.95,26.17,8.49,18.34,20.61,22.93,38.14,7.8,,33.69,53.9,10.51,19.29,,18.61,16.32,82.85,30.75,53.56,26.97,6.41,31.19,26.28,46.84,22.42,14.31,22.09,45.02,26.82,,28.79,,42.53,,20.5,17.16,25.33,8.34,18.09,20.33,22.54,37.51,7.64,,31.18,52.29,10.26,19.07,,18.34,16.05,81.48,30.08,52.36,26.63,6.32,30.37,25.82,46.33,22.18,13.99,21.56,44.22,26.35,,28.34,,41.45,,20.15,16.85,26.04,8.45,18.22,20.47,22.85,37.95,7.7,,33.53,52.85,10.37,19.27,,18.45,16.21,82.41,30.45,53.4,26.7,6.4,31.0,26.17,46.71,22.36,14.19,21.77,44.89,26.71,,28.47,,42.2,,20.41,17.03,12942447,435302000,11171947,2307000,3764200,4844300,106930000,,38499800,4073700,133664600,5213896,,8613900,9480200,3858400,42326390,6418700,5963200,45859200,4842900,10609503,4502900,1897200,31731200,6105600,7602500,5091024,,10708300,,2568900,,2368000,4275679,,,,6.68,31.62,71.38,43.33,57.05,12.36,12.92,111.99,25.73,22.26,47.36,30.15,11.98,75.93,12.5,39.81,26.05,,18.57,43.61,16.82,20.51,49.91,23.13,21.61,45.94,9.55,,21.18,17.68,18.16,16.51,32.09,41.38,,6.72,32.11,72.39,44.02,58.0,12.55,13.07,113.44,26.13,22.48,47.69,30.8,12.16,76.3,12.78,40.01,26.45,,18.62,44.36,17.02,20.93,50.03,23.51,22.05,46.48,9.6,,21.31,18.04,18.22,16.59,32.91,42.19,,6.52,31.42,70.8,43.17,56.69,12.33,12.83,110.56,25.41,22.16,47.24,30.01,11.91,75.44,12.43,39.57,25.89,,18.46,43.54,16.61,20.18,49.54,23.02,21.39,45.63,9.52,,21.04,17.56,18.06,16.33,31.67,41.05,,6.54,32.06,71.46,43.8,57.79,12.48,12.99,112.85,25.93,22.29,47.51,30.53,12.04,75.92,12.75,39.72,26.07,,18.58,43.78,16.83,20.78,49.88,23.43,21.58,46.25,9.53,,21.16,17.86,18.2,16.52,32.81,41.76,,95949200,23296000,3371200,1935500,9563943,15809400,77910939,5866700,10071700,10321100,1577614,4210854,50641156,4246655,67082000,8703600,38886100,,11523800,3407800,12470300,14600000,3900300,5026800,7663933,2734415,8451400,,9678175,11955800,98143400,10353200,6050150,2186500,,,,,,,,,21.9,50.11,42.8,8.77,38.82,27.33,29.92,4.78,,,42.54,,19.47,7.35,35.22,24.49,18.35,27.37,40.17,13.54,,15.26,,16.92,7.2,13.05,9.2,35.08,13.1522,,22.27,50.81,42.88,8.92,39.07,27.54,30.28,4.85,,,43.79,,19.48,7.4,35.37,24.97,18.6,27.97,40.48,13.7,,15.32,,17.19,7.33,13.08,9.42,35.38,13.4042,,21.89,49.82,42.58,8.75,38.64,27.24,29.55,4.7,,,42.1,,19.33,7.31,34.92,24.4,18.21,27.22,39.76,13.51,,15.15,,16.81,7.15,12.95,9.16,34.88,13.001,,22.0,49.82,42.88,8.87,38.85,27.38,30.28,4.74,,,43.29,,19.34,7.34,35.15,24.81,18.34,27.97,40.25,13.55,,15.21,,17.01,7.31,13.0,9.32,35.26,13.1648,,36791900,4638951,4890200,42861753,11620700,5167600,13941400,11761000,,,7277500,,3925400,35103742,4672700,6770948,15091800,5883300,3936300,10412200,,19124700,,25645400,5808145,21427500,4890600,16902500,3524986
2010-10-05,,,,,,26.04,8.67,18.4,20.51,23.15,38.49,8.04,,30.86,54.46,10.59,19.54,,18.61,16.32,83.43,30.83,54.34,26.16,6.52,31.92,26.73,46.42,22.28,14.3,22.06,45.71,27.4,,28.98,,42.44,,20.54,17.03,26.23,8.69,18.43,20.59,23.23,38.58,8.06,,31.71,54.76,10.66,19.57,,18.77,16.36,83.73,30.98,54.59,26.57,6.54,32.09,26.76,46.66,22.46,14.39,22.35,45.77,27.44,,29.12,,42.55,,20.61,17.07,25.78,8.46,18.27,20.45,22.55,37.86,7.85,,30.09,53.21,10.32,19.28,,18.44,16.17,81.75,30.38,53.52,25.98,6.44,30.62,26.22,46.18,22.25,14.16,21.74,44.92,26.62,,28.58,,41.99,,20.34,16.86,25.89,8.47,18.29,20.59,22.91,37.89,7.85,,31.68,53.21,10.41,19.34,,18.5,16.17,82.59,30.38,53.71,26.5,6.44,30.77,26.24,46.66,22.39,14.32,21.8,45.05,26.78,,28.61,,42.29,,20.45,17.06,12492842,501967200,13040434,3964600,4820800,5601900,112400000,,68417100,7517800,191282100,6459701,,14024900,10965500,7290300,63625620,7140300,15187600,50672000,6730800,16587204,5698600,2785100,59683800,10511300,11597600,6898692,,14555400,,2504200,,2592200,7453032,,,,6.77,33.05,73.38,44.5,58.5,12.6,13.31,114.28,26.54,22.31,47.76,31.12,12.03,77.28,12.68,40.54,26.51,,18.81,44.39,17.14,20.81,50.49,23.6,22.14,47.08,9.72,,21.47,18.22,18.5,16.8,33.69,42.19,,6.8,33.28,73.9,44.55,58.75,12.66,13.36,114.82,26.68,22.45,47.84,31.27,12.11,77.41,12.78,40.63,26.63,,18.83,44.56,17.23,21.01,50.58,23.69,22.27,47.16,9.74,,21.54,18.49,18.57,16.84,33.71,42.41,,6.72,32.12,71.95,43.43,57.37,12.44,13.03,111.61,25.97,21.97,47.47,30.42,11.9,76.42,12.6,40.03,26.13,,18.61,43.61,16.86,20.66,50.11,23.35,21.58,46.26,9.6,,21.28,17.71,18.16,16.59,32.53,41.73,,6.76,32.16,72.04,43.78,57.58,12.5,13.07,112.74,26.04,22.04,47.65,30.46,12.1,76.45,12.64,40.07,26.33,,18.65,43.99,16.94,20.82,50.2,23.35,21.92,46.26,9.62,,21.37,17.91,18.28,16.66,32.55,41.9,,74701900,26483600,3840200,2735600,13064730,18493800,140809819,8724700,9105600,15975000,2072145,6727192,66841049,6487815,61004600,12439400,42379500,,20063000,2748800,11410900,12251000,5680000,6183800,16221539,5516191,23718900,,11181322,19234700,78152900,13471200,6419779,4465600,,,,,,,,,22.22,51.27,43.37,8.94,39.38,27.36,30.17,4.98,,,43.76,,19.67,7.47,35.76,24.85,19.1,27.79,41.24,13.99,,15.51,,17.5,7.3,13.16,9.41,35.68,13.505,,22.26,51.44,43.41,8.95,39.43,27.67,30.61,5.03,,,43.93,,19.67,7.49,35.79,24.92,19.22,27.83,41.49,14.05,,15.56,,17.57,7.34,13.22,9.43,35.76,13.5805,,22.03,50.41,42.83,8.85,38.84,27.26,30.05,4.8,,,43.0,,19.51,7.38,35.33,24.52,18.48,27.37,40.41,13.52,,15.31,,16.93,7.23,13.12,9.24,35.21,13.253,,22.15,50.51,42.9,8.87,39.01,27.52,30.28,4.86,,,43.19,,19.58,7.39,35.48,24.66,18.5,27.55,40.64,13.72,,15.34,,17.11,7.29,13.14,9.33,35.3,13.2656,,42520100,6215364,7246100,47107476,11412700,10135400,18459700,18308000,,,9926500,,3067000,38103661,5489900,12058060,23034400,6887400,7262300,19687900,,20660500,,42788700,8053729,30648000,4715800,25185400,5241312
2010-10-06,,,,,,26.53,8.68,18.37,20.46,22.97,38.3,7.77,,30.79,54.45,10.46,19.64,,18.85,16.35,83.54,30.6,54.12,25.83,6.4,31.74,27.14,46.96,22.36,14.51,22.3,45.98,27.86,,28.89,,43.04,,20.28,17.01,26.75,8.77,18.45,20.55,23.14,38.49,8.03,,31.33,55.09,10.67,19.64,,18.91,16.41,83.54,31.05,54.68,26.2,6.5,32.11,27.14,46.99,22.41,14.57,22.3,46.21,27.94,,29.11,,43.17,,20.52,17.05,25.95,8.56,18.26,20.35,22.77,37.95,7.73,,30.71,54.31,10.41,19.39,,18.53,16.29,82.82,30.45,53.71,25.75,6.34,31.57,26.73,45.09,22.26,14.32,21.99,45.61,27.28,,28.65,,42.19,,20.23,16.86,26.08,8.69,18.36,20.49,23.1,38.33,8.03,,31.15,54.47,10.65,19.49,,18.56,16.3,83.26,30.9,54.48,26.1,6.5,31.85,26.74,45.23,22.36,14.33,22.05,45.66,27.28,,28.99,,42.44,,20.48,17.0,11697628,670868800,10249062,1743700,3589900,4666300,121216000,,21059200,4718400,150771000,5764723,,5583000,8154200,3359400,48412190,6252200,9862400,55167000,3750800,14564028,11502200,1891200,52793100,7862000,8650300,7147626,,11339900,,3274000,,3793600,4921861,,,,6.89,33.93,73.01,44.96,59.88,12.5,13.22,115.25,26.47,22.31,48.17,31.61,12.01,77.38,12.79,40.8,26.69,,18.86,44.58,17.14,20.57,50.31,23.59,21.96,47.63,9.79,,21.46,18.16,18.56,16.8,33.75,42.3,,7.0,34.2,73.52,45.05,60.24,12.62,13.36,116.39,26.76,22.4,48.17,31.7,12.15,77.45,12.83,40.83,26.8,,18.86,44.96,17.2,20.82,50.57,23.75,22.18,47.63,9.83,,21.58,18.49,18.64,16.8,34.02,42.41,,6.78,33.15,72.46,44.52,58.32,12.39,13.11,113.94,26.26,22.17,47.56,31.11,11.92,76.81,12.67,40.34,26.37,,18.72,44.25,16.98,20.43,50.21,23.44,21.73,46.98,9.73,,21.35,18.09,18.33,16.7,33.4,41.86,,6.79,33.17,73.18,44.6,58.43,12.6,13.34,114.42,26.54,22.33,47.56,31.12,12.1,76.84,12.72,40.6,26.46,,18.8,44.25,17.16,20.82,50.47,23.67,22.08,46.98,9.73,,21.48,18.25,18.47,16.75,33.51,42.18,,92326000,27311600,2108400,2134800,15441016,16924400,110906151,6330600,10220000,9957300,2192910,5832576,57013964,5003018,54990000,11339800,31559900,,14123400,3682500,9561900,8055000,4732700,5407700,8909690,4948330,14491600,,7903282,15158700,50489700,9634400,5191894,3312500,,,,,,,,,22.45,51.56,43.59,8.95,39.41,27.84,30.43,4.96,,,43.88,,19.65,7.43,35.65,24.58,19.09,26.9,41.2,14.03,,15.64,,17.53,7.31,13.29,9.36,36.06,13.5302,,22.68,51.86,43.59,9.02,39.49,28.14,30.46,5.03,,,44.43,,19.72,7.54,35.92,24.84,19.26,27.91,41.41,14.1,,15.7,,17.66,7.38,13.31,9.39,36.06,13.6183,,22.17,51.12,43.14,8.91,39.04,27.37,29.9,4.93,,,43.6,,19.55,7.33,35.46,24.4,18.79,26.89,41.13,13.95,,15.35,,17.42,7.22,13.13,9.27,35.63,13.3538,,22.22,51.17,43.24,8.94,39.33,27.39,30.14,4.99,,,43.66,,19.72,7.54,35.65,24.79,19.04,27.76,41.32,13.98,,15.54,,17.48,7.27,13.14,9.36,35.63,13.4798,,50631600,4108505,7204100,37615468,7229800,10977500,21696900,9105500,,,8339500,,2720900,64920751,5683800,8159040,18289700,13815400,3600600,12511000,,39172500,,31852900,6823356,31241400,3759700,21645200,3660278
