Date,"('Close', 'AAPL')","('Close', 'ABBV')","('Close', 'ABT')","('Close', 'ACN')","('Close', 'ADBE')","('Close', 'AIG')","('Close', 'AMGN')","('Close', 'AMT')","('Close', 'AMZN')","('Close', 'AVGO')","('Close', 'AXP')","('Close', 'BA')","('Close', 'BAC')","('Close', 'BK')","('Close', 'BKNG')","('Close', 'BLK')","('Close', 'BMY')","('Close', 'BRK-B')","('Close', 'C')","('Close', 'CAT')","('Close', 'CHTR')","('Close', 'CL')","('Close', 'CMCSA')","('Close', 'COF')","('Close', 'COP')","('Close', 'COST')","('Close', 'CRM')","('Close', 'CSCO')","('Close', 'CVS')","('Close', 'CVX')","('Close', 'DD')","('Close', 'DHR')","('Close', 'DIS')","('Close', 'DOW')","('Close', 'DUK')","('High', 'AAPL')","('High', 'ABBV')","('High', 'ABT')","('High', 'ACN')","('High', 'ADBE')","('High', 'AIG')","('High', 'AMGN')","('High', 'AMT')","('High', 'AMZN')","('High', 'AVGO')","('High', 'AXP')","('High', 'BA')","('High', 'BAC')","('High', 'BK')","('High', 'BKNG')","('High', 'BLK')","('High', 'BMY')","('High', 'BRK-B')","('High', 'C')","('High', 'CAT')","('High', 'CHTR')","('High', 'CL')","('High', 'CMCSA')","('High', 'COF')","('High', 'COP')","('High', 'COST')","('High', 'CRM')","('High', 'CSCO')","('High', 'CVS')","('High', 'CVX')","('High', 'DD')","('High', 'DHR')","('High', 'DIS')","('High', 'DOW')","('High', 'DUK')","('Low', 'AAPL')","('Low', 'ABBV')","('Low', 'ABT')","('Low', 'ACN')","('Low', 'ADBE')","('Low', 'AIG')","('Low', 'AMGN')","('Low', 'AMT')","('Low', 'AMZN')","('Low', 'AVGO')","('Low', 'AXP')","('Low', 'BA')","('Low', 'BAC')","('Low', 'BK')","('Low', 'BKNG')","('Low', 'BLK')","('Low', 'BMY')","('Low', 'BRK-B')","('Low', 'C')","('Low', 'CAT')","('Low', 'CHTR')","('Low', 'CL')","('Low', 'CMCSA')","('Low', 'COF')","('Low', 'COP')","('Low', 'COST')","('Low', 'CRM')","('Low', 'CSCO')","('Low', 'CVS')","('Low', 'CVX')","('Low', 'DD')","('Low', 'DHR')","('Low', 'DIS')","('Low', 'DOW')","('Low', 'DUK')","('Open', 'AAPL')","('Open', 'ABBV')","('Open', 'ABT')","('Open', 'ACN')","('Open', 'ADBE')","('Open', 'AIG')","('Open', 'AMGN')","('Open', 'AMT')","('Open', 'AMZN')","('Open', 'AVGO')","('Open', 'AXP')","('Open', 'BA')","('Open', 'BAC')","('Open', 'BK')","('Open', 'BKNG')","('Open', 'BLK')","('Open', 'BMY')","('Open', 'BRK-B')","('Open', 'C')","('Open', 'CAT')","('Open', 'CHTR')","('Open', 'CL')","('Open', 'CMCSA')","('Open', 'COF')","('Open', 'COP')","('Open', 'COST')","('Open', 'CRM')","('Open', 'CSCO')","('Open', 'CVS')","('Open', 'CVX')","('Open', 'DD')","('Open', 'DHR')","('Open', 'DIS')","('Open', 'DOW')","('Open', 'DUK')","('Volume', 'AAPL')","('Volume', 'ABBV')","('Volume', 'ABT')","('Volume', 'ACN')","('Volume', 'ADBE')","('Volume', 'AIG')","('Volume', 'AMGN')","('Volume', 'AMT')","('Volume', 'AMZN')","('Volume', 'AVGO')","('Volume', 'AXP')","('Volume', 'BA')","('Volume', 'BAC')","('Volume', 'BK')","('Volume', 'BKNG')","('Volume', 'BLK')","('Volume', 'BMY')","('Volume', 'BRK-B')","('Volume', 'C')","('Volume', 'CAT')","('Volume', 'CHTR')","('Volume', 'CL')","('Volume', 'CMCSA')","('Volume', 'COF')","('Volume', 'COP')","('Volume', 'COST')","('Volume', 'CRM')","('Volume', 'CSCO')","('Volume', 'CVS')","('Volume', 'CVX')","('Volume', 'DD')","('Volume', 'DHR')","('Volume', 'DIS')","('Volume', 'DOW')","('Volume', 'DUK')","('Close', 'EMR')","('Close', 'EXC')","('Close', 'F')","('Close', 'FDX')","('Close', 'GD')","('Close', 'GE')","('Close', 'GILD')","('Close', 'GM')","('Close', 'GOOG')","('Close', 'GOOGL')","('Close', 'GS')","('Close', 'HD')","('Close', 'HON')","('Close', 'IBM')","('Close', 'INTC')","('Close', 'JNJ')","('Close', 'JPM')","('Close', 'KHC')","('Close', 'KO')","('Close', 'LIN')","('Close', 'LLY')","('Close', 'LMT')","('Close', 'LOW')","('Close', 'MA')","('Close', 'MCD')","('Close', 'MDLZ')","('Close', 'MDT')","('Close', 'MET')","('Close', 'META')","('Close', 'MMM')","('Close', 'MO')","('Close', 'MRK')","('Close', 'MS')","('Close', 'MSFT')","('Close', 'NEE')","('High', 'EMR')","('High', 'EXC')","('High', 'F')","('High', 'FDX')","('High', 'GD')","('High', 'GE')","('High', 'GILD')","('High', 'GM')","('High', 'GOOG')","('High', 'GOOGL')","('High', 'GS')","('High', 'HD')","('High', 'HON')","('High', 'IBM')","('High', 'INTC')","('High', 'JNJ')","('High', 'JPM')","('High', 'KHC')","('High', 'KO')","('High', 'LIN')","('High', 'LLY')","('High', 'LMT')","('High', 'LOW')","('High', 'MA')","('High', 'MCD')","('High', 'MDLZ')","('High', 'MDT')","('High', 'MET')","('High', 'META')","('High', 'MMM')","('High', 'MO')","('High', 'MRK')","('High', 'MS')","('High', 'MSFT')","('High', 'NEE')","('Low', 'EMR')","('Low', 'EXC')","('Low', 'F')","('Low', 'FDX')","('Low', 'GD')","('Low', 'GE')","('Low', 'GILD')","('Low', 'GM')","('Low', 'GOOG')","('Low', 'GOOGL')","('Low', 'GS')","('Low', 'HD')","('Low', 'HON')","('Low', 'IBM')","('Low', 'INTC')","('Low', 'JNJ')","('Low', 'JPM')","('Low', 'KHC')","('Low', 'KO')","('Low', 'LIN')","('Low', 'LLY')","('Low', 'LMT')","('Low', 'LOW')","('Low', 'MA')","('Low', 'MCD')","('Low', 'MDLZ')","('Low', 'MDT')","('Low', 'MET')","('Low', 'META')","('Low', 'MMM')","('Low', 'MO')","('Low', 'MRK')","('Low', 'MS')","('Low', 'MSFT')","('Low', 'NEE')","('Open', 'EMR')","('Open', 'EXC')","('Open', 'F')","('Open', 'FDX')","('Open', 'GD')","('Open', 'GE')","('Open', 'GILD')","('Open', 'GM')","('Open', 'GOOG')","('Open', 'GOOGL')","('Open', 'GS')","('Open', 'HD')","('Open', 'HON')","('Open', 'IBM')","('Open', 'INTC')","('Open', 'JNJ')","('Open', 'JPM')","('Open', 'KHC')","('Open', 'KO')","('Open', 'LIN')","('Open', 'LLY')","('Open', 'LMT')","('Open', 'LOW')","('Open', 'MA')","('Open', 'MCD')","('Open', 'MDLZ')","('Open', 'MDT')","('Open', 'MET')","('Open', 'META')","('Open', 'MMM')","('Open', 'MO')","('Open', 'MRK')","('Open', 'MS')","('Open', 'MSFT')","('Open', 'NEE')","('Volume', 'EMR')","('Volume', 'EXC')","('Volume', 'F')","('Volume', 'FDX')","('Volume', 'GD')","('Volume', 'GE')","('Volume', 'GILD')","('Volume', 'GM')","('Volume', 'GOOG')","('Volume', 'GOOGL')","('Volume', 'GS')","('Volume', 'HD')","('Volume', 'HON')","('Volume', 'IBM')","('Volume', 'INTC')","('Volume', 'JNJ')","('Volume', 'JPM')","('Volume', 'KHC')","('Volume', 'KO')","('Volume', 'LIN')","('Volume', 'LLY')","('Volume', 'LMT')","('Volume', 'LOW')","('Volume', 'MA')","('Volume', 'MCD')","('Volume', 'MDLZ')","('Volume', 'MDT')","('Volume', 'MET')","('Volume', 'META')","('Volume', 'MMM')","('Volume', 'MO')","('Volume', 'MRK')","('Volume', 'MS')","('Volume', 'MSFT')","('Volume', 'NEE')","('Close', 'NFLX')","('Close', 'NKE')","('Close', 'NVDA')","('Close', 'ORCL')","('Close', 'PEP')","('Close', 'PFE')","('Close', 'PG')","('Close', 'PM')","('Close', 'PYPL')","('Close', 'QCOM')","('Close', 'RTX')","('Close', 'SBUX')","('Close', 'SCHW')","('Close', 'SO')","('Close', 'SPG')","('Close', 'T')","('Close', 'TGT')","('Close', 'TMO')","('Close', 'TMUS')","('Close', 'TSLA')","('Close', 'TXN')","('Close', 'UNH')","('Close', 'UNP')","('Close', 'UPS')","('Close', 'USB')","('Close', 'V')","('Close', 'VZ')","('Close', 'WBA')","('Close', 'WFC')","('Close', 'WMT')","('Close', 'XOM')","('High', 'NFLX')","('High', 'NKE')","('High', 'NVDA')","('High', 'ORCL')","('High', 'PEP')","('High', 'PFE')","('High', 'PG')","('High', 'PM')","('High', 'PYPL')","('High', 'QCOM')","('High', 'RTX')","('High', 'SBUX')","('High', 'SCHW')","('High', 'SO')","('High', 'SPG')","('High', 'T')","('High', 'TGT')","('High', 'TMO')","('High', 'TMUS')","('High', 'TSLA')","('High', 'TXN')","('High', 'UNH')","('High', 'UNP')","('High', 'UPS')","('High', 'USB')","('High', 'V')","('High', 'VZ')","('High', 'WBA')","('High', 'WFC')","('High', 'WMT')","('High', 'XOM')","('Low', 'NFLX')","('Low', 'NKE')","('Low', 'NVDA')","('Low', 'ORCL')","('Low', 'PEP')","('Low', 'PFE')","('Low', 'PG')","('Low', 'PM')","('Low', 'PYPL')","('Low', 'QCOM')","('Low', 'RTX')","('Low', 'SBUX')","('Low', 'SCHW')","('Low', 'SO')","('Low', 'SPG')","('Low', 'T')","('Low', 'TGT')","('Low', 'TMO')","('Low', 'TMUS')","('Low', 'TSLA')","('Low', 'TXN')","('Low', 'UNH')","('Low', 'UNP')","('Low', 'UPS')","('Low', 'USB')","('Low', 'V')","('Low', 'VZ')","('Low', 'WBA')","('Low', 'WFC')","('Low', 'WMT')","('Low', 'XOM')","('Open', 'NFLX')","('Open', 'NKE')","('Open', 'NVDA')","('Open', 'ORCL')","('Open', 'PEP')","('Open', 'PFE')","('Open', 'PG')","('Open', 'PM')","('Open', 'PYPL')","('Open', 'QCOM')","('Open', 'RTX')","('Open', 'SBUX')","('Open', 'SCHW')","('Open', 'SO')","('Open', 'SPG')","('Open', 'T')","('Open', 'TGT')","('Open', 'TMO')","('Open', 'TMUS')","('Open', 'TSLA')","('Open', 'TXN')","('Open', 'UNH')","('Open', 'UNP')","('Open', 'UPS')","('Open', 'USB')","('Open', 'V')","('Open', 'VZ')","('Open', 'WBA')","('Open', 'WFC')","('Open', 'WMT')","('Open', 'XOM')","('Volume', 'NFLX')","('Volume', 'NKE')","('Volume', 'NVDA')","('Volume', 'ORCL')","('Volume', 'PEP')","('Volume', 'PFE')","('Volume', 'PG')","('Volume', 'PM')","('Volume', 'PYPL')","('Volume', 'QCOM')","('Volume', 'RTX')","('Volume', 'SBUX')","('Volume', 'SCHW')","('Volume', 'SO')","('Volume', 'SPG')","('Volume', 'T')","('Volume', 'TGT')","('Volume', 'TMO')","('Volume', 'TMUS')","('Volume', 'TSLA')","('Volume', 'TXN')","('Volume', 'UNH')","('Volume', 'UNP')","('Volume', 'UPS')","('Volume', 'USB')","('Volume', 'V')","('Volume', 'VZ')","('Volume', 'WBA')","('Volume', 'WFC')","('Volume', 'WMT')","('Volume', 'XOM')"
2022-04-01,171.11,141.74,110.4,321.82,458.19,58.96,217.51,228.46,163.56,58.58,178.46,190.76,37.32,44.44,2334.17,704.28,63.7,351.88,45.74,205.0,561.68,69.86,42.44,122.66,88.36,550.35,210.04,49.73,88.62,142.78,69.64,254.33,134.75,52.48,98.23,171.67,142.08,110.77,322.44,461.55,59.27,218.25,228.85,165.83,59.29,180.6,192.62,38.08,45.36,2383.91,708.92,63.8,354.58,46.97,210.37,561.96,69.88,42.53,125.62,89.31,557.45,211.8,50.2,89.59,144.29,69.82,258.36,135.84,53.1,98.3,168.79,139.49,109.17,317.76,450.96,58.28,215.37,222.36,162.32,57.81,177.61,188.78,36.82,44.12,2316.59,699.52,63.0,349.02,45.25,203.51,545.01,68.66,41.68,121.88,87.22,547.24,207.85,49.04,87.93,141.14,67.96,250.82,133.31,51.88,96.25,170.84,141.28,110.64,319.88,455.0,58.53,217.43,223.36,164.15,59.02,179.44,192.58,38.04,45.19,2343.82,702.67,63.16,353.65,46.73,209.27,549.11,69.36,41.96,124.65,87.98,552.09,210.27,50.18,88.73,141.53,69.06,256.44,135.09,52.57,97.25,78751300,5703300,4314000,2090300,2718400,3802800,1883900,1636200,57090000,16267000,2647000,4862100,61929200,4259800,282100,683300,12528600,4123800,40073100,2618300,1159100,6464700,15070200,2829600,6934100,1933500,6007900,17465100,6344300,8795300,2748000,3757819,10341000,3317100,2302500,91.51,42.0,12.91,204.93,223.82,56.62,52.35,41.53,139.74,139.19,301.63,276.28,182.12,113.1,44.96,160.52,122.55,33.88,56.62,307.96,283.54,406.32,187.87,356.01,230.09,58.09,101.06,63.29,223.47,108.91,39.73,75.14,76.92,300.57,77.86,92.4,42.15,13.3,214.59,224.49,56.66,52.37,42.97,139.99,139.51,305.23,277.63,182.2,113.2,46.63,160.74,124.46,33.9,56.69,308.12,284.0,409.06,189.5,359.85,230.25,58.19,101.18,64.17,225.89,109.03,39.79,75.2,78.29,301.26,77.94,90.85,41.67,12.67,204.69,220.77,55.78,51.39,41.0,137.85,137.36,299.21,273.54,179.77,111.28,44.23,158.19,121.19,33.15,55.91,305.71,275.14,399.79,186.94,350.34,227.25,56.87,99.55,62.92,221.34,106.84,39.3,73.45,75.97,296.8,76.42,92.12,41.94,13.19,214.32,222.58,56.38,52.15,42.69,139.06,138.54,305.02,275.01,182.0,112.67,46.57,159.49,124.45,33.52,56.13,306.2,277.22,402.89,189.45,351.36,229.04,57.6,100.01,63.6,223.17,108.86,39.62,73.95,77.94,300.52,76.75,2413900,10273500,64695700,3435700,1004800,9054811,8551000,16791500,23480000,25942000,2444800,5554600,2286600,4012400,46598600,6525600,15721300,4798600,12644900,1477700,3066200,1174200,4827200,3806800,2023000,6898700,4479100,4070100,19544800,2626894,5420400,10086700,8192300,27110500,6453800,373.47,126.36,26.67,77.96,152.21,43.05,142.04,81.8,116.67,135.66,92.35,84.12,79.48,65.12,109.19,14.62,188.92,586.55,126.95,361.53,164.2,483.77,239.45,175.97,44.82,220.43,40.86,36.52,44.43,48.06,73.55,380.87,128.03,27.45,79.25,152.36,43.55,142.38,81.94,118.24,141.09,92.61,84.49,81.37,65.18,109.4,14.63,192.14,588.36,127.1,364.92,166.73,485.83,252.78,183.27,45.56,220.7,40.92,37.27,45.13,48.14,74.45,368.5,125.63,26.22,77.45,150.07,42.66,139.26,79.95,115.04,131.58,91.26,83.19,78.7,63.23,107.76,14.26,188.09,578.73,124.18,355.55,162.1,478.11,236.72,173.48,44.45,216.41,39.85,35.95,43.63,47.37,72.55,376.8,127.24,27.33,78.94,150.53,43.51,140.6,80.26,116.0,140.23,91.97,84.13,81.22,63.54,108.59,14.46,191.42,586.44,125.22,360.38,166.32,481.96,252.56,183.0,45.44,217.24,40.0,37.08,44.93,47.63,72.55,4644200,5807500,517235000,6147500,3239600,19073100,5742600,5687000,11037800,19762100,3608600,6516300,10638900,6034300,1572800,53381429,3217100,1028700,4205000,54263100,4631700,2344100,6367000,3993600,7514600,6559600,30550300,15009387,29989900,20939700,18671100
2022-04-04,175.17,141.05,110.68,325.43,468.81,57.8,219.07,229.24,168.35,59.32,178.92,191.18,37.25,44.49,2341.21,715.69,63.68,345.43,46.15,205.97,562.0,70.02,42.8,123.39,88.33,549.93,216.57,49.91,87.67,142.92,69.76,252.2,136.31,52.35,97.33,175.22,142.75,110.77,325.71,473.49,58.84,220.49,230.61,168.39,59.49,179.72,191.84,37.54,44.78,2346.13,721.56,64.63,352.24,46.32,206.48,574.65,70.05,42.96,124.51,89.53,554.29,218.7,50.14,88.14,143.85,70.18,255.54,136.98,52.75,97.73,171.24,140.68,109.46,321.26,460.61,57.51,217.09,227.73,163.21,58.35,176.95,186.91,36.64,43.65,2300.86,704.22,63.46,344.31,45.15,202.05,557.12,68.45,42.38,121.1,87.52,546.43,211.87,49.13,86.49,141.72,68.96,251.44,134.65,51.78,96.13,171.37,141.59,109.74,323.09,461.04,58.64,217.26,228.48,164.12,58.53,178.88,190.02,36.94,44.48,2341.9,705.87,63.86,352.0,45.67,204.43,559.38,69.31,42.43,122.73,89.09,548.8,212.4,49.55,88.1,143.46,69.49,254.82,134.72,52.75,97.6,76468400,6892400,4037200,2317500,2974500,2960800,3518800,1989800,49882000,16484000,2971400,7792100,53761700,5495000,293400,882000,13542100,5090000,29296200,2181300,867600,4791900,15149300,2230200,4946500,2201800,7843600,19629200,6951500,8718600,2693700,3764474,8174600,3650000,2265700,91.4,41.72,12.92,201.91,220.79,56.33,53.23,41.74,142.67,141.99,299.79,279.66,182.16,113.2,45.98,158.97,123.1,33.84,56.32,306.73,282.33,404.52,189.46,358.89,227.85,57.64,99.58,62.52,232.46,108.79,39.74,75.12,77.18,305.96,77.77,91.77,42.11,12.97,204.57,223.82,56.52,53.38,41.98,143.06,142.73,303.14,280.48,182.68,113.36,46.01,160.52,124.03,33.89,56.55,307.24,285.78,408.16,189.59,361.67,228.26,58.08,100.73,63.21,232.91,109.14,39.82,75.48,77.44,306.1,78.04,90.33,41.27,12.68,200.75,218.69,55.65,51.97,41.12,139.87,139.35,297.65,274.16,179.72,112.04,44.78,158.12,120.36,33.0,55.58,304.57,281.87,400.46,185.43,355.21,223.74,57.12,99.16,62.09,224.48,106.28,39.24,74.43,75.88,300.85,76.88,91.19,42.08,12.92,202.28,223.8,56.43,52.36,41.83,139.87,139.4,301.43,275.91,181.47,113.19,45.02,160.52,121.48,33.77,56.37,305.71,283.62,407.68,187.08,356.28,227.81,57.93,100.59,63.12,224.6,108.45,39.74,75.12,76.53,301.22,77.79,2633400,6212500,51146500,3479800,1158500,8249536,9040600,12593000,19076000,25942000,2569400,4659500,2051200,2809800,23784900,6860600,17416400,3980900,11505800,1301800,3014100,1166300,5426100,3027200,2500700,6155500,5099200,2805900,28054800,3147633,6688200,9039600,8098900,24289600,6465700,391.5,127.14,27.31,79.92,151.82,42.53,141.11,81.37,121.86,141.96,91.55,81.0,78.3,64.24,110.45,14.74,192.4,584.38,128.73,381.82,164.77,481.34,237.4,174.75,44.61,221.78,41.13,36.13,44.21,48.07,73.58,396.02,127.96,27.51,80.14,151.88,43.3,141.36,81.62,122.32,142.25,92.56,81.34,79.93,64.68,110.74,14.76,192.58,588.93,129.33,383.3,165.35,483.66,240.12,175.66,45.05,223.24,41.16,36.67,44.39,48.76,74.03,373.13,125.74,26.57,77.95,150.14,42.05,138.53,80.63,116.88,135.36,90.87,79.24,78.1,63.68,107.67,14.37,185.02,579.53,126.68,357.51,162.84,476.16,233.35,172.52,43.99,219.07,40.49,35.72,43.43,47.76,72.6,373.55,125.92,26.68,78.19,151.63,43.23,140.87,81.13,117.06,136.36,92.31,80.81,79.04,64.53,108.87,14.54,188.61,585.49,126.74,363.13,163.73,483.41,239.26,174.4,44.51,219.85,40.79,36.5,44.2,48.03,73.94,7001800,5307300,397120000,7882400,3759900,20462800,5992000,5176200,15266400,12116000,3812300,16243100,9851100,4660800,1722800,47195569,3167000,1027700,6882800,82035900,4644800,2657500,4633400,3204600,5616800,8521200,25793000,9759313,23778300,25332600,20869400
2022-04-05,171.85,142.4,111.24,323.88,458.58,57.72,218.8,233.76,164.05,57.38,176.77,182.65,36.62,44.0,2265.33,699.4,64.23,344.8,45.08,201.5,556.79,70.8,42.83,122.21,86.14,550.12,207.95,49.4,87.19,142.04,68.01,250.56,133.4,51.92,97.97,175.03,144.6,112.83,326.22,471.76,58.65,222.54,235.93,168.11,59.08,181.95,192.35,37.19,44.59,2338.89,714.8,64.71,349.44,45.87,207.43,568.94,71.13,43.21,124.02,89.31,558.4,216.0,50.0,88.79,145.83,69.93,254.12,136.92,52.86,99.38,171.22,141.01,109.99,322.63,455.07,57.62,218.06,228.54,163.27,57.28,176.2,182.52,36.53,43.8,2259.98,697.35,63.48,344.28,44.94,200.68,554.04,69.73,42.42,121.89,86.01,547.04,206.5,49.18,86.95,141.81,67.85,249.39,132.91,51.86,97.5,174.24,141.05,110.1,322.63,469.32,57.62,218.06,228.99,167.74,58.82,178.76,189.7,36.9,44.27,2314.16,713.4,63.65,345.77,45.5,205.22,557.35,69.73,42.43,122.7,88.6,547.51,215.73,49.65,87.09,143.49,69.28,251.19,135.48,52.34,97.51,73401800,6683300,6113400,3058100,2481900,2906300,2180800,1956200,53728000,19778000,2974700,9371600,51781700,4317500,355200,754100,12224900,4244700,23065500,3582100,986800,4398500,15442000,2333500,5708100,1826800,7304600,16063600,7124900,9538200,2270100,3125688,8694100,3432500,2489200,89.78,42.12,12.27,195.46,220.72,55.16,52.42,40.04,140.1,139.63,295.91,279.0,179.89,112.0,44.98,160.0,121.66,33.59,56.26,307.04,283.37,407.46,190.16,355.37,229.4,57.61,99.24,62.85,230.42,108.33,39.68,75.32,75.41,301.99,78.42,91.67,42.46,12.89,202.69,223.97,56.53,53.68,41.73,142.61,142.01,301.19,282.88,182.53,114.04,45.77,161.84,123.54,34.15,56.95,310.16,286.6,414.36,193.2,359.59,230.54,58.31,100.45,63.52,235.41,109.59,40.22,76.86,76.78,305.86,79.44,89.39,41.71,12.26,195.13,220.22,55.04,52.37,39.95,139.99,139.42,295.47,276.57,179.39,111.8,44.88,158.81,121.36,33.5,56.17,305.99,280.08,403.95,187.19,354.02,226.56,57.4,98.95,62.33,229.6,108.05,39.49,75.13,75.11,301.01,77.87,91.32,41.71,12.76,199.44,220.22,56.11,52.95,41.53,142.42,141.89,299.02,280.28,180.83,112.84,45.63,158.97,122.33,33.88,56.19,306.14,282.62,405.42,188.62,355.37,227.18,57.4,99.29,62.46,232.65,108.15,39.55,75.27,76.54,304.31,77.99,2741900,8562500,91708000,3124100,1207300,10787509,7067200,19853900,19256000,21418000,2573900,4376100,2293800,3107200,25779200,7446100,12110300,5432700,15721200,1376900,2324200,2240200,4707100,2215900,2532500,5364800,5496100,4360800,29727200,2569726,7848600,12040900,11587400,23156700,7203200,380.15,125.21,25.89,78.85,151.98,42.78,141.61,80.85,117.65,134.25,91.1,77.35,77.88,65.32,107.2,14.57,192.74,578.57,128.12,363.75,159.78,488.64,232.22,167.94,44.9,220.17,41.38,36.21,43.9,48.21,73.2,390.0,127.46,27.27,80.35,153.66,43.54,144.13,82.01,122.92,140.3,92.67,79.65,80.3,66.01,111.35,14.73,195.95,587.93,129.37,384.29,164.0,495.22,239.01,172.19,45.49,222.99,41.48,36.42,44.61,48.8,75.27,377.31,124.94,25.78,78.59,150.92,42.37,140.62,80.64,117.2,134.08,90.91,77.07,77.69,64.41,106.98,14.54,191.29,575.02,126.98,362.43,159.05,479.43,231.82,166.92,44.22,219.41,40.87,35.82,43.58,48.02,73.05,389.3,126.85,27.21,79.28,150.92,42.42,140.68,80.64,122.83,140.11,91.72,79.59,78.28,64.5,110.42,14.62,191.57,579.16,127.15,378.77,163.8,481.32,236.13,170.53,44.27,220.89,40.93,35.82,43.7,48.02,73.89,4234500,5707800,436615000,5143400,4480700,21176700,7653000,3623500,12778700,15946100,4217100,17525800,8913800,6729800,1719300,43936808,2538500,1082200,4215100,80075100,6956500,3268600,5042600,6270700,7370000,4658000,23150600,7911778,21757300,18657900,21753100
2022-04-06,168.68,147.17,111.67,321.46,444.33,57.13,223.6,238.83,158.76,56.25,175.16,178.72,36.22,43.32,2190.55,681.83,65.02,344.71,44.16,201.68,561.26,72.05,42.71,121.15,85.69,559.17,198.73,48.91,89.47,143.3,65.39,252.27,130.4,50.43,100.26,170.44,147.48,111.9,323.03,450.01,58.27,224.97,239.29,162.2,57.15,176.26,180.57,36.51,43.79,2207.21,693.59,65.14,346.97,44.65,202.54,568.0,72.11,43.17,122.8,88.0,561.09,203.33,49.26,89.67,145.21,67.2,253.41,131.73,51.76,100.35,167.01,142.72,109.64,316.05,439.57,57.0,219.05,231.62,157.25,55.48,173.27,176.58,35.9,43.1,2163.39,674.38,63.83,340.55,44.05,199.2,553.41,70.14,42.44,120.57,85.06,545.38,196.02,48.43,87.4,142.88,64.31,246.06,128.67,50.12,97.94,169.2,143.32,110.79,319.6,448.24,57.59,219.05,232.23,161.65,56.26,175.9,180.4,36.26,43.77,2205.81,688.26,64.02,341.17,44.58,200.67,556.79,70.56,42.84,122.03,87.63,548.88,203.07,49.19,87.64,143.32,67.11,249.26,131.56,51.69,98.48,89058800,8810800,5485100,2299000,3824900,3528000,3869000,2749700,79056000,23742000,3143300,8173900,54159800,5110400,422200,845600,15420100,4547400,25196600,2783300,1172200,9991400,21346500,3611400,5680000,2646200,7171300,19644100,6590200,9269000,4492900,2534503,11679700,4977000,3413200,89.43,43.8,11.93,188.95,222.2,55.04,53.36,38.19,136.24,135.61,288.88,273.21,179.89,112.44,44.43,164.16,119.98,33.97,56.82,300.63,296.3,414.15,186.24,345.82,232.13,57.79,100.34,62.91,221.93,109.35,40.58,76.45,73.51,290.93,78.57,89.97,43.92,12.25,194.04,223.39,55.2,53.53,39.96,138.9,138.41,292.86,275.15,181.23,112.54,45.02,164.49,120.95,34.21,56.97,302.41,297.0,416.87,188.29,349.28,232.97,58.14,100.62,63.53,227.59,109.42,40.61,76.98,75.0,298.22,78.59,88.18,42.22,11.77,188.53,220.35,53.76,52.56,38.17,135.49,134.59,288.41,269.96,177.57,110.58,44.15,160.91,119.49,33.54,56.1,297.84,285.57,406.68,182.52,341.94,227.07,57.35,97.9,62.65,220.05,106.99,40.1,75.68,73.17,288.22,77.6,88.7,42.35,12.1,194.04,220.6,54.71,52.63,39.43,138.22,137.8,292.29,272.8,178.31,111.04,44.33,161.6,120.06,33.59,56.53,301.55,286.85,406.68,186.75,348.67,228.6,57.65,98.55,62.9,225.52,107.19,40.27,75.9,74.92,296.46,78.27,2839200,12439400,102881600,3492800,1399800,10556215,7155300,29254900,23574000,32468000,3151300,6499900,2942500,3958100,31518700,10330900,12914700,5481100,19267400,2257600,4672900,1941400,6356100,3864500,2886000,5389600,5560700,4109400,28995100,3235778,7713400,13924300,10493200,40110400,7621900,368.35,121.48,24.37,78.07,154.57,44.14,143.63,83.69,112.49,128.55,90.78,76.65,76.94,67.22,104.97,14.65,193.77,581.67,129.82,348.59,159.85,501.85,223.76,165.54,44.88,213.28,41.71,36.89,43.69,49.33,74.02,376.47,123.31,25.26,78.4,154.85,44.32,144.05,83.77,115.52,131.98,91.53,77.14,78.48,67.23,106.87,14.72,194.8,584.35,130.92,359.67,161.98,503.52,230.72,167.69,45.13,217.03,41.89,37.26,43.86,49.46,74.95,362.73,119.56,23.96,77.35,151.97,42.71,140.99,80.72,110.86,126.87,90.47,75.46,76.71,65.37,103.66,14.39,189.34,567.43,127.43,342.57,157.66,488.87,221.39,164.57,44.52,212.9,41.22,35.85,43.24,47.9,73.39,374.15,123.08,24.89,77.88,152.35,42.71,141.43,81.8,115.26,131.89,90.65,76.91,77.25,65.61,106.73,14.5,189.94,573.51,127.7,357.82,157.82,489.08,230.21,166.55,44.61,216.95,41.41,35.98,43.5,48.06,73.81,4354900,6961000,703833000,5492400,4294800,31717500,8884700,7381500,16288900,21054200,5260800,10567000,7083100,6877400,2327100,49327209,3678500,1232700,7274500,89348400,6932900,3955600,6794200,3911700,8299100,7430000,28661700,10504527,26001200,28018500,24768200
