Date,"('Close', 'AAPL')","('Close', 'ABBV')","('Close', 'ABT')","('Close', 'ACN')","('Close', 'ADBE')","('Close', 'AIG')","('Close', 'AMD')","('Close', 'AMGN')","('Close', 'AMT')","('Close', 'AMZN')","('Close', 'AVGO')","('Close', 'AXP')","('Close', 'BA')","('Close', 'BAC')","('Close', 'BK')","('Close', 'BKNG')","('Close', 'BLK')","('Close', 'BMY')","('Close', 'BRK-B')","('Close', 'C')","('Close', 'CAT')","('Close', 'CHTR')","('Close', 'CL')","('Close', 'CMCSA')","('Close', 'COF')","('Close', 'COP')","('Close', 'COST')","('Close', 'CRM')","('Close', 'CSCO')","('Close', 'CVS')","('Close', 'CVX')","('Close', 'DE')","('Close', 'DHR')","('Close', 'DIS')","('Close', 'DOW')","('High', 'AAPL')","('High', 'ABBV')","('High', 'ABT')","('High', 'ACN')","('High', 'ADBE')","('High', 'AIG')","('High', 'AMD')","('High', 'AMGN')","('High', 'AMT')","('High', 'AMZN')","('High', 'AVGO')","('High', 'AXP')","('High', 'BA')","('High', 'BAC')","('High', 'BK')","('High', 'BKNG')","('High', 'BLK')","('High', 'BMY')","('High', 'BRK-B')","('High', 'C')","('High', 'CAT')","('High', 'CHTR')","('High', 'CL')","('High', 'CMCSA')","('High', 'COF')","('High', 'COP')","('High', 'COST')","('High', 'CRM')","('High', 'CSCO')","('High', 'CVS')","('High', 'CVX')","('High', 'DE')","('High', 'DHR')","('High', 'DIS')","('High', 'DOW')","('Low', 'AAPL')","('Low', 'ABBV')","('Low', 'ABT')","('Low', 'ACN')","('Low', 'ADBE')","('Low', 'AIG')","('Low', 'AMD')","('Low', 'AMGN')","('Low', 'AMT')","('Low', 'AMZN')","('Low', 'AVGO')","('Low', 'AXP')","('Low', 'BA')","('Low', 'BAC')","('Low', 'BK')","('Low', 'BKNG')","('Low', 'BLK')","('Low', 'BMY')","('Low', 'BRK-B')","('Low', 'C')","('Low', 'CAT')","('Low', 'CHTR')","('Low', 'CL')","('Low', 'CMCSA')","('Low', 'COF')","('Low', 'COP')","('Low', 'COST')","('Low', 'CRM')","('Low', 'CSCO')","('Low', 'CVS')","('Low', 'CVX')","('Low', 'DE')","('Low', 'DHR')","('Low', 'DIS')","('Low', 'DOW')","('Open', 'AAPL')","('Open', 'ABBV')","('Open', 'ABT')","('Open', 'ACN')","('Open', 'ADBE')","('Open', 'AIG')","('Open', 'AMD')","('Open', 'AMGN')","('Open', 'AMT')","('Open', 'AMZN')","('Open', 'AVGO')","('Open', 'AXP')","('Open', 'BA')","('Open', 'BAC')","('Open', 'BK')","('Open', 'BKNG')","('Open', 'BLK')","('Open', 'BMY')","('Open', 'BRK-B')","('Open', 'C')","('Open', 'CAT')","('Open', 'CHTR')","('Open', 'CL')","('Open', 'CMCSA')","('Open', 'COF')","('Open', 'COP')","('Open', 'COST')","('Open', 'CRM')","('Open', 'CSCO')","('Open', 'CVS')","('Open', 'CVX')","('Open', 'DE')","('Open', 'DHR')","('Open', 'DIS')","('Open', 'DOW')","('Volume', 'AAPL')","('Volume', 'ABBV')","('Volume', 'ABT')","('Volume', 'ACN')","('Volume', 'ADBE')","('Volume', 'AIG')","('Volume', 'AMD')","('Volume', 'AMGN')","('Volume', 'AMT')","('Volume', 'AMZN')","('Volume', 'AVGO')","('Volume', 'AXP')","('Volume', 'BA')","('Volume', 'BAC')","('Volume', 'BK')","('Volume', 'BKNG')","('Volume', 'BLK')","('Volume', 'BMY')","('Volume', 'BRK-B')","('Volume', 'C')","('Volume', 'CAT')","('Volume', 'CHTR')","('Volume', 'CL')","('Volume', 'CMCSA')","('Volume', 'COF')","('Volume', 'COP')","('Volume', 'COST')","('Volume', 'CRM')","('Volume', 'CSCO')","('Volume', 'CVS')","('Volume', 'CVX')","('Volume', 'DE')","('Volume', 'DHR')","('Volume', 'DIS')","('Volume', 'DOW')","('Close', 'DUK')","('Close', 'EMR')","('Close', 'F')","('Close', 'FDX')","('Close', 'GD')","('Close', 'GE')","('Close', 'GILD')","('Close', 'GM')","('Close', 'GOOG')","('Close', 'GOOGL')","('Close', 'GS')","('Close', 'HD')","('Close', 'HON')","('Close', 'IBM')","('Close', 'INTC')","('Close', 'INTU')","('Close', 'JNJ')","('Close', 'JPM')","('Close', 'KHC')","('Close', 'KO')","('Close', 'LIN')","('Close', 'LLY')","('Close', 'LMT')","('Close', 'LOW')","('Close', 'MA')","('Close', 'MCD')","('Close', 'MDLZ')","('Close', 'MDT')","('Close', 'MET')","('Close', 'META')","('Close', 'MMM')","('Close', 'MO')","('Close', 'MRK')","('Close', 'MS')","('Close', 'MSFT')","('High', 'DUK')","('High', 'EMR')","('High', 'F')","('High', 'FDX')","('High', 'GD')","('High', 'GE')","('High', 'GILD')","('High', 'GM')","('High', 'GOOG')","('High', 'GOOGL')","('High', 'GS')","('High', 'HD')","('High', 'HON')","('High', 'IBM')","('High', 'INTC')","('High', 'INTU')","('High', 'JNJ')","('High', 'JPM')","('High', 'KHC')","('High', 'KO')","('High', 'LIN')","('High', 'LLY')","('High', 'LMT')","('High', 'LOW')","('High', 'MA')","('High', 'MCD')","('High', 'MDLZ')","('High', 'MDT')","('High', 'MET')","('High', 'META')","('High', 'MMM')","('High', 'MO')","('High', 'MRK')","('High', 'MS')","('High', 'MSFT')","('Low', 'DUK')","('Low', 'EMR')","('Low', 'F')","('Low', 'FDX')","('Low', 'GD')","('Low', 'GE')","('Low', 'GILD')","('Low', 'GM')","('Low', 'GOOG')","('Low', 'GOOGL')","('Low', 'GS')","('Low', 'HD')","('Low', 'HON')","('Low', 'IBM')","('Low', 'INTC')","('Low', 'INTU')","('Low', 'JNJ')","('Low', 'JPM')","('Low', 'KHC')","('Low', 'KO')","('Low', 'LIN')","('Low', 'LLY')","('Low', 'LMT')","('Low', 'LOW')","('Low', 'MA')","('Low', 'MCD')","('Low', 'MDLZ')","('Low', 'MDT')","('Low', 'MET')","('Low', 'META')","('Low', 'MMM')","('Low', 'MO')","('Low', 'MRK')","('Low', 'MS')","('Low', 'MSFT')","('Open', 'DUK')","('Open', 'EMR')","('Open', 'F')","('Open', 'FDX')","('Open', 'GD')","('Open', 'GE')","('Open', 'GILD')","('Open', 'GM')","('Open', 'GOOG')","('Open', 'GOOGL')","('Open', 'GS')","('Open', 'HD')","('Open', 'HON')","('Open', 'IBM')","('Open', 'INTC')","('Open', 'INTU')","('Open', 'JNJ')","('Open', 'JPM')","('Open', 'KHC')","('Open', 'KO')","('Open', 'LIN')","('Open', 'LLY')","('Open', 'LMT')","('Open', 'LOW')","('Open', 'MA')","('Open', 'MCD')","('Open', 'MDLZ')","('Open', 'MDT')","('Open', 'MET')","('Open', 'META')","('Open', 'MMM')","('Open', 'MO')","('Open', 'MRK')","('Open', 'MS')","('Open', 'MSFT')","('Volume', 'DUK')","('Volume', 'EMR')","('Volume', 'F')","('Volume', 'FDX')","('Volume', 'GD')","('Volume', 'GE')","('Volume', 'GILD')","('Volume', 'GM')","('Volume', 'GOOG')","('Volume', 'GOOGL')","('Volume', 'GS')","('Volume', 'HD')","('Volume', 'HON')","('Volume', 'IBM')","('Volume', 'INTC')","('Volume', 'INTU')","('Volume', 'JNJ')","('Volume', 'JPM')","('Volume', 'KHC')","('Volume', 'KO')","('Volume', 'LIN')","('Volume', 'LLY')","('Volume', 'LMT')","('Volume', 'LOW')","('Volume', 'MA')","('Volume', 'MCD')","('Volume', 'MDLZ')","('Volume', 'MDT')","('Volume', 'MET')","('Volume', 'META')","('Volume', 'MMM')","('Volume', 'MO')","('Volume', 'MRK')","('Volume', 'MS')","('Volume', 'MSFT')","('Close', 'NEE')","('Close', 'NFLX')","('Close', 'NKE')","('Close', 'NVDA')","('Close', 'ORCL')","('Close', 'PEP')","('Close', 'PFE')","('Close', 'PG')","('Close', 'PM')","('Close', 'PYPL')","('Close', 'QCOM')","('Close', 'RTX')","('Close', 'SBUX')","('Close', 'SCHW')","('Close', 'SO')","('Close', 'SPG')","('Close', 'T')","('Close', 'TGT')","('Close', 'TMO')","('Close', 'TMUS')","('Close', 'TSLA')","('Close', 'TXN')","('Close', 'UNH')","('Close', 'UNP')","('Close', 'UPS')","('Close', 'USB')","('Close', 'V')","('Close', 'VZ')","('Close', 'WFC')","('Close', 'WMT')","('Close', 'XOM')","('High', 'NEE')","('High', 'NFLX')","('High', 'NKE')","('High', 'NVDA')","('High', 'ORCL')","('High', 'PEP')","('High', 'PFE')","('High', 'PG')","('High', 'PM')","('High', 'PYPL')","('High', 'QCOM')","('High', 'RTX')","('High', 'SBUX')","('High', 'SCHW')","('High', 'SO')","('High', 'SPG')","('High', 'T')","('High', 'TGT')","('High', 'TMO')","('High', 'TMUS')","('High', 'TSLA')","('High', 'TXN')","('High', 'UNH')","('High', 'UNP')","('High', 'UPS')","('High', 'USB')","('High', 'V')","('High', 'VZ')","('High', 'WFC')","('High', 'WMT')","('High', 'XOM')","('Low', 'NEE')","('Low', 'NFLX')","('Low', 'NKE')","('Low', 'NVDA')","('Low', 'ORCL')","('Low', 'PEP')","('Low', 'PFE')","('Low', 'PG')","('Low', 'PM')","('Low', 'PYPL')","('Low', 'QCOM')","('Low', 'RTX')","('Low', 'SBUX')","('Low', 'SCHW')","('Low', 'SO')","('Low', 'SPG')","('Low', 'T')","('Low', 'TGT')","('Low', 'TMO')","('Low', 'TMUS')","('Low', 'TSLA')","('Low', 'TXN')","('Low', 'UNH')","('Low', 'UNP')","('Low', 'UPS')","('Low', 'USB')","('Low', 'V')","('Low', 'VZ')","('Low', 'WFC')","('Low', 'WMT')","('Low', 'XOM')","('Open', 'NEE')","('Open', 'NFLX')","('Open', 'NKE')","('Open', 'NVDA')","('Open', 'ORCL')","('Open', 'PEP')","('Open', 'PFE')","('Open', 'PG')","('Open', 'PM')","('Open', 'PYPL')","('Open', 'QCOM')","('Open', 'RTX')","('Open', 'SBUX')","('Open', 'SCHW')","('Open', 'SO')","('Open', 'SPG')","('Open', 'T')","('Open', 'TGT')","('Open', 'TMO')","('Open', 'TMUS')","('Open', 'TSLA')","('Open', 'TXN')","('Open', 'UNH')","('Open', 'UNP')","('Open', 'UPS')","('Open', 'USB')","('Open', 'V')","('Open', 'VZ')","('Open', 'WFC')","('Open', 'WMT')","('Open', 'XOM')","('Volume', 'NEE')","('Volume', 'NFLX')","('Volume', 'NKE')","('Volume', 'NVDA')","('Volume', 'ORCL')","('Volume', 'PEP')","('Volume', 'PFE')","('Volume', 'PG')","('Volume', 'PM')","('Volume', 'PYPL')","('Volume', 'QCOM')","('Volume', 'RTX')","('Volume', 'SBUX')","('Volume', 'SCHW')","('Volume', 'SO')","('Volume', 'SPG')","('Volume', 'T')","('Volume', 'TGT')","('Volume', 'TMO')","('Volume', 'TMUS')","('Volume', 'TSLA')","('Volume', 'TXN')","('Volume', 'UNH')","('Volume', 'UNP')","('Volume', 'UPS')","('Volume', 'USB')","('Volume', 'V')","('Volume', 'VZ')","('Volume', 'WFC')","('Volume', 'WMT')","('Volume', 'XOM')"
2024-07-01,215.5,161.82,100.27,295.78,560.01,72.51,157.69,298.87,186.24,197.2,161.95,230.03,186.7,38.84,58.3,3848.29,761.98,38.33,405.19,60.95,321.71,296.02,92.35,36.21,137.4,109.99,840.16,253.87,45.58,54.54,148.07,354.73,242.8,96.75,48.28,216.25,165.16,102.52,297.55,561.21,73.34,161.51,306.54,188.06,198.3,162.74,231.0,189.47,39.16,58.73,3939.89,773.51,39.23,409.67,61.79,327.78,297.89,94.44,37.07,139.47,111.05,850.42,257.11,45.89,56.29,150.13,368.81,248.55,98.42,49.08,210.69,161.04,99.7,292.9,549.73,71.98,153.64,298.12,183.94,192.82,157.28,227.81,182.2,38.51,57.97,3833.31,757.46,38.18,403.82,60.53,318.09,290.27,92.23,36.18,136.17,109.31,835.02,252.21,45.42,54.22,147.56,354.31,241.5,96.59,48.02,210.86,162.68,101.21,296.94,551.37,73.06,161.25,301.11,186.61,193.49,158.74,228.57,182.2,38.74,58.66,3939.89,770.32,38.65,408.09,61.16,327.61,292.8,94.19,36.9,136.52,110.65,847.94,255.8,45.55,55.52,148.68,368.57,248.23,98.09,48.62,60402900,5194500,4588900,2411100,3070200,5714800,50436700,1769400,1691700,41192000,47623000,2792700,9056700,26770500,2637400,231100,543500,18268400,2974100,15334400,2950200,1084300,4205200,16905700,3081200,3925100,1989000,5871700,17776000,8337900,5584100,1458100,3925500,15299000,3715600,94.92,105.73,11.67,290.41,279.32,157.49,66.04,46.07,183.44,181.95,451.72,326.42,205.54,168.81,30.65,644.52,140.79,198.86,29.81,61.01,422.27,906.16,451.16,207.48,433.89,242.88,62.92,74.64,67.38,502.62,98.12,42.08,122.51,95.43,452.51,96.74,108.95,11.77,292.94,284.31,159.9,67.34,46.56,184.29,182.83,452.07,334.64,210.0,170.12,30.82,646.86,142.96,200.45,30.56,62.0,433.93,908.6,456.23,214.22,438.71,248.07,64.31,76.83,68.49,504.51,100.89,42.43,123.75,95.64,453.15,94.86,105.62,11.46,288.98,278.07,154.6,65.9,45.69,181.69,180.26,442.31,325.65,205.46,167.15,30.42,636.31,140.0,196.16,29.79,60.86,418.79,896.19,449.54,207.4,431.85,242.61,62.9,74.46,66.93,491.16,97.73,41.82,119.83,93.77,441.54,96.24,108.68,11.49,289.86,282.7,159.18,66.03,45.92,183.43,181.98,442.8,333.93,207.67,167.22,30.72,646.25,140.43,196.34,30.16,61.74,432.32,903.59,455.35,213.19,437.05,247.58,63.52,75.88,68.21,502.89,100.31,41.96,120.1,93.85,444.52,2097600,2422300,56152700,2469100,1431000,4435100,5251000,10825100,11815900,16006100,1850500,2643600,2148500,3321000,32401800,1195000,5144400,10205800,7760600,10033400,2462900,2546100,562500,2569200,3149700,3817600,6769800,7111800,3602600,10328200,2705600,7070000,11533000,7420600,17662800,67.35,673.61,74.83,124.25,140.96,155.64,26.0,157.76,96.52,57.81,194.62,97.07,74.76,72.2,73.89,137.81,17.67,139.24,539.47,175.99,209.86,187.7,482.44,218.47,126.24,37.14,260.88,37.83,58.82,66.64,110.06,69.02,675.02,75.05,124.79,141.92,158.67,26.38,161.14,98.46,58.37,195.24,99.15,75.82,72.94,75.3,142.4,17.99,142.3,555.26,176.08,213.23,188.06,496.35,221.41,128.23,37.81,263.39,38.05,58.84,67.39,111.77,67.01,663.78,72.35,118.79,138.97,155.35,25.74,157.25,96.45,57.03,190.78,96.84,74.42,72.05,73.85,137.21,17.53,138.6,537.16,173.68,200.85,185.9,480.72,217.78,125.88,36.98,258.96,37.48,57.83,66.41,109.65,68.86,674.89,73.53,123.42,139.59,157.7,25.75,160.54,97.22,58.36,194.08,98.37,75.59,72.74,74.88,141.63,17.91,141.72,551.15,174.53,201.02,186.76,494.24,219.72,126.88,37.68,261.43,37.54,57.87,67.04,110.78,11036400,2212800,44369000,284885500,6552400,4508000,26209000,7638600,2906300,12237500,6800600,4475200,6767600,3902800,2936500,1452500,36095700,2638900,1459400,3257400,135691400,2873600,4523100,1697300,2668200,8068900,7955800,16412100,14470200,8666000,11972900
2024-07-02,219.0,157.63,100.27,297.04,567.71,73.33,164.31,298.64,184.56,200.0,163.6,232.16,185.42,39.73,58.67,3879.32,768.66,37.54,407.1,62.15,320.42,303.5,92.91,36.2,138.17,109.76,853.76,253.85,45.35,53.94,148.29,358.63,238.73,96.7,48.36,219.11,160.17,100.46,297.2,570.14,73.44,164.58,300.23,187.42,200.43,163.77,232.37,189.23,39.76,58.7,3885.43,769.18,38.37,407.39,62.18,322.7,303.72,93.04,36.39,138.21,111.19,854.75,255.38,45.84,54.6,149.21,359.13,240.82,96.7,48.55,213.86,157.15,99.79,294.2,560.0,71.92,156.7,295.63,183.87,195.93,160.1,229.2,184.52,38.79,58.08,3840.29,762.37,37.5,403.92,60.81,318.29,294.15,91.85,35.83,136.45,109.0,837.58,251.74,45.05,53.67,147.06,353.02,237.2,95.67,47.91,214.9,160.17,99.79,294.2,560.0,72.13,157.04,298.14,186.56,197.28,161.95,229.77,186.34,38.83,58.18,3840.29,762.37,38.29,404.02,60.82,320.66,296.29,92.31,36.39,137.34,110.97,840.18,252.72,45.47,54.43,149.17,353.3,240.48,96.65,48.19,58046200,5965500,3650500,2177200,3054500,3778700,57838600,1542700,1913600,45600000,32539000,1871700,4110500,35626100,3034900,196200,367300,18280200,3220900,10965600,2119800,1156500,4205800,15707800,2020000,3836700,1377900,5130600,19794200,7143000,7216800,1290000,5067900,13340300,3847100,95.36,106.92,11.77,289.96,277.32,159.95,65.81,46.34,185.55,184.18,453.62,325.24,207.76,170.93,30.87,649.92,140.39,202.14,29.94,60.89,423.41,898.57,450.45,207.61,440.87,240.74,63.68,74.89,67.54,507.42,99.1,42.1,122.34,95.9,455.04,95.55,106.99,11.85,292.87,277.84,161.43,65.89,46.47,185.89,184.51,454.26,327.04,207.81,171.12,31.11,650.69,141.47,202.16,29.94,61.11,423.81,903.82,451.39,208.73,440.98,243.89,63.72,75.01,67.74,508.41,99.4,42.17,122.84,96.04,455.34,94.78,105.54,11.64,288.28,275.59,156.78,65.02,45.77,182.02,180.52,447.76,322.87,205.55,168.06,30.4,643.45,140.11,198.21,29.68,60.61,418.03,870.62,448.82,205.77,431.3,240.37,62.78,74.06,67.01,497.41,97.97,41.83,121.32,94.91,448.92,95.18,105.68,11.74,288.28,276.83,157.34,65.71,45.8,182.43,181.01,449.62,325.27,206.34,168.56,30.67,644.75,140.78,198.71,29.9,60.99,421.35,894.61,450.35,206.63,431.3,242.57,62.87,74.38,67.01,498.71,98.07,42.05,122.81,95.24,449.01,1856100,2474900,46990400,1834400,1274300,5247300,4846200,11338300,12555500,17372500,1491800,2995900,1908300,2883300,35999300,951100,5492000,7802900,5470600,8878200,1886400,4584600,502500,2173700,2061300,3944900,9997100,7111800,3417400,7739500,2291300,5463400,5645400,5570900,13979800,67.9,679.58,74.06,122.62,141.15,156.3,25.64,158.9,96.89,58.97,194.75,97.91,74.47,72.92,74.42,139.0,17.52,138.9,531.72,176.88,231.26,191.38,485.94,219.1,125.27,37.83,265.83,37.25,59.19,67.22,109.32,68.03,681.74,74.94,123.36,142.08,157.15,26.06,159.04,97.18,59.27,195.06,98.13,74.84,72.95,74.7,139.59,17.69,140.43,539.34,176.9,231.3,191.99,486.17,219.14,126.25,37.92,265.83,37.8,59.4,67.23,111.0,66.85,670.07,73.43,120.98,140.43,155.1,25.51,156.78,96.39,58.32,191.76,96.61,73.94,72.0,73.89,137.41,17.39,138.01,531.25,174.64,218.06,187.55,481.21,217.46,124.48,36.96,260.05,36.91,58.39,66.42,108.65,67.45,673.54,74.82,121.08,140.51,156.23,26.0,157.62,96.56,58.78,192.89,96.82,74.75,72.03,74.16,137.76,17.67,139.01,537.07,175.05,218.89,188.07,482.06,218.47,125.92,37.03,260.88,37.73,58.73,66.6,110.96,9415200,2411400,26183400,218374000,5920500,4650800,21989800,5449200,3893000,13231600,5632900,8299900,8854100,4925300,2766600,1142300,31606900,3296400,1316400,3317400,205047900,4168700,3312000,1530500,3280400,9381300,8697800,21659400,9543700,9436500,13326700
2024-07-03,220.27,155.62,99.43,298.91,570.15,73.15,163.9,297.3,186.98,197.59,170.68,231.9,184.31,39.7,58.64,3880.0,768.66,37.18,405.77,61.94,323.21,301.25,92.69,36.39,136.14,110.39,857.04,258.57,45.17,53.18,148.25,356.5,238.32,97.31,48.51,220.27,158.72,100.72,300.03,571.83,73.73,165.26,300.34,187.26,200.03,170.68,233.74,185.42,39.99,59.07,3899.89,770.13,37.73,407.16,62.67,323.99,303.5,93.01,36.64,138.36,111.24,857.89,258.84,45.58,54.25,149.23,361.25,241.36,97.77,48.81,217.76,155.32,99.28,297.18,564.0,72.8,162.51,294.16,184.76,196.76,164.29,231.39,182.85,39.56,58.47,3865.2,765.62,37.15,404.22,61.9,320.91,298.13,92.33,36.07,135.73,109.36,849.43,254.6,45.12,52.94,148.11,354.85,238.32,96.54,48.3,218.73,157.76,100.43,297.94,564.29,73.42,164.2,299.33,185.33,199.94,164.84,232.68,185.05,39.82,58.91,3875.66,768.66,37.51,407.16,62.15,320.91,301.84,92.53,36.11,137.96,109.69,849.43,254.64,45.23,53.98,148.47,359.11,239.22,96.55,48.36,37369800,3527600,2017800,1751200,1664400,2341200,26980900,1000700,1182600,31597900,39954000,1365900,2764800,17100700,1528600,79400,250800,9131500,1970300,6574100,1352200,564100,2114700,7658000,1805400,2326200,814400,4755700,8118300,5371400,3264200,668900,1935800,5030000,1905600,95.39,107.21,11.77,285.57,276.42,161.48,64.06,46.1,186.33,184.76,455.87,323.95,207.01,169.42,31.03,653.57,140.06,202.0,30.03,61.06,426.21,890.04,450.77,207.22,444.37,242.88,63.98,74.69,67.65,507.88,99.1,42.0,120.55,96.43,456.51,96.56,108.35,11.86,291.2,278.73,162.96,65.74,46.46,186.56,185.03,457.79,329.77,207.8,171.59,31.14,656.08,140.99,203.64,30.17,61.39,426.93,910.26,451.19,210.82,445.47,243.84,64.03,75.25,68.46,509.19,99.62,42.18,122.55,96.81,456.76,95.1,106.77,11.71,284.54,275.62,160.04,64.05,45.68,184.33,182.95,453.82,323.85,206.63,168.88,30.72,644.31,139.15,200.99,29.89,60.68,422.82,876.07,448.93,206.98,440.5,241.12,63.35,74.6,67.53,503.95,98.18,41.8,120.02,95.75,453.65,95.27,107.37,11.79,290.95,277.97,160.38,65.65,46.37,185.24,183.79,456.96,327.21,207.53,171.49,30.92,645.02,140.56,202.83,30.04,60.93,422.94,902.82,450.24,209.68,441.53,241.43,63.52,74.84,67.78,504.3,98.78,42.1,122.31,96.17,453.96,1072700,1074800,26894300,1274300,656700,2577300,3995700,5440700,7409100,10242100,993900,1733000,1086700,1649000,24065700,931900,3246200,5560900,3805500,9154200,865100,3078400,313300,1423500,3192400,2026100,3462500,2838400,2244200,6005600,1230800,3663800,4002100,3112000,9932800,69.21,682.51,73.28,128.23,142.24,155.37,25.52,158.83,96.68,59.64,198.3,98.24,73.92,72.9,74.58,139.45,17.39,138.34,533.39,175.38,246.39,191.88,477.8,219.16,125.87,37.39,266.58,37.27,58.89,67.39,109.87,69.29,683.75,73.94,128.23,142.5,156.83,25.85,159.2,97.17,60.01,199.32,98.53,74.67,73.37,75.21,140.38,17.61,139.71,537.57,176.5,248.35,192.49,485.78,221.62,126.74,38.12,267.33,37.51,59.36,67.4,110.73,67.98,675.5,73.07,121.31,141.37,154.75,25.45,158.01,96.39,58.9,195.02,97.88,73.73,72.57,74.43,138.64,17.37,137.93,530.22,174.93,234.25,189.14,474.51,218.62,125.53,37.39,265.75,37.12,58.4,66.78,109.4,68.34,677.48,73.53,121.61,141.62,155.67,25.73,158.23,97.03,59.03,197.2,98.39,74.48,73.02,74.48,139.7,17.58,138.84,530.79,175.79,234.56,191.1,484.85,219.54,126.04,37.84,266.66,37.28,59.22,66.96,109.4,4487200,1403500,15952000,215749000,3560800,2879600,15180100,2980500,1647800,6908300,4996200,2149200,4906700,2502100,1432800,619500,19463000,1633300,908300,1652900,166561500,2454800,2239200,1219800,1539900,3715500,5017800,6653900,6698800,6287500,7732900
2024-07-05,225.03,158.86,101.07,292.45,578.34,71.92,171.9,298.74,187.8,200.0,168.12,232.51,184.83,39.23,58.07,3893.13,770.1,37.36,411.17,61.53,321.0,301.79,93.81,36.21,133.76,108.25,879.9,260.79,45.13,53.1,145.98,353.79,237.58,96.7,47.91,225.14,158.92,101.12,298.86,580.55,73.07,174.04,301.17,188.49,200.55,174.26,233.57,185.38,39.76,58.57,3902.65,770.66,37.45,411.4,62.04,325.98,304.0,93.96,36.33,136.46,110.34,881.16,263.39,45.24,53.21,148.1,356.87,239.74,97.01,48.4,220.37,155.42,98.87,291.02,568.92,71.65,165.68,296.52,185.72,198.17,167.4,230.47,182.23,39.11,57.86,3868.22,762.6,37.07,405.03,61.26,319.32,300.5,92.69,36.04,133.65,107.86,853.12,258.94,44.8,52.38,145.39,350.62,236.83,96.29,47.62,220.37,156.46,99.14,298.09,570.91,73.01,165.97,298.89,187.17,198.65,173.28,232.59,184.0,39.73,58.57,3899.9,770.62,37.44,406.24,61.98,324.15,301.89,92.79,36.31,136.11,110.16,858.92,260.32,44.92,53.15,148.1,356.87,239.3,97.01,48.24,60412400,5978300,6582700,3158900,2808600,3485200,61857100,1274400,1018500,39858900,45240000,2488300,3290400,23489000,2225000,201700,341400,12824400,5149200,7226200,2280900,852500,2844900,12172200,2622600,4188300,2620700,6562100,14692600,6275300,6183100,1273500,3932300,8550800,3223800,96.07,107.11,11.75,285.86,274.69,159.01,64.16,45.92,190.87,189.51,452.78,324.86,206.79,169.7,31.82,662.33,140.82,199.32,30.03,61.48,428.95,906.36,447.02,207.8,445.67,243.94,64.6,75.12,67.02,537.7,98.81,42.14,121.12,95.84,463.24,96.47,107.54,11.86,286.8,277.2,161.72,64.39,46.48,191.17,189.77,455.54,326.16,207.45,169.77,32.14,667.87,140.89,201.83,30.14,61.51,429.17,908.24,449.77,208.72,446.12,244.26,64.67,75.43,67.67,538.66,99.14,42.14,121.27,96.34,464.02,95.11,105.94,11.67,283.98,273.5,158.18,63.51,45.59,186.26,184.74,448.28,322.0,205.33,167.7,31.11,647.09,138.92,199.06,29.79,60.74,422.53,888.85,444.63,206.48,440.5,241.73,63.62,74.24,66.88,509.51,98.15,41.83,119.65,95.19,454.73,95.54,107.07,11.77,285.57,277.2,161.72,64.09,46.02,186.26,184.8,455.43,323.04,207.12,169.43,31.2,648.71,140.14,201.46,30.13,61.06,425.69,890.37,449.75,206.63,443.31,243.86,63.95,74.59,67.53,509.51,98.89,41.95,121.2,96.33,455.36,1929800,1468600,31589300,1480200,1039500,4668300,4211700,11452700,14303400,20967500,1593800,3437500,1355300,2086000,45309400,1517100,4888500,8093100,5200000,11735500,1499400,2880900,631400,1907400,2220700,2814300,6198200,4370000,2038400,21354100,3059600,6881500,6786700,3633200,16000300,69.46,690.65,73.46,125.78,142.68,157.08,25.85,160.17,97.35,59.76,200.19,97.87,73.71,71.98,74.89,137.41,17.48,139.15,537.86,176.15,251.52,191.74,475.96,218.78,126.61,36.95,267.94,37.41,57.88,69.17,108.54,69.71,697.49,74.11,128.8,143.62,157.2,25.88,160.58,97.57,60.16,201.16,98.07,73.93,72.92,75.45,139.3,17.5,139.9,537.93,176.39,252.37,193.05,477.58,220.24,126.71,37.44,268.13,37.51,58.89,69.28,109.75,69.03,677.23,72.83,125.63,141.88,155.24,25.5,158.51,96.09,58.83,198.46,97.08,73.1,71.93,74.34,136.8,17.36,138.05,531.64,174.86,242.46,190.24,472.54,216.49,124.84,36.81,265.84,37.12,57.39,67.25,107.89,69.38,682.51,73.4,127.33,142.8,155.4,25.58,159.01,96.42,59.38,200.28,97.99,73.9,72.64,74.69,139.2,17.41,138.09,536.42,175.83,249.81,192.91,476.93,218.77,125.23,37.4,266.59,37.32,58.73,67.31,109.73,7688800,2659100,19603700,214176700,5365500,4208200,17268700,6509200,3569100,12243800,6375200,6153300,9663100,3233000,2343600,962800,30727800,3562200,1233300,3256500,154501200,2887900,3499000,1659400,3237500,5656000,7986400,17552200,11436300,21586100,12631000
