Date,"('Adj Close', 'AGN')","('Adj Close', 'CELG')","('Adj Close', 'DWDP')","('Close', 'AAPL')","('Close', 'ABBV')","('Close', 'ABT')","('Close', 'ACN')","('Close', 'AGN')","('Close', 'AIG')","('Close', 'ALL')","('Close', 'AMGN')","('Close', 'AMZN')","('Close', 'AXP')","('Close', 'BA')","('Close', 'BAC')","('Close', 'BIIB')","('Close', 'BK')","('Close', 'BKNG')","('Close', 'BLK')","('Close', 'BMY')","('Close', 'BRK-B')","('Close', 'C')","('Close', 'CAT')","('Close', 'CELG')","('Close', 'CHTR')","('Close', 'CL')","('Close', 'CMCSA')","('Close', 'COF')","('Close', 'COP')","('Close', 'COST')","('Close', 'CSCO')","('Close', 'CVS')","('Close', 'CVX')","('Close', 'DHR')","('Close', 'DIS')","('Close', 'DUK')","('Close', 'DWDP')","('Close', 'EMR')","('High', 'AAPL')","('High', 'ABBV')","('High', 'ABT')","('High', 'ACN')","('High', 'AGN')","('High', 'AIG')","('High', 'ALL')","('High', 'AMGN')","('High', 'AMZN')","('High', 'AXP')","('High', 'BA')","('High', 'BAC')","('High', 'BIIB')","('High', 'BK')","('High', 'BKNG')","('High', 'BLK')","('High', 'BMY')","('High', 'BRK-B')","('High', 'C')","('High', 'CAT')","('High', 'CELG')","('High', 'CHTR')","('High', 'CL')","('High', 'CMCSA')","('High', 'COF')","('High', 'COP')","('High', 'COST')","('High', 'CSCO')","('High', 'CVS')","('High', 'CVX')","('High', 'DHR')","('High', 'DIS')","('High', 'DUK')","('High', 'DWDP')","('High', 'EMR')","('Low', 'AAPL')","('Low', 'ABBV')","('Low', 'ABT')","('Low', 'ACN')","('Low', 'AGN')","('Low', 'AIG')","('Low', 'ALL')","('Low', 'AMGN')","('Low', 'AMZN')","('Low', 'AXP')","('Low', 'BA')","('Low', 'BAC')","('Low', 'BIIB')","('Low', 'BK')","('Low', 'BKNG')","('Low', 'BLK')","('Low', 'BMY')","('Low', 'BRK-B')","('Low', 'C')","('Low', 'CAT')","('Low', 'CELG')","('Low', 'CHTR')","('Low', 'CL')","('Low', 'CMCSA')","('Low', 'COF')","('Low', 'COP')","('Low', 'COST')","('Low', 'CSCO')","('Low', 'CVS')","('Low', 'CVX')","('Low', 'DHR')","('Low', 'DIS')","('Low', 'DUK')","('Low', 'DWDP')","('Low', 'EMR')","('Open', 'AAPL')","('Open', 'ABBV')","('Open', 'ABT')","('Open', 'ACN')","('Open', 'AGN')","('Open', 'AIG')","('Open', 'ALL')","('Open', 'AMGN')","('Open', 'AMZN')","('Open', 'AXP')","('Open', 'BA')","('Open', 'BAC')","('Open', 'BIIB')","('Open', 'BK')","('Open', 'BKNG')","('Open', 'BLK')","('Open', 'BMY')","('Open', 'BRK-B')","('Open', 'C')","('Open', 'CAT')","('Open', 'CELG')","('Open', 'CHTR')","('Open', 'CL')","('Open', 'CMCSA')","('Open', 'COF')","('Open', 'COP')","('Open', 'COST')","('Open', 'CSCO')","('Open', 'CVS')","('Open', 'CVX')","('Open', 'DHR')","('Open', 'DIS')","('Open', 'DUK')","('Open', 'DWDP')","('Open', 'EMR')","('Volume', 'AAPL')","('Volume', 'ABBV')","('Volume', 'ABT')","('Volume', 'ACN')","('Volume', 'AGN')","('Volume', 'AIG')","('Volume', 'ALL')","('Volume', 'AMGN')","('Volume', 'AMZN')","('Volume', 'AXP')","('Volume', 'BA')","('Volume', 'BAC')","('Volume', 'BIIB')","('Volume', 'BK')","('Volume', 'BKNG')","('Volume', 'BLK')","('Volume', 'BMY')","('Volume', 'BRK-B')","('Volume', 'C')","('Volume', 'CAT')","('Volume', 'CELG')","('Volume', 'CHTR')","('Volume', 'CL')","('Volume', 'CMCSA')","('Volume', 'COF')","('Volume', 'COP')","('Volume', 'COST')","('Volume', 'CSCO')","('Volume', 'CVS')","('Volume', 'CVX')","('Volume', 'DHR')","('Volume', 'DIS')","('Volume', 'DUK')","('Volume', 'DWDP')","('Volume', 'EMR')","('Close', 'EXC')","('Close', 'F')","('Close', 'FDX')","('Close', 'FOX')","('Close', 'FOXA')","('Close', 'GD')","('Close', 'GE')","('Close', 'GILD')","('Close', 'GM')","('Close', 'GOOG')","('Close', 'GOOGL')","('Close', 'GS')","('Close', 'HAL')","('Close', 'HD')","('Close', 'HON')","('Close', 'IBM')","('Close', 'INTC')","('Close', 'JNJ')","('Close', 'JPM')","('Close', 'KHC')","('Close', 'KMI')","('Close', 'KO')","('Close', 'LLY')","('Close', 'LMT')","('Close', 'LOW')","('Close', 'MA')","('Close', 'MCD')","('Close', 'MDLZ')","('Close', 'MDT')","('Close', 'MET')","('Close', 'META')","('Close', 'MMM')","('Close', 'MO')","('Close', 'MRK')","('Close', 'MS')","('High', 'EXC')","('High', 'F')","('High', 'FDX')","('High', 'FOX')","('High', 'FOXA')","('High', 'GD')","('High', 'GE')","('High', 'GILD')","('High', 'GM')","('High', 'GOOG')","('High', 'GOOGL')","('High', 'GS')","('High', 'HAL')","('High', 'HD')","('High', 'HON')","('High', 'IBM')","('High', 'INTC')","('High', 'JNJ')","('High', 'JPM')","('High', 'KHC')","('High', 'KMI')","('High', 'KO')","('High', 'LLY')","('High', 'LMT')","('High', 'LOW')","('High', 'MA')","('High', 'MCD')","('High', 'MDLZ')","('High', 'MDT')","('High', 'MET')","('High', 'META')","('High', 'MMM')","('High', 'MO')","('High', 'MRK')","('High', 'MS')","('Low', 'EXC')","('Low', 'F')","('Low', 'FDX')","('Low', 'FOX')","('Low', 'FOXA')","('Low', 'GD')","('Low', 'GE')","('Low', 'GILD')","('Low', 'GM')","('Low', 'GOOG')","('Low', 'GOOGL')","('Low', 'GS')","('Low', 'HAL')","('Low', 'HD')","('Low', 'HON')","('Low', 'IBM')","('Low', 'INTC')","('Low', 'JNJ')","('Low', 'JPM')","('Low', 'KHC')","('Low', 'KMI')","('Low', 'KO')","('Low', 'LLY')","('Low', 'LMT')","('Low', 'LOW')","('Low', 'MA')","('Low', 'MCD')","('Low', 'MDLZ')","('Low', 'MDT')","('Low', 'MET')","('Low', 'META')","('Low', 'MMM')","('Low', 'MO')","('Low', 'MRK')","('Low', 'MS')","('Open', 'EXC')","('Open', 'F')","('Open', 'FDX')","('Open', 'FOX')","('Open', 'FOXA')","('Open', 'GD')","('Open', 'GE')","('Open', 'GILD')","('Open', 'GM')","('Open', 'GOOG')","('Open', 'GOOGL')","('Open', 'GS')","('Open', 'HAL')","('Open', 'HD')","('Open', 'HON')","('Open', 'IBM')","('Open', 'INTC')","('Open', 'JNJ')","('Open', 'JPM')","('Open', 'KHC')","('Open', 'KMI')","('Open', 'KO')","('Open', 'LLY')","('Open', 'LMT')","('Open', 'LOW')","('Open', 'MA')","('Open', 'MCD')","('Open', 'MDLZ')","('Open', 'MDT')","('Open', 'MET')","('Open', 'META')","('Open', 'MMM')","('Open', 'MO')","('Open', 'MRK')","('Open', 'MS')","('Volume', 'EXC')","('Volume', 'F')","('Volume', 'FDX')","('Volume', 'FOX')","('Volume', 'FOXA')","('Volume', 'GD')","('Volume', 'GE')","('Volume', 'GILD')","('Volume', 'GM')","('Volume', 'GOOG')","('Volume', 'GOOGL')","('Volume', 'GS')","('Volume', 'HAL')","('Volume', 'HD')","('Volume', 'HON')","('Volume', 'IBM')","('Volume', 'INTC')","('Volume', 'JNJ')","('Volume', 'JPM')","('Volume', 'KHC')","('Volume', 'KMI')","('Volume', 'KO')","('Volume', 'LLY')","('Volume', 'LMT')","('Volume', 'LOW')","('Volume', 'MA')","('Volume', 'MCD')","('Volume', 'MDLZ')","('Volume', 'MDT')","('Volume', 'MET')","('Volume', 'META')","('Volume', 'MMM')","('Volume', 'MO')","('Volume', 'MRK')","('Volume', 'MS')","('Adj Close', 'RTN')","('Adj Close', 'UTX')","('Close', 'MSFT')","('Close', 'NEE')","('Close', 'NFLX')","('Close', 'NKE')","('Close', 'NVDA')","('Close', 'ORCL')","('Close', 'OXY')","('Close', 'PEP')","('Close', 'PFE')","('Close', 'PG')","('Close', 'PM')","('Close', 'PYPL')","('Close', 'QCOM')","('Close', 'RTN')","('Close', 'SBUX')","('Close', 'SLB')","('Close', 'SO')","('Close', 'SPG')","('Close', 'T')","('Close', 'TGT')","('Close', 'TXN')","('Close', 'UNH')","('Close', 'UNP')","('Close', 'UPS')","('Close', 'USB')","('Close', 'UTX')","('Close', 'V')","('Close', 'VZ')","('Close', 'WBA')","('Close', 'WFC')","('Close', 'WMT')","('Close', 'XOM')","('High', 'MSFT')","('High', 'NEE')","('High', 'NFLX')","('High', 'NKE')","('High', 'NVDA')","('High', 'ORCL')","('High', 'OXY')","('High', 'PEP')","('High', 'PFE')","('High', 'PG')","('High', 'PM')","('High', 'PYPL')","('High', 'QCOM')","('High', 'RTN')","('High', 'SBUX')","('High', 'SLB')","('High', 'SO')","('High', 'SPG')","('High', 'T')","('High', 'TGT')","('High', 'TXN')","('High', 'UNH')","('High', 'UNP')","('High', 'UPS')","('High', 'USB')","('High', 'UTX')","('High', 'V')","('High', 'VZ')","('High', 'WBA')","('High', 'WFC')","('High', 'WMT')","('High', 'XOM')","('Low', 'MSFT')","('Low', 'NEE')","('Low', 'NFLX')","('Low', 'NKE')","('Low', 'NVDA')","('Low', 'ORCL')","('Low', 'OXY')","('Low', 'PEP')","('Low', 'PFE')","('Low', 'PG')","('Low', 'PM')","('Low', 'PYPL')","('Low', 'QCOM')","('Low', 'RTN')","('Low', 'SBUX')","('Low', 'SLB')","('Low', 'SO')","('Low', 'SPG')","('Low', 'T')","('Low', 'TGT')","('Low', 'TXN')","('Low', 'UNH')","('Low', 'UNP')","('Low', 'UPS')","('Low', 'USB')","('Low', 'UTX')","('Low', 'V')","('Low', 'VZ')","('Low', 'WBA')","('Low', 'WFC')","('Low', 'WMT')","('Low', 'XOM')","('Open', 'MSFT')","('Open', 'NEE')","('Open', 'NFLX')","('Open', 'NKE')","('Open', 'NVDA')","('Open', 'ORCL')","('Open', 'OXY')","('Open', 'PEP')","('Open', 'PFE')","('Open', 'PG')","('Open', 'PM')","('Open', 'PYPL')","('Open', 'QCOM')","('Open', 'RTN')","('Open', 'SBUX')","('Open', 'SLB')","('Open', 'SO')","('Open', 'SPG')","('Open', 'T')","('Open', 'TGT')","('Open', 'TXN')","('Open', 'UNH')","('Open', 'UNP')","('Open', 'UPS')","('Open', 'USB')","('Open', 'UTX')","('Open', 'V')","('Open', 'VZ')","('Open', 'WBA')","('Open', 'WFC')","('Open', 'WMT')","('Open', 'XOM')","('Volume', 'MSFT')","('Volume', 'NEE')","('Volume', 'NFLX')","('Volume', 'NKE')","('Volume', 'NVDA')","('Volume', 'ORCL')","('Volume', 'OXY')","('Volume', 'PEP')","('Volume', 'PFE')","('Volume', 'PG')","('Volume', 'PM')","('Volume', 'PYPL')","('Volume', 'QCOM')","('Volume', 'RTN')","('Volume', 'SBUX')","('Volume', 'SLB')","('Volume', 'SO')","('Volume', 'SPG')","('Volume', 'T')","('Volume', 'TGT')","('Volume', 'TXN')","('Volume', 'UNH')","('Volume', 'UNP')","('Volume', 'UPS')","('Volume', 'USB')","('Volume', 'UTX')","('Volume', 'V')","('Volume', 'VZ')","('Volume', 'WBA')","('Volume', 'WFC')","('Volume', 'WMT')","('Volume', 'XOM')"
2019-01-02,,,,37.58,65.85,61.49,127.19,,33.23,69.59,155.93,76.96,87.09,314.65,21.17,304.69,39.05,1697.22,328.44,40.47,202.8,42.1,108.48,,287.99,50.17,28.81,68.71,50.24,185.65,34.84,52.27,82.3,86.5,105.89,64.48,,50.93,37.8,67.35,62.78,127.73,,33.31,69.96,156.99,77.67,87.63,314.78,21.33,307.13,39.09,1712.08,329.91,40.79,204.4,42.26,109.77,,289.52,50.4,28.87,68.8,50.62,185.95,35.05,52.5,83.04,87.94,106.05,65.62,,50.99,36.7,65.25,61.11,125.1,,32.43,69.18,153.54,73.05,85.35,304.83,20.37,296.54,38.15,1666.8,324.8,39.63,201.15,39.85,105.58,,279.11,49.64,28.01,66.16,47.9,181.19,34.24,51.36,79.63,86.05,104.68,64.18,,49.9,36.85,67.34,62.28,125.69,,32.62,69.42,156.44,73.26,85.48,307.24,20.43,296.84,38.27,1667.21,325.79,39.63,201.73,39.86,106.47,,279.89,50.16,28.07,66.25,48.11,181.78,34.3,51.69,79.81,87.5,105.04,65.56,,50.12,148158800,6908400,8737200,2059300,,4516200,2208000,3009100,159662000,4175400,3292200,71836300,1336500,4229500,312600,926800,8441300,4802100,21646300,4783200,,1296300,4559400,16970400,3290800,5735400,2143100,23833500,7322400,6384800,2703929,9723500,2857400,,3341800,24.81,5.59,144.49,,,133.5,37.41,48.77,30.83,51.94,52.37,146.88,23.83,146.11,114.7,81.64,40.52,105.61,81.62,31.35,10.61,38.11,104.67,220.98,81.09,182.44,150.53,34.01,73.52,33.06,134.85,124.38,29.15,58.56,32.69,25.33,5.68,144.66,,,133.67,38.02,49.21,30.99,52.26,52.68,147.07,24.13,146.76,114.92,82.19,40.85,106.13,82.0,31.62,10.71,38.34,105.17,221.45,81.59,183.48,150.73,34.21,75.38,33.15,136.67,124.41,29.27,58.87,32.95,24.68,5.29,139.51,,,130.58,34.44,47.28,29.71,50.44,50.91,139.47,22.7,143.26,112.67,79.15,39.39,104.39,78.85,30.58,10.14,37.81,102.73,214.35,79.78,178.18,148.91,33.64,72.83,31.93,127.77,121.61,28.35,57.79,31.36,25.21,5.33,140.35,,,131.85,34.67,47.48,30.11,50.48,51.01,140.31,22.79,143.82,113.27,79.37,39.55,105.92,78.86,30.92,10.21,38.12,104.59,215.66,80.16,178.68,149.97,33.84,74.87,32.22,128.2,122.34,28.91,58.33,31.57,7574585,47494400,2125700,,,1276200,26991297,7839400,7662300,30652000,31868000,3999400,7805400,4242900,2756000,4434935,18774600,7631700,15670900,6417800,15676500,11603700,4247100,1064700,4198200,4294000,2571500,7300800,7099100,5226900,28146200,2960339,9412800,15120125,10648000,,,94.79,35.98,267.66,68.03,3.38,40.75,53.28,89.25,30.31,76.99,47.24,85.75,48.71,,55.67,30.81,33.44,113.6,13.46,55.62,78.12,218.59,118.68,75.22,35.08,,126.84,38.16,50.16,38.87,28.08,50.78,95.38,36.72,269.75,68.56,3.43,40.86,53.63,89.86,30.48,77.08,47.56,86.2,49.22,,55.71,31.26,33.61,115.17,13.49,55.97,78.78,221.16,119.14,75.34,35.11,,127.62,38.26,50.47,38.88,28.17,50.91,92.75,35.81,256.58,66.31,3.22,40.06,51.32,88.4,29.88,75.85,46.13,82.24,47.45,,54.71,29.27,33.09,112.65,12.9,54.22,76.47,216.77,116.08,74.12,34.1,,123.67,37.66,49.16,37.6,27.57,49.0,93.32,36.59,259.28,66.86,3.24,40.09,52.01,89.15,30.22,76.78,46.41,82.38,47.69,,55.12,29.39,33.57,114.52,12.99,54.47,76.72,219.94,116.84,74.38,34.23,,124.05,38.26,49.54,37.7,27.57,49.07,35329300,10549600,11679500,6762700,508752000,14320400,5355300,4835400,26430315,9843900,6471200,10146200,9896600,,10094000,15926100,5756100,1439900,52025256,4549300,6478800,4063600,3606300,3297300,8155500,,8788000,13969700,5528141,20295200,24458100,16727200
2019-01-03,,,,33.83,63.68,58.59,122.85,,32.5,68.45,153.56,75.01,85.39,302.1,20.83,307.0,38.27,1639.48,318.79,35.11,191.66,41.34,104.3,,287.5,49.93,29.03,67.73,49.29,181.71,33.58,51.99,80.73,84.03,103.32,64.46,,49.83,34.67,65.54,60.94,126.27,,33.22,69.41,157.78,76.9,86.99,310.69,21.24,316.69,38.95,1688.33,326.02,37.05,200.22,42.17,107.73,,294.0,50.8,29.61,68.9,50.5,186.72,34.67,52.52,82.75,87.36,105.58,65.17,,51.27,33.79,63.53,57.95,122.66,,32.44,68.37,153.31,74.86,85.21,300.64,20.74,305.92,38.22,1634.41,318.2,34.47,191.04,41.07,103.38,,284.62,49.85,28.6,67.57,48.88,181.37,33.49,51.52,80.35,83.01,102.94,64.0,,49.63,34.26,65.42,60.82,125.87,,33.07,69.24,156.14,76.0,86.64,310.45,21.16,306.76,38.91,1680.42,324.74,36.51,199.97,42.0,107.56,,284.62,50.12,28.77,68.12,50.37,184.68,34.58,52.01,82.58,86.05,105.41,64.53,,50.58,365248800,7653200,10570700,2801300,,5058200,3034900,3973900,139512000,4776600,5705600,66599600,2148600,4415700,445200,781000,80351600,8540600,21183000,6165800,,1176300,4156100,28750400,3599200,4727300,2877700,29606700,7001800,6496200,3631145,10594700,2959700,,5843100,24.83,5.51,139.18,,,130.19,37.46,50.16,29.56,50.46,50.92,144.73,23.68,142.89,113.17,80.01,38.29,103.93,80.46,31.32,10.55,37.87,101.42,215.42,80.12,174.21,149.54,33.88,71.46,32.43,130.93,119.7,28.99,57.36,32.11,25.09,5.65,144.38,,,133.05,38.11,51.7,30.87,52.49,52.95,146.66,24.13,145.62,115.7,81.41,39.83,106.04,81.93,31.74,10.78,38.46,104.54,220.37,81.31,180.29,150.86,34.24,73.36,33.05,136.33,122.64,29.26,58.86,32.54,24.7,5.51,138.97,,,129.41,36.16,50.08,29.51,50.36,50.77,143.69,23.06,142.55,112.3,79.86,38.2,103.63,80.11,31.09,10.43,37.78,101.23,214.84,79.66,174.02,149.12,33.75,71.23,32.32,130.32,119.13,28.77,57.21,31.76,24.87,5.64,143.25,,,132.43,37.28,50.96,30.56,51.7,52.17,145.71,23.88,145.62,114.93,81.16,39.72,105.93,81.72,31.21,10.66,38.02,104.52,218.96,80.54,180.28,150.01,33.87,73.27,32.82,133.86,122.64,28.85,58.54,32.54,6607906,39172400,3033300,,,1436000,25654795,14631300,11618300,36822000,41960000,4060200,11693600,4810500,3184000,4546648,32267300,8654500,16286400,7613500,18259000,14714400,4203300,1165600,3798900,5070900,3728200,7454600,6099800,6627500,22717900,4016407,9835100,13910628,13034500,,,91.3,35.9,271.2,66.83,3.17,40.36,52.63,88.42,29.46,76.45,46.63,82.09,47.27,,53.26,31.14,33.91,113.5,13.48,54.86,73.51,212.63,114.28,73.09,34.59,,122.27,38.3,49.64,38.56,27.94,50.0,93.92,36.27,275.79,67.35,3.35,41.01,53.63,89.96,30.37,78.02,47.9,84.75,48.23,,55.15,31.96,34.18,115.53,13.59,55.78,76.75,218.58,117.79,74.79,35.15,,125.28,38.82,50.2,39.21,28.49,51.18,91.12,35.74,264.43,65.41,3.17,40.02,52.19,88.25,29.4,76.23,46.52,81.91,47.11,,53.14,30.52,33.47,113.12,13.31,54.76,73.35,211.98,113.85,72.89,34.54,,122.03,38.19,49.19,38.4,27.89,49.81,93.83,36.0,270.2,67.29,3.32,40.33,53.44,88.95,30.3,76.7,47.03,84.36,47.48,,54.93,30.9,33.47,113.14,13.46,55.37,75.95,218.58,117.18,74.65,34.97,,125.21,38.35,49.98,38.63,28.04,51.0,42579100,9260800,14969600,8007400,705552000,19868700,5465500,5975900,28503533,9820200,6178200,9650700,14422200,,14390100,20007900,9405500,1559100,49787166,4562200,11667500,4623200,5684500,2705000,8141100,,9428300,19245400,5853235,22262000,24831900,13866100
2019-01-04,,,,35.28,65.73,60.26,127.62,,33.7,70.47,158.81,78.77,89.24,317.82,21.7,318.33,39.38,1693.13,330.47,36.48,195.2,43.36,110.0,,302.74,50.4,30.01,70.74,50.54,186.99,35.09,53.26,82.4,86.46,106.51,64.99,,50.9,35.35,65.79,60.68,127.87,,33.73,70.62,159.69,79.7,89.89,319.14,21.76,323.63,39.43,1712.38,331.4,37.0,196.69,43.55,110.38,,305.12,50.43,30.04,70.8,50.66,188.52,35.16,53.74,82.52,87.25,107.62,65.06,,51.05,34.22,63.67,59.27,124.39,,32.99,69.24,155.07,75.92,86.74,307.13,21.23,309.9,38.56,1654.76,322.17,35.68,193.88,42.2,106.18,,288.62,49.84,29.22,69.06,49.67,182.64,33.95,52.56,81.39,84.87,104.22,64.0,,50.07,34.39,64.76,59.39,124.95,,33.03,69.37,155.57,76.5,87.17,307.73,21.29,311.8,38.95,1662.15,324.86,35.7,194.85,42.48,106.59,,291.11,50.05,29.36,69.08,50.01,184.12,34.21,52.67,82.0,84.87,104.89,64.07,,50.46,234428400,8910600,8299100,2296400,,4823100,3061600,4193400,183652000,4637200,4448800,83829100,1532600,4881500,541000,647800,47515800,6611200,24205100,5456600,,2336600,7087600,22843800,2851300,7700100,2761600,27515000,7214800,7952500,2883958,10122800,3278100,,5663500,25.12,5.72,145.59,,,133.93,38.25,52.47,30.55,53.17,53.53,149.46,24.81,147.13,117.12,83.14,40.64,105.68,83.42,32.18,10.91,38.63,104.47,221.23,82.49,182.46,152.42,34.82,73.7,33.55,137.1,124.62,29.74,59.09,33.42,25.12,5.75,146.07,,,133.98,38.39,52.61,30.77,53.18,53.63,150.27,24.9,148.08,117.49,83.26,40.94,106.35,83.62,32.29,10.96,38.63,104.63,221.61,82.99,183.89,153.21,34.9,74.18,33.76,137.15,125.05,29.74,59.27,33.64,24.49,5.56,141.22,,,130.83,37.09,50.77,29.72,51.02,51.49,146.09,23.96,143.66,114.89,81.1,39.19,104.77,81.43,31.46,10.72,37.87,101.81,217.31,80.75,177.34,150.21,34.07,72.54,33.04,132.93,121.18,29.17,57.83,32.59,24.54,5.6,141.84,,,131.88,38.07,50.93,30.06,51.28,51.77,147.7,24.17,144.22,115.38,81.43,39.45,105.09,82.11,31.88,10.73,37.96,102.24,218.63,80.81,177.74,150.5,34.07,72.62,33.09,133.19,121.65,29.26,57.9,32.77,7767921,43039800,2938600,,,1840000,25056937,9639500,10784000,41878000,46022000,3788300,15701000,4762600,3583600,4683779,35447300,8831700,16935200,6452600,12821300,13013700,5795200,1443800,4107400,4452900,3194300,7770200,6275400,5962400,29002100,3582140,10464000,14753115,14371600,,,95.55,36.56,297.57,68.57,3.38,42.1,54.32,90.23,30.13,78.01,48.81,86.27,48.03,,55.02,32.37,34.2,115.23,13.83,55.62,76.84,215.11,118.69,75.63,35.45,,127.54,38.39,51.29,39.7,28.11,51.84,96.09,36.57,297.8,69.01,3.41,42.31,54.5,90.33,30.38,78.01,48.82,86.91,48.23,,55.61,32.49,34.21,116.25,13.85,55.99,77.23,218.56,119.37,75.78,35.67,,128.43,38.76,51.71,39.84,28.18,51.93,92.74,35.74,278.54,67.17,3.22,40.78,53.31,88.4,29.62,76.22,46.98,83.37,46.85,,53.73,31.49,33.68,113.03,13.62,54.8,74.0,214.38,115.87,74.16,34.93,,124.18,38.11,50.13,39.08,27.89,50.53,93.48,35.84,281.88,67.47,3.25,40.89,53.52,89.47,29.74,76.62,47.04,83.71,47.95,,54.01,31.72,33.74,114.16,13.66,55.46,74.38,215.28,116.13,74.43,35.15,,124.47,38.48,50.45,39.27,28.04,50.74,44060600,10848800,19330100,7844200,585620000,20984000,6367400,6293900,27145348,10565700,7220700,9234800,14177300,,12694400,19506600,5680700,1056100,55703858,4825900,7707600,5367600,5649900,3347300,7725300,,11065800,17035800,6868575,23343600,24087300,16043600
2019-01-07,,,,35.2,66.69,61.17,128.07,,33.89,70.36,160.95,81.48,89.73,318.82,21.68,322.4,39.29,1687.48,331.38,37.66,196.91,43.74,110.07,,301.47,50.71,29.69,71.13,50.31,187.68,35.33,54.68,83.47,86.81,107.43,64.72,,51.29,35.41,66.98,61.81,128.8,,34.7,71.0,161.99,81.73,90.41,321.33,21.87,327.26,39.73,1706.79,335.83,37.92,198.28,44.21,111.25,,304.11,51.2,30.1,71.59,50.95,189.6,35.69,55.27,83.97,87.49,108.25,65.01,,51.84,34.72,65.83,60.32,126.52,,33.4,70.0,157.64,79.46,88.67,314.2,21.45,317.41,38.85,1679.38,328.44,36.07,195.37,43.1,108.76,,299.26,50.22,29.56,69.95,49.7,184.54,34.96,53.18,81.73,86.33,106.21,64.2,,50.7,35.38,66.47,60.33,127.4,,33.57,70.0,158.26,80.12,89.36,321.17,21.68,319.28,39.17,1697.26,329.72,36.6,196.39,43.51,110.38,,301.13,50.33,29.86,70.43,50.66,186.33,35.04,53.71,82.58,86.7,106.8,64.6,,51.14,219111200,7281500,9503000,2315600,,5014300,4135800,3032500,159864000,3289000,4030300,57016300,1316500,4223100,334800,714500,26805000,5423000,20634100,4653400,,1308400,4575200,26180800,2665400,6272200,2226600,19488100,8908100,5712700,2657794,6714700,3060200,,6251100,25.16,5.87,147.62,,,134.68,40.62,52.71,31.49,53.06,53.43,150.29,25.16,150.03,117.78,83.72,40.83,105.0,83.48,32.79,11.15,38.12,105.03,223.77,84.06,183.86,154.08,35.05,68.95,33.76,137.2,124.34,28.84,58.44,33.75,25.31,5.92,147.73,,,135.54,40.85,52.99,32.05,53.34,53.76,151.83,25.42,151.0,118.33,84.21,41.31,106.11,84.07,33.06,11.17,38.77,106.09,225.37,85.07,185.59,155.5,35.34,74.49,34.08,138.02,125.26,29.37,59.24,34.11,24.87,5.68,143.57,,,132.37,38.53,51.79,30.69,52.38,52.77,147.09,24.54,147.31,115.85,82.68,40.23,104.82,82.61,31.83,10.89,38.08,102.09,220.25,82.33,182.41,152.31,34.59,68.77,33.13,135.08,122.89,28.69,58.42,33.16,24.95,5.74,145.99,,,133.81,39.74,52.35,30.9,53.21,53.68,149.61,24.99,147.31,116.88,83.26,40.54,105.51,83.21,32.18,10.95,38.63,102.38,222.04,82.33,183.29,152.31,34.66,73.9,33.43,136.72,124.65,29.37,59.0,33.59,10576968,40729400,2989400,,,1047400,37493322,10504100,10722300,39638000,47446000,3152100,10997300,4928800,2944600,3923755,22736800,8404700,15430700,6711400,13515900,13135500,7749600,1465200,4885000,4219200,3283000,6095300,17462700,5590200,20089300,2585991,11432900,15795142,11812400,,,95.67,36.5,315.34,69.56,3.56,42.76,55.41,89.46,30.3,77.7,47.31,86.93,47.89,,55.02,33.27,34.12,116.44,14.08,58.34,78.16,215.53,119.43,75.38,35.28,,129.84,38.64,51.58,39.45,28.44,52.11,96.81,36.64,316.8,70.14,3.59,43.36,56.14,90.15,30.57,78.02,48.63,87.55,48.51,,55.6,33.51,34.23,117.48,14.25,58.5,78.76,217.23,119.93,75.95,35.65,,130.9,39.01,52.0,39.94,28.63,52.53,94.66,36.13,301.65,68.25,3.38,41.88,53.93,88.74,30.04,77.09,47.26,86.02,47.48,,54.3,32.26,33.79,115.36,13.87,55.93,76.39,213.87,117.37,74.43,35.17,,127.91,38.52,50.73,39.37,28.03,51.54,95.28,36.37,302.1,68.66,3.43,42.3,54.62,89.85,30.18,77.52,48.56,86.42,47.85,,54.83,32.47,34.04,115.55,14.01,55.93,76.75,215.81,118.29,75.43,35.32,,128.3,38.67,50.98,39.56,28.17,51.91,35656100,9478000,18620100,8184800,709160000,17967900,5771600,5220300,20995469,9012500,7807200,11094100,12352000,,10337600,15736900,5397800,1571100,54377872,7630600,5023900,4133000,4034200,3795700,5927000,,12928000,16349000,6192472,21858000,23369100,10844200
