Date,"('Close', 'AAPL')","('Close', 'ABBV')","('Close', 'ABT')","('Close', 'ACN')","('Close', 'ADBE')","('Close', 'AIG')","('Close', 'AMGN')","('Close', 'AMT')","('Close', 'AMZN')","('Close', 'AVGO')","('Close', 'AXP')","('Close', 'BA')","('Close', 'BAC')","('Close', 'BIIB')","('Close', 'BK')","('Close', 'BKNG')","('Close', 'BLK')","('Close', 'BMY')","('Close', 'BRK-B')","('Close', 'C')","('Close', 'CAT')","('Close', 'CHTR')","('Close', 'CL')","('Close', 'CMCSA')","('Close', 'COF')","('Close', 'COP')","('Close', 'COST')","('Close', 'CRM')","('Close', 'CSCO')","('Close', 'CVS')","('Close', 'CVX')","('Close', 'DD')","('Close', 'DHR')","('Close', 'DIS')","('Close', 'DOW')","('High', 'AAPL')","('High', 'ABBV')","('High', 'ABT')","('High', 'ACN')","('High', 'ADBE')","('High', 'AIG')","('High', 'AMGN')","('High', 'AMT')","('High', 'AMZN')","('High', 'AVGO')","('High', 'AXP')","('High', 'BA')","('High', 'BAC')","('High', 'BIIB')","('High', 'BK')","('High', 'BKNG')","('High', 'BLK')","('High', 'BMY')","('High', 'BRK-B')","('High', 'C')","('High', 'CAT')","('High', 'CHTR')","('High', 'CL')","('High', 'CMCSA')","('High', 'COF')","('High', 'COP')","('High', 'COST')","('High', 'CRM')","('High', 'CSCO')","('High', 'CVS')","('High', 'CVX')","('High', 'DD')","('High', 'DHR')","('High', 'DIS')","('High', 'DOW')","('Low', 'AAPL')","('Low', 'ABBV')","('Low', 'ABT')","('Low', 'ACN')","('Low', 'ADBE')","('Low', 'AIG')","('Low', 'AMGN')","('Low', 'AMT')","('Low', 'AMZN')","('Low', 'AVGO')","('Low', 'AXP')","('Low', 'BA')","('Low', 'BAC')","('Low', 'BIIB')","('Low', 'BK')","('Low', 'BKNG')","('Low', 'BLK')","('Low', 'BMY')","('Low', 'BRK-B')","('Low', 'C')","('Low', 'CAT')","('Low', 'CHTR')","('Low', 'CL')","('Low', 'CMCSA')","('Low', 'COF')","('Low', 'COP')","('Low', 'COST')","('Low', 'CRM')","('Low', 'CSCO')","('Low', 'CVS')","('Low', 'CVX')","('Low', 'DD')","('Low', 'DHR')","('Low', 'DIS')","('Low', 'DOW')","('Open', 'AAPL')","('Open', 'ABBV')","('Open', 'ABT')","('Open', 'ACN')","('Open', 'ADBE')","('Open', 'AIG')","('Open', 'AMGN')","('Open', 'AMT')","('Open', 'AMZN')","('Open', 'AVGO')","('Open', 'AXP')","('Open', 'BA')","('Open', 'BAC')","('Open', 'BIIB')","('Open', 'BK')","('Open', 'BKNG')","('Open', 'BLK')","('Open', 'BMY')","('Open', 'BRK-B')","('Open', 'C')","('Open', 'CAT')","('Open', 'CHTR')","('Open', 'CL')","('Open', 'CMCSA')","('Open', 'COF')","('Open', 'COP')","('Open', 'COST')","('Open', 'CRM')","('Open', 'CSCO')","('Open', 'CVS')","('Open', 'CVX')","('Open', 'DD')","('Open', 'DHR')","('Open', 'DIS')","('Open', 'DOW')","('Volume', 'AAPL')","('Volume', 'ABBV')","('Volume', 'ABT')","('Volume', 'ACN')","('Volume', 'ADBE')","('Volume', 'AIG')","('Volume', 'AMGN')","('Volume', 'AMT')","('Volume', 'AMZN')","('Volume', 'AVGO')","('Volume', 'AXP')","('Volume', 'BA')","('Volume', 'BAC')","('Volume', 'BIIB')","('Volume', 'BK')","('Volume', 'BKNG')","('Volume', 'BLK')","('Volume', 'BMY')","('Volume', 'BRK-B')","('Volume', 'C')","('Volume', 'CAT')","('Volume', 'CHTR')","('Volume', 'CL')","('Volume', 'CMCSA')","('Volume', 'COF')","('Volume', 'COP')","('Volume', 'COST')","('Volume', 'CRM')","('Volume', 'CSCO')","('Volume', 'CVS')","('Volume', 'CVX')","('Volume', 'DD')","('Volume', 'DHR')","('Volume', 'DIS')","('Volume', 'DOW')","('Close', 'DUK')","('Close', 'EMR')","('Close', 'EXC')","('Close', 'F')","('Close', 'FDX')","('Close', 'GD')","('Close', 'GE')","('Close', 'GILD')","('Close', 'GM')","('Close', 'GOOG')","('Close', 'GOOGL')","('Close', 'GS')","('Close', 'HD')","('Close', 'HON')","('Close', 'IBM')","('Close', 'INTC')","('Close', 'JNJ')","('Close', 'JPM')","('Close', 'KHC')","('Close', 'KO')","('Close', 'LIN')","('Close', 'LLY')","('Close', 'LMT')","('Close', 'LOW')","('Close', 'MA')","('Close', 'MCD')","('Close', 'MDLZ')","('Close', 'MDT')","('Close', 'MET')","('Close', 'META')","('Close', 'MMM')","('Close', 'MO')","('Close', 'MRK')","('Close', 'MS')","('Close', 'MSFT')","('High', 'DUK')","('High', 'EMR')","('High', 'EXC')","('High', 'F')","('High', 'FDX')","('High', 'GD')","('High', 'GE')","('High', 'GILD')","('High', 'GM')","('High', 'GOOG')","('High', 'GOOGL')","('High', 'GS')","('High', 'HD')","('High', 'HON')","('High', 'IBM')","('High', 'INTC')","('High', 'JNJ')","('High', 'JPM')","('High', 'KHC')","('High', 'KO')","('High', 'LIN')","('High', 'LLY')","('High', 'LMT')","('High', 'LOW')","('High', 'MA')","('High', 'MCD')","('High', 'MDLZ')","('High', 'MDT')","('High', 'MET')","('High', 'META')","('High', 'MMM')","('High', 'MO')","('High', 'MRK')","('High', 'MS')","('High', 'MSFT')","('Low', 'DUK')","('Low', 'EMR')","('Low', 'EXC')","('Low', 'F')","('Low', 'FDX')","('Low', 'GD')","('Low', 'GE')","('Low', 'GILD')","('Low', 'GM')","('Low', 'GOOG')","('Low', 'GOOGL')","('Low', 'GS')","('Low', 'HD')","('Low', 'HON')","('Low', 'IBM')","('Low', 'INTC')","('Low', 'JNJ')","('Low', 'JPM')","('Low', 'KHC')","('Low', 'KO')","('Low', 'LIN')","('Low', 'LLY')","('Low', 'LMT')","('Low', 'LOW')","('Low', 'MA')","('Low', 'MCD')","('Low', 'MDLZ')","('Low', 'MDT')","('Low', 'MET')","('Low', 'META')","('Low', 'MMM')","('Low', 'MO')","('Low', 'MRK')","('Low', 'MS')","('Low', 'MSFT')","('Open', 'DUK')","('Open', 'EMR')","('Open', 'EXC')","('Open', 'F')","('Open', 'FDX')","('Open', 'GD')","('Open', 'GE')","('Open', 'GILD')","('Open', 'GM')","('Open', 'GOOG')","('Open', 'GOOGL')","('Open', 'GS')","('Open', 'HD')","('Open', 'HON')","('Open', 'IBM')","('Open', 'INTC')","('Open', 'JNJ')","('Open', 'JPM')","('Open', 'KHC')","('Open', 'KO')","('Open', 'LIN')","('Open', 'LLY')","('Open', 'LMT')","('Open', 'LOW')","('Open', 'MA')","('Open', 'MCD')","('Open', 'MDLZ')","('Open', 'MDT')","('Open', 'MET')","('Open', 'META')","('Open', 'MMM')","('Open', 'MO')","('Open', 'MRK')","('Open', 'MS')","('Open', 'MSFT')","('Volume', 'DUK')","('Volume', 'EMR')","('Volume', 'EXC')","('Volume', 'F')","('Volume', 'FDX')","('Volume', 'GD')","('Volume', 'GE')","('Volume', 'GILD')","('Volume', 'GM')","('Volume', 'GOOG')","('Volume', 'GOOGL')","('Volume', 'GS')","('Volume', 'HD')","('Volume', 'HON')","('Volume', 'IBM')","('Volume', 'INTC')","('Volume', 'JNJ')","('Volume', 'JPM')","('Volume', 'KHC')","('Volume', 'KO')","('Volume', 'LIN')","('Volume', 'LLY')","('Volume', 'LMT')","('Volume', 'LOW')","('Volume', 'MA')","('Volume', 'MCD')","('Volume', 'MDLZ')","('Volume', 'MDT')","('Volume', 'MET')","('Volume', 'META')","('Volume', 'MMM')","('Volume', 'MO')","('Volume', 'MRK')","('Volume', 'MS')","('Volume', 'MSFT')","('Close', 'NEE')","('Close', 'NFLX')","('Close', 'NKE')","('Close', 'NVDA')","('Close', 'ORCL')","('Close', 'PEP')","('Close', 'PFE')","('Close', 'PG')","('Close', 'PM')","('Close', 'PYPL')","('Close', 'QCOM')","('Close', 'RTX')","('Close', 'SBUX')","('Close', 'SO')","('Close', 'SPG')","('Close', 'T')","('Close', 'TGT')","('Close', 'TMO')","('Close', 'TMUS')","('Close', 'TSLA')","('Close', 'TXN')","('Close', 'UNH')","('Close', 'UNP')","('Close', 'UPS')","('Close', 'USB')","('Close', 'V')","('Close', 'VZ')","('Close', 'WBA')","('Close', 'WFC')","('Close', 'WMT')","('Close', 'XOM')","('High', 'NEE')","('High', 'NFLX')","('High', 'NKE')","('High', 'NVDA')","('High', 'ORCL')","('High', 'PEP')","('High', 'PFE')","('High', 'PG')","('High', 'PM')","('High', 'PYPL')","('High', 'QCOM')","('High', 'RTX')","('High', 'SBUX')","('High', 'SO')","('High', 'SPG')","('High', 'T')","('High', 'TGT')","('High', 'TMO')","('High', 'TMUS')","('High', 'TSLA')","('High', 'TXN')","('High', 'UNH')","('High', 'UNP')","('High', 'UPS')","('High', 'USB')","('High', 'V')","('High', 'VZ')","('High', 'WBA')","('High', 'WFC')","('High', 'WMT')","('High', 'XOM')","('Low', 'NEE')","('Low', 'NFLX')","('Low', 'NKE')","('Low', 'NVDA')","('Low', 'ORCL')","('Low', 'PEP')","('Low', 'PFE')","('Low', 'PG')","('Low', 'PM')","('Low', 'PYPL')","('Low', 'QCOM')","('Low', 'RTX')","('Low', 'SBUX')","('Low', 'SO')","('Low', 'SPG')","('Low', 'T')","('Low', 'TGT')","('Low', 'TMO')","('Low', 'TMUS')","('Low', 'TSLA')","('Low', 'TXN')","('Low', 'UNH')","('Low', 'UNP')","('Low', 'UPS')","('Low', 'USB')","('Low', 'V')","('Low', 'VZ')","('Low', 'WBA')","('Low', 'WFC')","('Low', 'WMT')","('Low', 'XOM')","('Open', 'NEE')","('Open', 'NFLX')","('Open', 'NKE')","('Open', 'NVDA')","('Open', 'ORCL')","('Open', 'PEP')","('Open', 'PFE')","('Open', 'PG')","('Open', 'PM')","('Open', 'PYPL')","('Open', 'QCOM')","('Open', 'RTX')","('Open', 'SBUX')","('Open', 'SO')","('Open', 'SPG')","('Open', 'T')","('Open', 'TGT')","('Open', 'TMO')","('Open', 'TMUS')","('Open', 'TSLA')","('Open', 'TXN')","('Open', 'UNH')","('Open', 'UNP')","('Open', 'UPS')","('Open', 'USB')","('Open', 'V')","('Open', 'VZ')","('Open', 'WBA')","('Open', 'WFC')","('Open', 'WMT')","('Open', 'XOM')","('Volume', 'NEE')","('Volume', 'NFLX')","('Volume', 'NKE')","('Volume', 'NVDA')","('Volume', 'ORCL')","('Volume', 'PEP')","('Volume', 'PFE')","('Volume', 'PG')","('Volume', 'PM')","('Volume', 'PYPL')","('Volume', 'QCOM')","('Volume', 'RTX')","('Volume', 'SBUX')","('Volume', 'SO')","('Volume', 'SPG')","('Volume', 'T')","('Volume', 'TGT')","('Volume', 'TMO')","('Volume', 'TMUS')","('Volume', 'TSLA')","('Volume', 'TXN')","('Volume', 'UNH')","('Volume', 'UNP')","('Volume', 'UPS')","('Volume', 'USB')","('Volume', 'V')","('Volume', 'VZ')","('Volume', 'WBA')","('Volume', 'WFC')","('Volume', 'WMT')","('Volume', 'XOM')"
2021-04-01,120.03,90.34,109.11,259.96,483.34,41.88,215.99,209.3,158.05,43.23,136.8,252.96,35.35,278.71,41.61,2348.59,687.53,52.62,258.2,62.07,212.76,608.58,70.22,47.83,119.5,45.96,336.97,216.44,45.22,63.61,87.68,71.64,195.66,185.87,50.5,121.18,90.73,110.88,260.37,487.04,41.92,216.71,209.69,158.12,43.29,136.85,257.88,35.38,281.88,41.66,2355.76,687.85,52.96,258.47,62.2,214.82,622.41,70.67,48.12,120.41,45.97,339.23,216.65,45.29,64.47,87.77,71.68,197.45,186.0,50.59,119.53,89.34,108.96,257.84,480.71,41.42,213.59,206.65,155.78,42.62,134.56,251.31,34.66,278.0,41.07,2314.85,679.25,52.29,254.8,61.29,208.05,605.66,69.35,47.38,118.05,44.69,333.83,211.15,44.67,63.28,86.4,70.41,194.85,182.55,49.62,120.67,90.68,110.34,260.22,483.12,41.52,216.47,209.3,155.9,42.88,134.69,256.67,34.76,280.0,41.41,2320.81,681.21,52.83,255.74,61.29,211.44,618.0,70.2,47.72,118.23,45.19,334.7,211.38,45.02,64.41,87.28,71.22,196.05,183.37,49.99,75089100,5091700,4015100,2301900,2664700,3547700,2176900,1726900,58806000,23528000,2629200,10934500,65587000,996300,4046100,248200,549200,9725600,5573400,15251300,3787100,1648100,4881300,16665000,2589000,10165000,2938600,7763500,17896200,6965300,8515800,2263300,1967683,7749400,3698900,80.66,82.33,26.72,9.34,259.55,162.86,64.82,55.83,55.88,106.16,105.76,293.54,275.94,197.82,105.52,58.71,143.05,135.97,32.56,45.87,264.2,176.78,328.35,175.11,353.61,203.36,52.28,103.81,53.69,296.83,135.69,35.79,63.85,67.43,233.52,80.87,82.52,26.77,9.43,260.89,163.68,65.21,56.16,56.28,106.42,106.06,295.34,276.66,198.89,106.07,59.02,143.94,136.04,32.61,46.43,264.75,179.48,330.09,175.63,353.7,204.27,52.49,104.33,53.71,300.55,136.55,35.9,64.16,67.49,233.99,79.88,81.55,26.48,9.23,257.95,161.98,64.19,54.98,55.14,104.13,103.86,290.42,272.48,196.63,104.76,57.83,142.55,134.06,32.03,45.83,260.74,176.23,325.98,173.62,345.76,201.62,51.84,103.31,52.79,294.78,134.38,35.27,63.63,66.81,229.37,80.79,82.11,26.6,9.43,259.55,163.59,64.58,55.25,55.99,104.18,103.9,290.54,275.16,198.88,105.94,58.86,142.85,134.37,32.6,46.27,262.59,178.29,326.55,175.0,347.51,202.87,52.4,104.03,52.95,296.57,136.08,35.79,63.91,67.14,229.78,2876100,3358500,5773716,61907500,1443500,851000,11874438,10514200,17783600,33980000,39880000,2659000,3923900,2109600,4261404,31416300,7229700,16561500,4561000,15834700,1594900,2340400,1261600,3192200,3701800,2441200,7649900,6020900,3470600,17616000,2274912,8271900,9121373,13195600,30338000,67.48,539.42,124.46,13.78,67.24,123.25,29.26,120.04,70.7,247.54,124.95,69.6,98.86,52.56,89.39,16.83,177.54,450.95,123.93,220.58,169.13,341.83,198.96,142.65,45.84,209.88,43.67,43.88,35.62,42.5,48.12,68.02,540.5,126.48,13.84,67.26,124.14,29.38,121.11,71.38,252.65,125.53,70.07,99.47,52.56,89.51,16.84,178.2,456.7,123.94,230.81,169.55,347.06,200.39,143.37,45.85,210.73,43.74,44.46,35.64,42.9,48.17,67.13,527.03,124.16,13.48,65.85,122.23,29.03,119.19,70.12,246.04,121.15,69.29,97.79,51.93,87.4,16.59,173.68,450.74,121.22,219.81,167.33,340.61,197.88,140.61,45.1,205.46,43.25,42.6,34.98,42.41,47.07,67.24,529.93,126.48,13.54,65.97,123.17,29.26,120.73,70.99,248.04,121.96,69.9,99.47,52.49,89.23,16.7,175.25,455.84,122.2,229.46,168.29,346.6,199.57,141.74,45.27,206.9,43.46,43.74,35.02,42.6,47.22,6548900,3938600,5720600,308276000,13228700,4823400,21319900,9117800,4647100,6990100,14069600,6166200,5793000,3396300,2858600,42999548,2730200,993200,4281700,105895200,4581300,2977700,2551300,3615000,6219400,6138400,12885100,8647255,22706900,25595100,23194500
2021-04-05,122.86,88.36,109.95,262.57,491.62,42.21,218.46,213.39,161.34,44.37,138.21,259.36,35.63,277.88,42.19,2374.93,702.94,52.81,262.66,61.74,213.64,605.5,71.09,47.88,122.09,44.42,342.56,218.0,45.92,64.24,86.65,71.18,196.92,185.41,50.49,123.11,90.81,110.4,264.02,495.51,42.58,218.99,213.56,161.8,44.48,139.55,260.48,36.06,279.92,42.51,2402.24,706.29,53.18,263.35,63.09,215.43,611.17,71.43,48.16,123.14,45.86,344.31,219.53,46.36,64.55,87.75,72.75,198.33,188.53,50.98,120.1,87.75,109.23,260.39,480.5,41.98,215.89,209.54,158.06,43.31,137.78,256.25,35.45,276.63,41.8,2352.93,692.01,52.58,260.0,61.47,212.42,600.16,70.27,47.57,120.62,44.2,338.78,216.65,45.23,63.47,86.37,70.95,196.11,185.01,50.23,120.88,90.81,109.76,260.59,483.69,42.39,215.89,209.93,158.65,43.63,139.01,256.56,35.81,279.24,42.06,2375.74,692.57,52.6,260.02,62.86,214.82,607.48,70.38,47.68,120.95,45.86,339.41,217.32,45.23,63.5,87.67,72.5,197.88,188.33,50.81,88651200,10584400,6314600,2631300,2982500,3437700,2230500,1716700,66698000,22966000,2960100,13750300,50328500,744900,3655600,342300,593500,8868100,5049600,16128400,2323400,1443100,4026900,14837900,2583100,10460000,2705700,5553200,19860900,6063800,8692700,3566400,2880348,7405300,4077900,81.21,83.42,27.07,9.75,257.75,167.15,65.7,55.74,59.01,110.52,110.19,289.86,282.8,200.08,107.66,60.52,143.58,136.69,32.79,46.13,268.49,176.45,335.19,177.32,358.49,206.65,52.62,105.62,53.67,307.02,137.29,36.01,63.78,67.24,239.99,81.82,84.28,27.23,9.81,262.36,167.21,66.24,55.89,59.16,111.11,110.69,298.2,283.2,200.84,108.26,60.7,144.74,137.87,32.94,46.49,269.97,177.41,336.65,178.18,360.63,207.23,53.07,105.68,54.62,308.87,137.98,36.4,64.53,68.37,240.85,80.57,83.0,26.75,9.46,256.83,163.92,65.26,55.06,56.8,106.85,106.53,289.42,277.73,199.26,105.65,58.85,142.9,135.78,32.6,45.68,265.81,174.74,329.27,175.05,354.62,204.24,52.35,104.08,53.5,298.84,136.4,35.98,63.6,67.1,233.85,80.72,83.01,26.78,9.51,261.8,164.1,65.75,55.62,57.04,106.92,106.62,298.2,277.82,199.57,105.84,59.07,143.76,137.39,32.6,45.73,265.81,177.12,329.27,175.61,357.01,204.61,52.42,104.38,54.25,299.05,136.53,36.05,64.21,68.28,233.91,2839800,3658800,6254883,82332700,1727200,1189200,10180082,6071200,24633000,43298000,48510000,3235000,4697200,2258700,5722980,27947500,7387100,13508000,4416500,16368700,1400000,2864800,1489300,3507200,2180300,2866300,6538200,4984400,3980700,28237000,2347748,6937500,9828144,10458800,36910600,68.38,540.67,126.89,13.95,69.44,124.89,29.24,121.98,71.14,251.02,127.25,70.17,100.34,52.84,89.28,16.96,181.63,459.93,127.58,230.35,173.42,344.72,201.91,143.21,46.29,211.99,44.1,45.53,35.48,43.69,47.37,69.01,542.85,127.41,13.98,70.13,125.92,29.48,122.69,71.8,251.76,127.4,70.66,100.64,53.1,90.02,17.03,182.03,461.97,127.83,236.05,173.99,347.0,202.94,144.12,46.6,213.41,44.29,45.67,36.25,43.92,48.06,68.17,529.23,124.99,13.7,67.47,123.29,29.1,120.44,71.07,245.7,125.34,69.84,99.3,52.45,87.9,16.9,178.67,454.83,124.5,228.23,170.51,342.36,200.64,142.51,46.1,210.31,43.79,43.99,35.34,42.68,47.07,68.17,540.01,124.99,13.83,67.59,123.75,29.37,120.65,71.07,250.51,126.08,70.12,99.34,52.45,90.02,16.91,178.67,454.83,124.73,235.9,170.84,344.2,200.79,143.34,46.34,211.56,43.84,43.99,35.98,42.84,48.04,7328400,3355900,5508900,255672000,25010200,5980700,22096900,8279100,3593300,5744400,12562800,5637900,6913100,3104000,2911900,50996905,2833000,1509600,4316100,125528400,4323900,2709400,1958400,2315900,4769200,10440500,14326300,6142126,21293400,40043100,23264800
2021-04-06,123.16,87.73,110.05,263.03,491.34,42.13,215.93,212.37,161.19,43.95,138.29,255.17,35.53,271.76,41.88,2387.57,700.87,51.83,263.06,61.61,210.84,613.39,71.39,48.13,121.57,44.73,341.89,218.79,45.58,63.88,85.88,70.65,197.38,186.62,50.5,124.06,88.48,111.92,264.36,495.59,42.47,218.91,212.85,162.37,44.35,138.65,259.35,35.94,276.5,42.19,2412.62,705.15,52.93,263.34,62.01,216.36,616.99,71.64,48.32,122.44,45.65,344.44,219.24,45.75,64.36,87.13,71.86,200.73,188.14,51.12,122.62,87.31,109.71,261.18,487.57,41.75,215.18,210.28,160.85,43.4,136.62,254.66,35.33,271.3,41.56,2373.01,698.2,51.75,261.94,61.14,210.46,600.53,70.81,47.52,120.66,44.59,340.83,215.98,45.36,63.68,85.77,70.25,196.58,184.79,50.13,123.45,88.12,110.09,262.85,492.32,42.16,218.21,212.82,161.19,43.89,138.13,257.21,35.39,276.17,42.11,2380.67,705.15,52.85,262.86,61.41,212.54,603.46,70.84,47.73,121.63,44.77,341.59,217.53,45.54,64.36,86.44,71.18,199.37,185.41,50.22,80171300,8522500,5146400,1786600,1878300,3753100,2040100,1771800,50756000,18063000,2851200,11180300,42590100,1006500,3120400,411100,492300,14002200,3060600,12908400,2614500,874400,3814800,15551900,2264500,6253600,2142000,5448500,15126100,6746500,8125100,2390400,2999239,7926200,3420300,81.74,83.3,27.12,9.92,258.3,166.72,65.41,55.65,59.88,110.48,109.71,293.02,281.35,200.0,106.3,59.63,143.54,135.73,33.11,46.47,267.27,174.45,335.38,177.75,359.71,209.41,52.86,106.41,53.39,304.38,137.2,36.05,62.78,68.18,238.83,81.77,84.35,27.22,9.97,260.38,167.25,65.9,55.88,61.33,111.12,110.64,294.34,283.28,201.7,107.43,60.56,144.54,137.28,33.19,46.87,268.32,177.15,336.38,178.45,360.86,209.73,53.01,106.99,53.99,309.44,137.74,36.33,63.73,68.2,240.31,80.49,82.99,26.89,9.7,256.95,166.09,65.26,55.26,58.43,109.99,109.34,290.27,280.77,199.38,106.2,59.38,143.2,135.13,32.62,46.21,265.64,174.16,333.04,176.18,352.83,206.53,52.15,105.1,53.19,303.38,136.6,35.89,62.65,66.82,237.88,81.07,83.62,27.0,9.75,257.83,166.09,65.7,55.46,58.49,110.37,109.79,290.71,281.2,200.35,107.38,60.08,144.15,135.95,32.63,46.34,267.64,176.26,333.21,176.55,355.16,207.42,52.39,105.31,53.3,306.95,137.31,35.91,63.71,67.07,238.58,3634300,2843700,5674315,67499400,1407200,930500,8035938,5708300,39518700,27060000,35240000,1801700,3988600,1796000,3787566,28771400,5074200,13071600,4958000,15614300,1615800,2488400,1035700,2917700,2661900,3230900,6514100,5128200,3956300,17335200,1761349,7169300,13394698,9445000,22931900,69.07,544.53,128.8,13.83,69.55,125.34,29.06,122.02,71.16,253.19,125.19,69.81,102.26,53.22,90.4,17.11,181.7,463.24,127.6,230.54,171.36,339.31,199.76,144.06,46.17,211.61,44.28,44.64,35.82,43.9,47.24,69.24,554.17,129.32,14.02,69.9,125.8,29.34,122.49,71.49,255.0,127.16,70.33,102.87,53.25,90.68,17.11,183.43,467.45,128.15,232.18,173.34,344.36,202.47,144.94,46.32,212.33,44.28,45.73,35.86,44.17,48.24,67.64,543.3,126.71,13.74,68.5,124.37,29.02,121.25,70.39,249.5,124.81,69.53,100.41,52.5,88.86,16.95,179.51,458.15,126.58,227.12,169.99,337.78,199.49,142.61,45.75,208.41,43.95,44.5,35.29,43.41,47.17,68.19,544.81,127.19,13.97,68.93,124.79,29.23,121.58,70.99,251.65,126.81,69.88,100.66,52.66,89.03,16.96,180.79,462.46,126.58,230.1,171.03,343.42,202.36,143.33,46.06,210.61,44.05,45.27,35.43,43.59,47.66,6570500,3474200,4670100,191744000,14699800,4751900,20722900,6180600,3780100,5580400,9100000,8489200,6745200,2879900,2500000,44574314,2494900,1150700,4906600,84815400,3506900,2698600,1590800,2465600,4513200,7828100,12198300,4807701,20969600,31044600,18926300
2021-04-07,124.81,87.59,110.18,263.91,493.41,42.51,215.08,213.36,163.97,43.83,139.22,252.58,35.86,268.02,41.94,2376.37,706.51,51.89,263.62,61.69,210.63,611.63,71.17,47.92,122.43,44.56,340.65,218.49,45.36,63.77,86.39,69.32,196.52,184.48,50.02,124.83,88.35,110.89,264.9,494.85,42.53,216.9,214.37,165.18,43.96,140.38,255.9,35.94,272.0,42.33,2405.52,708.5,52.29,264.34,62.05,214.08,616.33,71.81,48.38,123.7,45.22,343.16,220.36,45.68,64.14,86.7,70.34,198.12,187.21,50.79,122.12,86.72,109.71,262.54,487.89,41.96,214.19,210.08,161.18,43.42,137.88,250.83,35.44,267.18,41.73,2361.51,700.23,51.78,262.4,61.06,209.66,607.84,71.03,47.6,121.99,44.36,339.51,217.11,45.19,63.47,85.62,68.93,195.39,183.88,49.76,122.79,87.85,109.91,263.35,492.98,42.15,215.12,212.41,161.69,43.6,139.49,255.31,35.6,272.0,42.1,2394.53,702.31,51.85,262.99,61.88,212.04,614.51,71.72,48.36,122.54,44.91,342.6,219.65,45.57,64.1,85.79,70.19,196.57,186.69,50.41,83466700,8037300,4313000,2736300,1576800,2719700,1583500,2143200,66924000,12074000,2399500,9925700,43136400,851400,3351600,235500,477100,11799700,3582700,14081400,2449600,644500,5027800,17331800,1805900,12408400,1808400,4403400,15783600,5137400,7699300,2193600,1820930,6238700,2374000,81.95,82.95,27.36,9.77,255.5,166.43,65.36,55.12,58.81,111.72,111.18,292.56,280.17,199.38,106.87,60.26,143.74,137.86,33.06,46.55,264.68,174.0,336.46,177.26,361.18,210.04,52.95,105.96,53.84,311.17,137.28,35.88,63.05,68.14,240.79,82.15,83.72,27.43,9.92,258.54,167.52,66.04,55.73,59.81,111.98,111.46,294.93,282.57,200.63,106.87,60.55,144.33,138.13,33.28,46.74,267.56,174.82,336.65,178.25,363.98,210.22,53.07,107.21,53.85,312.32,137.56,36.17,63.28,68.73,241.78,81.56,82.49,27.14,9.72,253.28,165.27,64.73,54.8,58.67,110.51,109.9,289.69,278.79,198.26,105.95,59.45,143.48,135.83,32.86,46.41,263.83,172.95,332.82,176.36,359.15,208.8,52.64,105.37,53.18,303.63,136.55,35.69,62.72,67.63,238.18,81.85,83.16,27.19,9.88,257.68,167.13,65.41,55.52,59.8,110.55,109.9,293.59,280.51,199.12,106.0,59.73,143.69,136.23,33.23,46.55,266.69,174.55,335.18,177.11,359.29,209.2,52.9,106.28,53.35,304.46,136.72,36.07,63.02,68.14,238.78,2549200,2847400,6451864,42264000,1469200,984900,8379669,5188700,17167900,25798000,24134000,2157300,3799300,1717200,3112896,17793300,4608000,16903500,3678200,10062700,3015900,3406600,976900,3276300,2958300,2551300,7403400,4299600,4379800,22855200,1795794,6101600,8970566,8329300,22719800,68.94,546.99,128.22,14.11,69.65,125.11,28.94,122.24,70.88,255.6,126.43,69.89,102.3,52.96,90.8,17.08,180.83,460.91,126.24,223.66,170.04,340.5,199.98,143.21,46.65,212.21,44.19,44.55,35.94,43.81,47.45,69.52,549.64,129.82,14.21,69.76,125.71,29.21,122.76,71.49,259.22,126.9,70.35,102.82,53.43,91.34,17.21,182.21,465.3,127.28,230.46,171.27,340.72,200.52,144.38,46.7,213.92,44.54,45.09,36.03,44.11,47.6,68.38,541.45,128.05,13.68,69.07,124.77,28.82,121.8,70.45,251.07,124.59,69.39,101.81,52.79,89.33,17.01,180.51,457.02,125.33,222.61,168.64,335.76,198.74,142.59,46.19,211.6,44.04,44.42,35.62,43.76,47.15,69.12,543.5,128.64,13.85,69.21,125.62,29.04,122.58,71.26,253.07,125.44,69.79,102.05,53.25,90.83,17.13,181.98,461.52,127.1,229.0,171.24,339.15,199.58,144.03,46.39,212.06,44.29,44.5,35.81,43.97,47.28,6761600,2151300,6646000,251284000,12356800,4849200,21933800,10244500,3354600,7243200,6958500,5334700,5629600,2311400,2541100,53821262,2100400,1801800,3057100,78928200,3678900,2158900,1634200,2079700,5068800,5614300,13218400,4315714,19393200,20361600,22385000
