Date,"('Close', 'AAPL')","('Close', 'ABBV')","('Close', 'ABT')","('Close', 'ACN')","('Close', 'ADBE')","('Close', 'AIG')","('Close', 'AMD')","('Close', 'AMGN')","('Close', 'AMT')","('Close', 'AMZN')","('Close', 'AVGO')","('Close', 'AXP')","('Close', 'BA')","('Close', 'BAC')","('Close', 'BK')","('Close', 'BKNG')","('Close', 'BLK')","('Close', 'BMY')","('Close', 'BRK-B')","('Close', 'C')","('Close', 'CAT')","('Close', 'CHTR')","('Close', 'CL')","('Close', 'CMCSA')","('Close', 'COF')","('Close', 'COP')","('Close', 'COST')","('Close', 'CRM')","('Close', 'CSCO')","('Close', 'CVS')","('Close', 'CVX')","('Close', 'DHR')","('Close', 'DIS')","('Close', 'DOW')","('Close', 'DUK')","('High', 'AAPL')","('High', 'ABBV')","('High', 'ABT')","('High', 'ACN')","('High', 'ADBE')","('High', 'AIG')","('High', 'AMD')","('High', 'AMGN')","('High', 'AMT')","('High', 'AMZN')","('High', 'AVGO')","('High', 'AXP')","('High', 'BA')","('High', 'BAC')","('High', 'BK')","('High', 'BKNG')","('High', 'BLK')","('High', 'BMY')","('High', 'BRK-B')","('High', 'C')","('High', 'CAT')","('High', 'CHTR')","('High', 'CL')","('High', 'CMCSA')","('High', 'COF')","('High', 'COP')","('High', 'COST')","('High', 'CRM')","('High', 'CSCO')","('High', 'CVS')","('High', 'CVX')","('High', 'DHR')","('High', 'DIS')","('High', 'DOW')","('High', 'DUK')","('Low', 'AAPL')","('Low', 'ABBV')","('Low', 'ABT')","('Low', 'ACN')","('Low', 'ADBE')","('Low', 'AIG')","('Low', 'AMD')","('Low', 'AMGN')","('Low', 'AMT')","('Low', 'AMZN')","('Low', 'AVGO')","('Low', 'AXP')","('Low', 'BA')","('Low', 'BAC')","('Low', 'BK')","('Low', 'BKNG')","('Low', 'BLK')","('Low', 'BMY')","('Low', 'BRK-B')","('Low', 'C')","('Low', 'CAT')","('Low', 'CHTR')","('Low', 'CL')","('Low', 'CMCSA')","('Low', 'COF')","('Low', 'COP')","('Low', 'COST')","('Low', 'CRM')","('Low', 'CSCO')","('Low', 'CVS')","('Low', 'CVX')","('Low', 'DHR')","('Low', 'DIS')","('Low', 'DOW')","('Low', 'DUK')","('Open', 'AAPL')","('Open', 'ABBV')","('Open', 'ABT')","('Open', 'ACN')","('Open', 'ADBE')","('Open', 'AIG')","('Open', 'AMD')","('Open', 'AMGN')","('Open', 'AMT')","('Open', 'AMZN')","('Open', 'AVGO')","('Open', 'AXP')","('Open', 'BA')","('Open', 'BAC')","('Open', 'BK')","('Open', 'BKNG')","('Open', 'BLK')","('Open', 'BMY')","('Open', 'BRK-B')","('Open', 'C')","('Open', 'CAT')","('Open', 'CHTR')","('Open', 'CL')","('Open', 'CMCSA')","('Open', 'COF')","('Open', 'COP')","('Open', 'COST')","('Open', 'CRM')","('Open', 'CSCO')","('Open', 'CVS')","('Open', 'CVX')","('Open', 'DHR')","('Open', 'DIS')","('Open', 'DOW')","('Open', 'DUK')","('Volume', 'AAPL')","('Volume', 'ABBV')","('Volume', 'ABT')","('Volume', 'ACN')","('Volume', 'ADBE')","('Volume', 'AIG')","('Volume', 'AMD')","('Volume', 'AMGN')","('Volume', 'AMT')","('Volume', 'AMZN')","('Volume', 'AVGO')","('Volume', 'AXP')","('Volume', 'BA')","('Volume', 'BAC')","('Volume', 'BK')","('Volume', 'BKNG')","('Volume', 'BLK')","('Volume', 'BMY')","('Volume', 'BRK-B')","('Volume', 'C')","('Volume', 'CAT')","('Volume', 'CHTR')","('Volume', 'CL')","('Volume', 'CMCSA')","('Volume', 'COF')","('Volume', 'COP')","('Volume', 'COST')","('Volume', 'CRM')","('Volume', 'CSCO')","('Volume', 'CVS')","('Volume', 'CVX')","('Volume', 'DHR')","('Volume', 'DIS')","('Volume', 'DOW')","('Volume', 'DUK')","('Close', 'EMR')","('Close', 'EXC')","('Close', 'F')","('Close', 'FDX')","('Close', 'GD')","('Close', 'GE')","('Close', 'GILD')","('Close', 'GM')","('Close', 'GOOG')","('Close', 'GOOGL')","('Close', 'GS')","('Close', 'HD')","('Close', 'HON')","('Close', 'IBM')","('Close', 'INTC')","('Close', 'JNJ')","('Close', 'JPM')","('Close', 'KHC')","('Close', 'KO')","('Close', 'LIN')","('Close', 'LLY')","('Close', 'LMT')","('Close', 'LOW')","('Close', 'MA')","('Close', 'MCD')","('Close', 'MDLZ')","('Close', 'MDT')","('Close', 'MET')","('Close', 'META')","('Close', 'MMM')","('Close', 'MO')","('Close', 'MRK')","('Close', 'MS')","('Close', 'MSFT')","('Close', 'NEE')","('High', 'EMR')","('High', 'EXC')","('High', 'F')","('High', 'FDX')","('High', 'GD')","('High', 'GE')","('High', 'GILD')","('High', 'GM')","('High', 'GOOG')","('High', 'GOOGL')","('High', 'GS')","('High', 'HD')","('High', 'HON')","('High', 'IBM')","('High', 'INTC')","('High', 'JNJ')","('High', 'JPM')","('High', 'KHC')","('High', 'KO')","('High', 'LIN')","('High', 'LLY')","('High', 'LMT')","('High', 'LOW')","('High', 'MA')","('High', 'MCD')","('High', 'MDLZ')","('High', 'MDT')","('High', 'MET')","('High', 'META')","('High', 'MMM')","('High', 'MO')","('High', 'MRK')","('High', 'MS')","('High', 'MSFT')","('High', 'NEE')","('Low', 'EMR')","('Low', 'EXC')","('Low', 'F')","('Low', 'FDX')","('Low', 'GD')","('Low', 'GE')","('Low', 'GILD')","('Low', 'GM')","('Low', 'GOOG')","('Low', 'GOOGL')","('Low', 'GS')","('Low', 'HD')","('Low', 'HON')","('Low', 'IBM')","('Low', 'INTC')","('Low', 'JNJ')","('Low', 'JPM')","('Low', 'KHC')","('Low', 'KO')","('Low', 'LIN')","('Low', 'LLY')","('Low', 'LMT')","('Low', 'LOW')","('Low', 'MA')","('Low', 'MCD')","('Low', 'MDLZ')","('Low', 'MDT')","('Low', 'MET')","('Low', 'META')","('Low', 'MMM')","('Low', 'MO')","('Low', 'MRK')","('Low', 'MS')","('Low', 'MSFT')","('Low', 'NEE')","('Open', 'EMR')","('Open', 'EXC')","('Open', 'F')","('Open', 'FDX')","('Open', 'GD')","('Open', 'GE')","('Open', 'GILD')","('Open', 'GM')","('Open', 'GOOG')","('Open', 'GOOGL')","('Open', 'GS')","('Open', 'HD')","('Open', 'HON')","('Open', 'IBM')","('Open', 'INTC')","('Open', 'JNJ')","('Open', 'JPM')","('Open', 'KHC')","('Open', 'KO')","('Open', 'LIN')","('Open', 'LLY')","('Open', 'LMT')","('Open', 'LOW')","('Open', 'MA')","('Open', 'MCD')","('Open', 'MDLZ')","('Open', 'MDT')","('Open', 'MET')","('Open', 'META')","('Open', 'MMM')","('Open', 'MO')","('Open', 'MRK')","('Open', 'MS')","('Open', 'MSFT')","('Open', 'NEE')","('Volume', 'EMR')","('Volume', 'EXC')","('Volume', 'F')","('Volume', 'FDX')","('Volume', 'GD')","('Volume', 'GE')","('Volume', 'GILD')","('Volume', 'GM')","('Volume', 'GOOG')","('Volume', 'GOOGL')","('Volume', 'GS')","('Volume', 'HD')","('Volume', 'HON')","('Volume', 'IBM')","('Volume', 'INTC')","('Volume', 'JNJ')","('Volume', 'JPM')","('Volume', 'KHC')","('Volume', 'KO')","('Volume', 'LIN')","('Volume', 'LLY')","('Volume', 'LMT')","('Volume', 'LOW')","('Volume', 'MA')","('Volume', 'MCD')","('Volume', 'MDLZ')","('Volume', 'MDT')","('Volume', 'MET')","('Volume', 'META')","('Volume', 'MMM')","('Volume', 'MO')","('Volume', 'MRK')","('Volume', 'MS')","('Volume', 'MSFT')","('Volume', 'NEE')","('Close', 'NFLX')","('Close', 'NKE')","('Close', 'NVDA')","('Close', 'ORCL')","('Close', 'PEP')","('Close', 'PFE')","('Close', 'PG')","('Close', 'PM')","('Close', 'PYPL')","('Close', 'QCOM')","('Close', 'RTX')","('Close', 'SBUX')","('Close', 'SCHW')","('Close', 'SO')","('Close', 'SPG')","('Close', 'T')","('Close', 'TGT')","('Close', 'TMO')","('Close', 'TMUS')","('Close', 'TSLA')","('Close', 'TXN')","('Close', 'UNH')","('Close', 'UNP')","('Close', 'UPS')","('Close', 'USB')","('Close', 'V')","('Close', 'VZ')","('Close', 'WBA')","('Close', 'WFC')","('Close', 'WMT')","('Close', 'XOM')","('High', 'NFLX')","('High', 'NKE')","('High', 'NVDA')","('High', 'ORCL')","('High', 'PEP')","('High', 'PFE')","('High', 'PG')","('High', 'PM')","('High', 'PYPL')","('High', 'QCOM')","('High', 'RTX')","('High', 'SBUX')","('High', 'SCHW')","('High', 'SO')","('High', 'SPG')","('High', 'T')","('High', 'TGT')","('High', 'TMO')","('High', 'TMUS')","('High', 'TSLA')","('High', 'TXN')","('High', 'UNH')","('High', 'UNP')","('High', 'UPS')","('High', 'USB')","('High', 'V')","('High', 'VZ')","('High', 'WBA')","('High', 'WFC')","('High', 'WMT')","('High', 'XOM')","('Low', 'NFLX')","('Low', 'NKE')","('Low', 'NVDA')","('Low', 'ORCL')","('Low', 'PEP')","('Low', 'PFE')","('Low', 'PG')","('Low', 'PM')","('Low', 'PYPL')","('Low', 'QCOM')","('Low', 'RTX')","('Low', 'SBUX')","('Low', 'SCHW')","('Low', 'SO')","('Low', 'SPG')","('Low', 'T')","('Low', 'TGT')","('Low', 'TMO')","('Low', 'TMUS')","('Low', 'TSLA')","('Low', 'TXN')","('Low', 'UNH')","('Low', 'UNP')","('Low', 'UPS')","('Low', 'USB')","('Low', 'V')","('Low', 'VZ')","('Low', 'WBA')","('Low', 'WFC')","('Low', 'WMT')","('Low', 'XOM')","('Open', 'NFLX')","('Open', 'NKE')","('Open', 'NVDA')","('Open', 'ORCL')","('Open', 'PEP')","('Open', 'PFE')","('Open', 'PG')","('Open', 'PM')","('Open', 'PYPL')","('Open', 'QCOM')","('Open', 'RTX')","('Open', 'SBUX')","('Open', 'SCHW')","('Open', 'SO')","('Open', 'SPG')","('Open', 'T')","('Open', 'TGT')","('Open', 'TMO')","('Open', 'TMUS')","('Open', 'TSLA')","('Open', 'TXN')","('Open', 'UNH')","('Open', 'UNP')","('Open', 'UPS')","('Open', 'USB')","('Open', 'V')","('Open', 'VZ')","('Open', 'WBA')","('Open', 'WFC')","('Open', 'WMT')","('Open', 'XOM')","('Volume', 'NFLX')","('Volume', 'NKE')","('Volume', 'NVDA')","('Volume', 'ORCL')","('Volume', 'PEP')","('Volume', 'PFE')","('Volume', 'PG')","('Volume', 'PM')","('Volume', 'PYPL')","('Volume', 'QCOM')","('Volume', 'RTX')","('Volume', 'SBUX')","('Volume', 'SCHW')","('Volume', 'SO')","('Volume', 'SPG')","('Volume', 'T')","('Volume', 'TGT')","('Volume', 'TMO')","('Volume', 'TMUS')","('Volume', 'TSLA')","('Volume', 'TXN')","('Volume', 'UNH')","('Volume', 'UNP')","('Volume', 'UPS')","('Volume', 'USB')","('Volume', 'V')","('Volume', 'VZ')","('Volume', 'WBA')","('Volume', 'WFC')","('Volume', 'WMT')","('Volume', 'XOM')"
2023-01-03,123.33,145.48,103.37,258.14,336.92,59.17,64.02,239.43,195.87,85.82,53.02,141.73,195.39,31.14,42.68,2003.32,665.59,63.27,309.91,41.29,226.97,341.58,73.69,32.58,88.6,103.54,435.66,133.38,43.92,82.85,155.1,229.35,87.51,43.34,92.9,129.08,146.06,105.02,261.16,345.82,60.05,66.88,240.29,196.4,86.96,54.37,144.94,197.18,31.67,43.27,2019.87,676.34,63.89,312.39,42.17,228.68,345.53,73.73,32.6,91.11,107.99,440.97,135.52,44.02,82.97,159.57,234.36,88.49,43.43,92.99,122.44,144.08,102.59,255.07,331.92,58.88,63.59,236.88,192.5,84.21,52.76,140.39,192.4,30.86,42.19,1977.06,657.86,62.76,307.38,41.08,224.42,337.18,72.38,31.82,88.07,102.44,430.49,131.65,43.34,81.18,152.89,226.54,86.39,42.72,91.54,128.47,145.18,104.25,257.13,340.16,59.66,66.0,238.71,195.26,85.46,54.12,144.07,192.95,30.88,42.38,2009.84,673.03,62.83,310.07,41.27,228.68,342.06,73.37,32.0,88.3,106.69,440.2,133.78,43.84,81.79,158.71,234.19,87.52,42.96,92.45,112117500,4937500,4171900,2250100,2229100,3363500,46851800,2594800,1812400,76706000,20173000,2762200,8624600,35221500,5319300,266900,540800,7792300,3549900,19564000,2651900,1524100,2920200,23175300,2619400,5424400,1978100,8196400,17718900,6543500,7565400,3019318,14997100,3962500,2688900,90.97,38.93,9.3,167.05,233.27,52.2,77.35,32.84,89.09,88.51,322.69,294.6,202.1,127.57,25.78,163.69,125.49,35.68,57.92,307.23,356.95,443.43,187.57,340.76,248.09,61.68,72.03,66.22,123.98,91.99,36.5,102.3,77.93,234.42,77.34,91.8,39.1,9.49,167.35,234.03,52.27,78.03,33.35,90.93,90.43,324.9,297.69,202.91,127.88,26.1,163.86,127.0,35.74,58.48,310.75,360.87,449.67,190.64,348.48,248.11,62.1,72.09,66.93,125.6,92.12,36.79,102.35,78.73,240.46,78.33,89.87,38.27,9.22,164.46,231.13,51.32,76.84,32.44,88.41,87.91,319.51,290.75,200.14,126.6,25.43,161.69,124.35,35.24,57.21,303.46,353.49,440.16,185.78,337.95,243.57,60.86,71.22,65.78,121.53,90.41,36.29,100.78,77.25,232.29,76.15,91.43,39.01,9.42,164.88,232.57,51.63,77.07,33.04,89.22,88.98,322.02,296.01,202.91,127.16,26.08,161.82,125.6,35.46,58.48,306.57,358.19,448.87,189.87,343.86,247.34,61.91,71.76,66.49,122.07,91.28,36.67,101.62,77.85,237.85,77.84,2519100,5156700,45809000,2193900,777900,10280781,6050600,11793300,20738500,28131200,1589700,2822400,2219300,3338600,31308000,6344900,11054800,5749000,12180500,2374200,2006700,1657200,2602000,2933600,2743800,6545300,6544500,3107200,35528500,3124909,5127800,8062500,5108900,25740000,5535400,294.95,113.33,14.3,80.67,164.09,43.85,141.5,89.05,74.58,100.66,94.59,94.44,78.66,64.99,101.2,15.83,138.43,548.68,134.99,108.1,150.35,494.28,194.6,153.09,39.07,203.16,32.78,32.07,38.84,46.24,96.91,298.39,114.04,14.98,80.78,165.31,43.91,141.63,89.61,75.26,104.92,94.99,94.75,80.5,65.1,102.61,15.92,139.26,551.58,136.01,118.8,154.44,500.94,194.88,153.57,39.42,208.0,32.87,32.64,39.17,46.28,100.1,288.7,112.08,14.08,79.26,161.49,43.47,139.21,88.07,73.38,100.59,93.93,93.16,77.99,63.9,100.06,15.55,136.47,542.52,132.29,104.64,149.78,488.11,192.31,151.67,38.58,201.95,32.18,31.8,38.53,45.76,95.98,298.06,113.14,14.84,79.46,165.17,43.64,140.92,89.23,73.69,104.55,94.76,94.18,80.23,64.57,101.7,15.63,136.84,548.79,134.95,118.47,154.05,500.47,194.33,152.21,38.69,205.01,32.5,32.64,38.67,45.9,99.89,6764000,8124800,401277000,8997500,5137400,15603800,6447300,2730000,27974200,8110400,3532300,6607700,7443200,3761200,1313800,42149200,3685200,1785800,8245300,231402800,4294100,3525600,1766300,2206500,12795900,4202800,31330700,7377223,15944300,17249700,15146200
2023-01-04,124.6,146.66,104.91,257.26,341.41,60.04,64.66,241.93,199.82,85.14,53.67,145.03,203.64,31.72,43.73,2080.44,674.81,63.59,314.55,42.36,229.32,354.0,74.16,33.51,91.3,103.74,438.81,138.14,43.91,82.02,153.45,232.93,90.47,44.43,93.89,126.87,147.19,105.6,262.65,345.63,60.7,65.79,242.5,203.05,86.98,54.43,146.4,203.76,32.35,44.27,2083.54,680.02,64.15,316.89,42.88,230.05,355.93,74.62,33.86,93.37,104.63,441.65,140.37,44.76,83.29,155.37,234.61,91.23,44.58,94.4,123.34,144.7,104.1,255.03,336.73,59.41,63.31,238.83,196.64,83.36,53.26,143.12,195.18,31.43,43.41,2027.54,666.86,62.81,311.25,41.8,226.65,345.21,73.75,33.0,89.8,101.1,435.0,136.19,43.56,81.73,152.3,230.83,87.89,43.64,93.03,125.13,145.5,104.72,261.17,342.89,59.71,65.0,240.67,198.37,86.55,53.93,143.12,195.18,31.5,43.86,2039.42,672.7,63.26,312.0,41.98,228.03,347.01,73.76,33.2,90.11,101.8,439.41,139.75,44.58,83.18,152.39,231.92,88.52,43.86,93.41,89113600,4440400,4395500,2052400,2186800,3763600,47477100,1773800,1796000,68885100,17074000,2620400,9746900,41998500,7777700,368100,710200,9948700,5121200,21507200,2387900,1643200,3976800,24067700,3177500,4837600,2097300,14322600,18339800,7330400,7684500,2465244,14957200,4527800,2819900,90.32,39.44,9.57,170.98,230.1,55.24,77.45,33.69,88.11,87.48,324.07,298.17,198.09,128.52,26.69,165.47,126.66,36.08,57.9,305.7,355.1,442.48,189.78,348.96,248.15,62.13,74.52,67.18,126.59,94.0,36.41,103.16,78.77,224.17,77.95,90.66,39.65,9.62,172.49,233.42,55.24,78.35,33.94,90.62,90.03,326.5,300.76,199.22,129.43,26.92,165.53,127.87,36.38,58.27,309.06,359.03,445.45,190.69,350.76,250.17,62.74,75.27,67.53,128.26,94.11,36.8,103.65,79.41,227.86,78.85,88.84,38.98,9.35,168.65,227.98,52.52,76.94,33.11,87.2,86.67,321.62,295.04,195.52,127.41,26.19,163.96,125.91,35.78,57.52,304.06,352.4,435.79,186.12,343.6,246.74,61.69,72.52,66.54,125.08,92.17,36.24,102.39,77.43,221.1,77.34,90.66,39.13,9.46,168.68,232.23,53.83,78.08,33.3,90.39,89.73,324.37,299.42,196.63,128.04,26.43,164.33,126.3,35.9,58.11,307.59,356.6,439.46,189.82,345.27,249.89,61.78,72.84,66.68,126.6,92.65,36.42,103.38,77.77,227.28,77.83,3965500,4379600,53429700,2286000,1076700,21031104,5713900,11326300,27046500,34854800,1881000,3560900,3860300,3869200,37665200,9788800,11687600,8199500,13387900,2088900,1886200,1391300,2507400,2661000,2584100,6086900,9769500,3659400,32397100,3312561,7907300,8698600,7726800,50623400,4831100,309.41,115.68,14.74,81.4,163.69,42.88,142.11,88.99,77.69,104.72,94.62,97.84,80.02,65.55,104.31,16.17,139.34,557.35,135.89,113.64,155.84,480.81,196.16,154.69,40.29,208.27,33.61,32.33,39.64,46.29,97.19,311.14,116.65,14.84,82.07,165.12,43.31,143.2,89.44,78.48,105.38,95.8,98.09,80.38,66.02,105.3,16.36,140.8,563.19,136.88,114.59,156.32,494.28,197.07,155.35,40.61,208.85,33.85,32.72,40.02,46.39,97.5,295.51,114.08,14.23,80.59,162.39,42.36,141.18,88.5,75.43,102.17,94.22,96.05,78.92,64.92,101.6,15.89,134.74,550.45,133.36,107.52,152.28,477.09,194.59,153.02,39.49,205.34,32.9,31.89,39.25,45.75,95.32,298.24,114.49,14.55,81.13,164.09,43.02,141.89,89.23,76.11,103.1,94.31,96.18,79.86,65.11,102.3,15.94,135.27,554.75,136.41,109.11,152.28,494.28,195.08,154.11,39.49,205.34,33.13,32.42,39.28,46.18,95.35,9345100,8550700,431324000,7836200,4771300,21808400,7313400,5895500,19144700,7614200,5635100,8166600,6199100,3857500,1808700,43926800,4443300,1935800,6900800,180389000,6285300,5070400,1830900,1965100,16338400,6606200,28779500,7987036,18943600,13338300,18058400
2023-01-05,123.28,146.48,104.52,251.19,328.44,59.72,62.33,244.19,193.56,83.12,53.17,141.56,204.99,31.66,43.52,2114.45,655.5,63.47,312.9,42.17,228.3,361.43,73.14,33.87,89.56,106.88,432.69,134.92,43.29,80.65,156.21,223.19,90.41,44.92,92.5,125.99,147.37,105.38,256.11,337.55,60.25,64.35,245.24,198.74,85.42,53.63,143.77,204.99,31.72,43.81,2122.85,670.39,63.88,314.23,42.36,229.49,365.88,74.32,34.02,89.92,107.82,438.69,137.15,43.85,82.19,157.06,229.06,90.96,44.98,93.49,123.02,145.45,104.11,249.68,328.16,59.24,62.3,240.22,192.98,83.07,52.79,141.16,200.78,31.2,43.26,2055.84,655.47,63.13,310.0,41.47,225.71,355.37,73.05,33.16,87.23,103.91,432.14,132.84,43.18,80.64,152.65,221.78,89.03,43.74,91.75,125.36,146.12,104.8,255.43,337.53,60.1,64.15,241.64,198.06,85.33,53.23,142.26,201.72,31.52,43.53,2055.84,666.52,63.31,313.57,42.12,228.53,362.4,74.05,33.79,88.15,103.91,436.87,136.21,43.85,81.78,152.88,226.48,90.16,44.17,93.03,80962700,3516000,4896900,2477100,2081600,3902300,46159500,2056000,1495000,67930800,16277000,2505700,6913300,34177000,4269000,376000,686700,8112000,3416300,12314900,2355900,1490400,2295600,26969600,3406400,5177700,2169300,8493500,17372100,8441600,6088200,4158710,11622600,4803000,1920600,89.93,38.58,9.76,170.82,229.54,56.1,77.76,33.99,86.18,85.61,320.39,294.19,192.83,127.17,26.58,164.25,126.63,36.16,57.23,294.82,351.01,443.0,189.2,345.64,246.05,61.63,73.66,66.64,126.16,92.36,36.38,104.6,78.11,217.53,76.24,90.38,39.21,9.86,171.39,231.27,56.3,78.27,34.42,87.61,86.97,321.68,296.63,196.93,128.43,26.79,165.34,126.97,36.38,57.79,297.2,353.52,444.0,189.83,351.33,248.49,62.5,74.7,67.24,127.73,93.57,36.49,104.85,78.33,222.65,77.51,88.95,38.14,9.46,168.05,228.76,54.3,76.99,33.13,85.97,85.31,317.02,292.11,192.45,126.18,26.4,163.89,125.09,36.03,57.12,291.61,345.18,436.35,186.1,345.15,245.32,61.48,73.63,66.04,123.78,91.98,36.08,102.55,77.12,216.99,75.79,89.73,39.15,9.65,169.29,229.47,55.0,77.0,33.21,87.47,86.87,320.85,296.39,196.61,128.37,26.46,164.45,126.92,36.21,57.6,294.61,353.0,441.72,187.81,349.91,248.49,62.37,74.44,67.1,125.36,93.3,36.36,102.71,78.09,222.31,77.14,2480000,8060600,50785600,2441600,945800,16001061,5710700,11932000,23136100,27194400,1397800,2935100,4057500,2866600,33552600,6255300,8381300,6608600,9814700,3133700,2008500,1210100,1942300,2608500,1945600,5353400,7048100,2965800,25447100,3117494,7648300,9578900,5339900,39585600,5472600,309.7,115.12,14.25,81.24,161.97,42.48,140.35,88.63,76.27,102.72,94.66,97.81,79.79,63.62,101.09,16.22,140.74,552.41,140.27,110.34,153.78,466.95,190.39,151.83,39.98,206.8,34.07,30.35,39.43,46.14,99.37,314.18,116.76,14.55,82.29,163.5,42.76,142.35,88.87,77.32,104.15,95.2,98.43,80.26,65.29,103.11,16.32,140.97,559.73,140.9,111.75,156.64,478.51,195.64,153.64,40.26,209.79,34.28,31.2,39.62,46.41,100.04,304.55,114.6,14.13,80.19,161.76,41.85,140.15,87.7,75.65,102.47,93.51,96.93,78.91,63.38,100.88,16.01,137.12,547.81,136.08,107.16,152.78,465.56,190.09,151.39,39.44,206.16,33.35,29.58,38.97,45.94,96.73,307.0,114.79,14.48,81.9,162.76,42.54,142.09,88.43,77.3,103.22,94.09,97.86,79.58,65.08,102.97,16.17,138.87,551.27,136.54,110.51,154.57,477.48,194.74,152.74,40.14,209.44,33.67,30.96,39.58,46.2,96.76,8328400,6046700,389168000,7643800,3647100,20057400,5373800,3590200,11113800,7546000,4967200,5575100,4562400,4098700,1390600,31081800,3266000,2220000,9254700,157986300,6876800,5497100,2317500,2736800,8364000,5246000,29987200,19328231,12380700,13274400,15946600
2023-01-06,127.82,149.22,105.96,257.14,332.75,60.69,63.96,251.82,199.37,86.08,56.37,145.17,213.0,31.97,44.2,2148.27,689.86,64.42,318.69,42.67,236.45,367.73,74.48,34.7,92.51,108.21,464.1,139.05,44.62,81.68,157.39,220.79,92.38,46.72,94.22,128.48,150.62,106.35,258.36,334.88,60.74,64.3,253.31,200.13,86.4,56.61,145.42,213.04,32.13,44.31,2160.05,690.38,64.78,320.16,43.02,237.44,370.29,74.93,34.8,93.16,110.01,465.59,140.18,44.87,81.97,159.91,225.68,93.14,46.9,94.77,123.15,147.04,103.96,249.65,322.44,59.95,60.05,246.18,192.46,81.43,53.87,140.64,203.55,31.16,43.45,2120.58,664.12,63.63,313.38,42.04,230.16,360.79,73.73,34.04,89.78,107.58,444.25,134.14,43.66,81.13,156.62,212.04,89.82,45.27,93.17,124.26,147.69,105.65,252.14,332.28,60.26,63.15,247.1,194.71,83.03,53.94,142.82,205.3,31.67,43.76,2134.34,666.88,63.85,315.0,42.45,230.78,367.07,73.94,34.4,89.89,108.46,445.08,136.15,43.82,81.44,157.8,224.18,91.14,45.54,93.35,87754700,5099100,3800400,1587000,2216600,2893400,70161300,2887800,1980200,83303400,35261000,3077400,11256400,34068700,4277100,350400,1215700,7311100,3647900,16736300,3945100,1086000,2274500,18780000,3668600,4442300,5174500,9145700,20823000,8957500,7191200,6586956,9828100,6100700,2157300,92.71,39.39,10.02,175.06,232.94,56.61,79.78,34.87,87.56,86.74,324.42,296.12,198.3,129.51,27.7,165.58,129.06,37.26,58.34,305.12,354.94,439.45,189.38,361.85,252.91,63.33,74.42,67.53,129.22,95.18,37.25,105.7,79.6,220.09,77.18,93.19,39.61,10.03,175.71,236.41,56.92,79.97,34.97,87.87,87.09,325.28,297.35,199.05,130.0,27.8,166.21,129.47,37.43,58.59,306.06,358.62,453.15,190.16,362.88,253.31,63.55,74.76,67.85,129.53,95.49,37.48,106.3,79.96,220.9,77.84,90.77,38.91,9.64,170.45,229.9,55.67,78.1,33.55,84.99,84.28,317.77,288.16,194.15,127.6,26.4,164.79,125.83,36.55,57.58,296.83,349.7,432.51,183.24,349.69,247.21,62.28,73.03,67.17,125.27,92.95,36.76,104.97,77.92,214.63,76.41,91.16,39.0,9.65,171.85,232.07,56.66,78.45,33.69,86.77,86.2,323.69,294.96,194.72,128.32,26.93,165.47,127.36,36.69,57.89,297.07,352.07,445.73,189.16,351.65,247.56,62.52,74.08,67.46,128.18,93.64,36.85,105.22,78.58,218.2,77.1,2610900,6971900,53089100,2039400,1074800,13018044,5939400,9783500,26612600,41381500,3097800,4022500,4056300,3574000,31788600,5706000,10029100,6424100,9990000,2538900,2131300,1969200,3121400,4432800,2855400,5845500,5994400,3890900,27584500,2890732,7031300,8632300,5710900,43613600,5235300,315.55,118.85,14.84,82.54,165.63,43.56,143.69,90.98,76.48,108.3,96.14,99.92,81.16,64.75,102.34,16.49,146.11,530.65,144.25,113.06,161.36,466.99,198.76,156.3,40.54,213.31,34.47,31.57,39.78,47.27,100.57,316.77,119.64,15.0,83.19,166.3,44.14,144.19,91.66,77.06,108.9,97.54,100.21,81.57,65.14,102.91,16.71,146.94,551.24,145.12,114.39,162.28,469.72,199.26,156.81,40.69,213.69,34.79,31.68,39.97,47.51,101.9,303.69,116.21,14.02,80.76,163.53,42.4,141.67,89.52,73.95,103.33,95.05,98.35,79.88,64.11,101.4,16.33,143.13,518.53,141.55,101.81,154.23,464.64,193.12,152.23,39.76,208.74,34.22,30.28,39.13,46.45,99.79,311.57,116.43,14.46,81.65,163.54,42.76,141.76,89.75,76.77,104.19,95.62,98.7,80.65,64.31,101.44,16.34,143.83,551.24,141.55,103.0,156.26,468.5,193.87,153.4,40.26,209.63,34.25,30.49,39.59,46.56,100.16,8959800,10080700,405044000,8641600,3713200,29635900,7882200,5815700,14167900,10259300,6411700,9644100,6462600,4040800,1501000,36050300,4944200,2938100,6539600,220911100,6725900,4841300,3375200,3690100,8198300,6829700,26010400,10009787,15247000,21231900,16348100
