Date,"('Adj Close', 'AGN')","('Adj Close', 'CELG')","('Adj Close', 'DWDP')","('Close', 'AAPL')","('Close', 'ABBV')","('Close', 'ABT')","('Close', 'ACN')","('Close', 'AGN')","('Close', 'AIG')","('Close', 'ALL')","('Close', 'AMGN')","('Close', 'AMZN')","('Close', 'AXP')","('Close', 'BA')","('Close', 'BAC')","('Close', 'BIIB')","('Close', 'BK')","('Close', 'BKNG')","('Close', 'BLK')","('Close', 'BMY')","('Close', 'BRK-B')","('Close', 'C')","('Close', 'CAT')","('Close', 'CELG')","('Close', 'CHTR')","('Close', 'CL')","('Close', 'CMCSA')","('Close', 'COF')","('Close', 'COP')","('Close', 'COST')","('Close', 'CSCO')","('Close', 'CVS')","('Close', 'CVX')","('Close', 'DHR')","('Close', 'DIS')","('Close', 'DUK')","('Close', 'DWDP')","('Close', 'EMR')","('High', 'AAPL')","('High', 'ABBV')","('High', 'ABT')","('High', 'ACN')","('High', 'AGN')","('High', 'AIG')","('High', 'ALL')","('High', 'AMGN')","('High', 'AMZN')","('High', 'AXP')","('High', 'BA')","('High', 'BAC')","('High', 'BIIB')","('High', 'BK')","('High', 'BKNG')","('High', 'BLK')","('High', 'BMY')","('High', 'BRK-B')","('High', 'C')","('High', 'CAT')","('High', 'CELG')","('High', 'CHTR')","('High', 'CL')","('High', 'CMCSA')","('High', 'COF')","('High', 'COP')","('High', 'COST')","('High', 'CSCO')","('High', 'CVS')","('High', 'CVX')","('High', 'DHR')","('High', 'DIS')","('High', 'DUK')","('High', 'DWDP')","('High', 'EMR')","('Low', 'AAPL')","('Low', 'ABBV')","('Low', 'ABT')","('Low', 'ACN')","('Low', 'AGN')","('Low', 'AIG')","('Low', 'ALL')","('Low', 'AMGN')","('Low', 'AMZN')","('Low', 'AXP')","('Low', 'BA')","('Low', 'BAC')","('Low', 'BIIB')","('Low', 'BK')","('Low', 'BKNG')","('Low', 'BLK')","('Low', 'BMY')","('Low', 'BRK-B')","('Low', 'C')","('Low', 'CAT')","('Low', 'CELG')","('Low', 'CHTR')","('Low', 'CL')","('Low', 'CMCSA')","('Low', 'COF')","('Low', 'COP')","('Low', 'COST')","('Low', 'CSCO')","('Low', 'CVS')","('Low', 'CVX')","('Low', 'DHR')","('Low', 'DIS')","('Low', 'DUK')","('Low', 'DWDP')","('Low', 'EMR')","('Open', 'AAPL')","('Open', 'ABBV')","('Open', 'ABT')","('Open', 'ACN')","('Open', 'AGN')","('Open', 'AIG')","('Open', 'ALL')","('Open', 'AMGN')","('Open', 'AMZN')","('Open', 'AXP')","('Open', 'BA')","('Open', 'BAC')","('Open', 'BIIB')","('Open', 'BK')","('Open', 'BKNG')","('Open', 'BLK')","('Open', 'BMY')","('Open', 'BRK-B')","('Open', 'C')","('Open', 'CAT')","('Open', 'CELG')","('Open', 'CHTR')","('Open', 'CL')","('Open', 'CMCSA')","('Open', 'COF')","('Open', 'COP')","('Open', 'COST')","('Open', 'CSCO')","('Open', 'CVS')","('Open', 'CVX')","('Open', 'DHR')","('Open', 'DIS')","('Open', 'DUK')","('Open', 'DWDP')","('Open', 'EMR')","('Volume', 'AAPL')","('Volume', 'ABBV')","('Volume', 'ABT')","('Volume', 'ACN')","('Volume', 'AGN')","('Volume', 'AIG')","('Volume', 'ALL')","('Volume', 'AMGN')","('Volume', 'AMZN')","('Volume', 'AXP')","('Volume', 'BA')","('Volume', 'BAC')","('Volume', 'BIIB')","('Volume', 'BK')","('Volume', 'BKNG')","('Volume', 'BLK')","('Volume', 'BMY')","('Volume', 'BRK-B')","('Volume', 'C')","('Volume', 'CAT')","('Volume', 'CELG')","('Volume', 'CHTR')","('Volume', 'CL')","('Volume', 'CMCSA')","('Volume', 'COF')","('Volume', 'COP')","('Volume', 'COST')","('Volume', 'CSCO')","('Volume', 'CVS')","('Volume', 'CVX')","('Volume', 'DHR')","('Volume', 'DIS')","('Volume', 'DUK')","('Volume', 'DWDP')","('Volume', 'EMR')","('Adj Close', 'FOX')","('Adj Close', 'FOXA')","('Close', 'EXC')","('Close', 'F')","('Close', 'FDX')","('Close', 'FOX')","('Close', 'FOXA')","('Close', 'GD')","('Close', 'GE')","('Close', 'GILD')","('Close', 'GM')","('Close', 'GOOG')","('Close', 'GOOGL')","('Close', 'GS')","('Close', 'HAL')","('Close', 'HD')","('Close', 'HON')","('Close', 'IBM')","('Close', 'INTC')","('Close', 'JNJ')","('Close', 'JPM')","('Close', 'KHC')","('Close', 'KMI')","('Close', 'KO')","('Close', 'LLY')","('Close', 'LMT')","('Close', 'LOW')","('Close', 'MA')","('Close', 'MCD')","('Close', 'MDLZ')","('Close', 'MDT')","('Close', 'MET')","('Close', 'META')","('Close', 'MMM')","('Close', 'MO')","('Close', 'MRK')","('Close', 'MS')","('High', 'EXC')","('High', 'F')","('High', 'FDX')","('High', 'FOX')","('High', 'FOXA')","('High', 'GD')","('High', 'GE')","('High', 'GILD')","('High', 'GM')","('High', 'GOOG')","('High', 'GOOGL')","('High', 'GS')","('High', 'HAL')","('High', 'HD')","('High', 'HON')","('High', 'IBM')","('High', 'INTC')","('High', 'JNJ')","('High', 'JPM')","('High', 'KHC')","('High', 'KMI')","('High', 'KO')","('High', 'LLY')","('High', 'LMT')","('High', 'LOW')","('High', 'MA')","('High', 'MCD')","('High', 'MDLZ')","('High', 'MDT')","('High', 'MET')","('High', 'META')","('High', 'MMM')","('High', 'MO')","('High', 'MRK')","('High', 'MS')","('Low', 'EXC')","('Low', 'F')","('Low', 'FDX')","('Low', 'FOX')","('Low', 'FOXA')","('Low', 'GD')","('Low', 'GE')","('Low', 'GILD')","('Low', 'GM')","('Low', 'GOOG')","('Low', 'GOOGL')","('Low', 'GS')","('Low', 'HAL')","('Low', 'HD')","('Low', 'HON')","('Low', 'IBM')","('Low', 'INTC')","('Low', 'JNJ')","('Low', 'JPM')","('Low', 'KHC')","('Low', 'KMI')","('Low', 'KO')","('Low', 'LLY')","('Low', 'LMT')","('Low', 'LOW')","('Low', 'MA')","('Low', 'MCD')","('Low', 'MDLZ')","('Low', 'MDT')","('Low', 'MET')","('Low', 'META')","('Low', 'MMM')","('Low', 'MO')","('Low', 'MRK')","('Low', 'MS')","('Open', 'EXC')","('Open', 'F')","('Open', 'FDX')","('Open', 'FOX')","('Open', 'FOXA')","('Open', 'GD')","('Open', 'GE')","('Open', 'GILD')","('Open', 'GM')","('Open', 'GOOG')","('Open', 'GOOGL')","('Open', 'GS')","('Open', 'HAL')","('Open', 'HD')","('Open', 'HON')","('Open', 'IBM')","('Open', 'INTC')","('Open', 'JNJ')","('Open', 'JPM')","('Open', 'KHC')","('Open', 'KMI')","('Open', 'KO')","('Open', 'LLY')","('Open', 'LMT')","('Open', 'LOW')","('Open', 'MA')","('Open', 'MCD')","('Open', 'MDLZ')","('Open', 'MDT')","('Open', 'MET')","('Open', 'META')","('Open', 'MMM')","('Open', 'MO')","('Open', 'MRK')","('Open', 'MS')","('Volume', 'EXC')","('Volume', 'F')","('Volume', 'FDX')","('Volume', 'FOX')","('Volume', 'FOXA')","('Volume', 'GD')","('Volume', 'GE')","('Volume', 'GILD')","('Volume', 'GM')","('Volume', 'GOOG')","('Volume', 'GOOGL')","('Volume', 'GS')","('Volume', 'HAL')","('Volume', 'HD')","('Volume', 'HON')","('Volume', 'IBM')","('Volume', 'INTC')","('Volume', 'JNJ')","('Volume', 'JPM')","('Volume', 'KHC')","('Volume', 'KMI')","('Volume', 'KO')","('Volume', 'LLY')","('Volume', 'LMT')","('Volume', 'LOW')","('Volume', 'MA')","('Volume', 'MCD')","('Volume', 'MDLZ')","('Volume', 'MDT')","('Volume', 'MET')","('Volume', 'META')","('Volume', 'MMM')","('Volume', 'MO')","('Volume', 'MRK')","('Volume', 'MS')","('Adj Close', 'RTN')","('Adj Close', 'UTX')","('Close', 'MSFT')","('Close', 'NEE')","('Close', 'NFLX')","('Close', 'NKE')","('Close', 'NVDA')","('Close', 'ORCL')","('Close', 'OXY')","('Close', 'PEP')","('Close', 'PFE')","('Close', 'PG')","('Close', 'PM')","('Close', 'PYPL')","('Close', 'QCOM')","('Close', 'RTN')","('Close', 'SBUX')","('Close', 'SLB')","('Close', 'SO')","('Close', 'SPG')","('Close', 'T')","('Close', 'TGT')","('Close', 'TXN')","('Close', 'UNH')","('Close', 'UNP')","('Close', 'UPS')","('Close', 'USB')","('Close', 'UTX')","('Close', 'V')","('Close', 'VZ')","('Close', 'WBA')","('Close', 'WFC')","('Close', 'WMT')","('Close', 'XOM')","('High', 'MSFT')","('High', 'NEE')","('High', 'NFLX')","('High', 'NKE')","('High', 'NVDA')","('High', 'ORCL')","('High', 'OXY')","('High', 'PEP')","('High', 'PFE')","('High', 'PG')","('High', 'PM')","('High', 'PYPL')","('High', 'QCOM')","('High', 'RTN')","('High', 'SBUX')","('High', 'SLB')","('High', 'SO')","('High', 'SPG')","('High', 'T')","('High', 'TGT')","('High', 'TXN')","('High', 'UNH')","('High', 'UNP')","('High', 'UPS')","('High', 'USB')","('High', 'UTX')","('High', 'V')","('High', 'VZ')","('High', 'WBA')","('High', 'WFC')","('High', 'WMT')","('High', 'XOM')","('Low', 'MSFT')","('Low', 'NEE')","('Low', 'NFLX')","('Low', 'NKE')","('Low', 'NVDA')","('Low', 'ORCL')","('Low', 'OXY')","('Low', 'PEP')","('Low', 'PFE')","('Low', 'PG')","('Low', 'PM')","('Low', 'PYPL')","('Low', 'QCOM')","('Low', 'RTN')","('Low', 'SBUX')","('Low', 'SLB')","('Low', 'SO')","('Low', 'SPG')","('Low', 'T')","('Low', 'TGT')","('Low', 'TXN')","('Low', 'UNH')","('Low', 'UNP')","('Low', 'UPS')","('Low', 'USB')","('Low', 'UTX')","('Low', 'V')","('Low', 'VZ')","('Low', 'WBA')","('Low', 'WFC')","('Low', 'WMT')","('Low', 'XOM')","('Open', 'MSFT')","('Open', 'NEE')","('Open', 'NFLX')","('Open', 'NKE')","('Open', 'NVDA')","('Open', 'ORCL')","('Open', 'OXY')","('Open', 'PEP')","('Open', 'PFE')","('Open', 'PG')","('Open', 'PM')","('Open', 'PYPL')","('Open', 'QCOM')","('Open', 'RTN')","('Open', 'SBUX')","('Open', 'SLB')","('Open', 'SO')","('Open', 'SPG')","('Open', 'T')","('Open', 'TGT')","('Open', 'TXN')","('Open', 'UNH')","('Open', 'UNP')","('Open', 'UPS')","('Open', 'USB')","('Open', 'UTX')","('Open', 'V')","('Open', 'VZ')","('Open', 'WBA')","('Open', 'WFC')","('Open', 'WMT')","('Open', 'XOM')","('Volume', 'MSFT')","('Volume', 'NEE')","('Volume', 'NFLX')","('Volume', 'NKE')","('Volume', 'NVDA')","('Volume', 'ORCL')","('Volume', 'OXY')","('Volume', 'PEP')","('Volume', 'PFE')","('Volume', 'PG')","('Volume', 'PM')","('Volume', 'PYPL')","('Volume', 'QCOM')","('Volume', 'RTN')","('Volume', 'SBUX')","('Volume', 'SLB')","('Volume', 'SO')","('Volume', 'SPG')","('Volume', 'T')","('Volume', 'TGT')","('Volume', 'TXN')","('Volume', 'UNH')","('Volume', 'UNP')","('Volume', 'UPS')","('Volume', 'USB')","('Volume', 'UTX')","('Volume', 'V')","('Volume', 'VZ')","('Volume', 'WBA')","('Volume', 'WFC')","('Volume', 'WMT')","('Volume', 'XOM')"
2018-07-02,,,,44.23,67.3,53.51,146.33,,44.1,77.38,148.51,85.69,89.47,323.47,23.74,295.77,43.96,2018.82,415.34,42.03,187.83,52.13,115.54,,293.91,53.98,27.5,82.69,53.92,187.66,34.23,51.2,90.62,84.21,100.75,59.39,,58.37,44.26,67.44,53.53,146.5,,44.11,77.5,148.64,85.69,89.51,323.71,23.74,296.12,43.96,2032.3,415.34,42.07,188.1,52.13,115.66,,294.94,54.42,27.54,82.76,54.51,188.41,34.25,51.29,91.38,84.32,100.79,59.46,,58.48,43.34,66.39,52.91,144.6,,43.54,76.75,146.43,83.9,87.81,316.96,23.36,288.13,43.3,1965.5,407.9,41.49,185.97,51.18,112.92,,290.26,53.52,26.88,81.05,53.62,185.91,33.74,50.05,90.12,83.58,99.39,58.75,,57.48,43.43,66.54,53.19,145.14,,43.67,76.85,147.54,84.14,88.02,318.28,23.57,290.3,43.45,1984.06,410.8,42.01,186.09,51.39,113.43,,292.13,53.99,26.89,81.31,54.18,188.05,34.03,50.23,91.37,84.25,99.63,58.98,,57.58,70925200,3854500,4365200,2279400,,5198800,1789500,2069800,63714000,3148700,2820700,52534300,1116400,4303100,294400,564000,5499300,3521000,12699100,3172600,,909600,3057200,17165000,2460400,4952800,1876100,21810900,7449400,5073500,2435126,5488900,2570000,,2514800,,,23.77,7.61,201.95,,,157.56,61.47,53.92,35.44,55.99,56.71,189.23,38.42,162.61,119.5,96.82,42.67,99.21,85.29,43.9,11.44,34.95,77.41,246.33,82.57,189.6,132.47,34.4,71.12,33.93,196.15,125.65,32.08,46.2,38.12,23.79,7.62,202.16,,,157.7,62.3,54.0,35.5,56.02,56.76,189.29,38.78,162.74,119.62,97.07,42.73,99.33,85.3,44.26,11.55,35.28,77.47,246.47,83.16,189.89,132.47,34.54,71.19,34.04,196.24,125.89,32.56,46.27,38.16,23.47,7.48,198.32,,,155.27,60.64,53.18,34.77,54.32,54.95,185.52,38.02,161.02,118.01,95.67,41.51,98.01,83.91,43.5,11.37,34.81,76.37,240.73,81.78,186.8,131.27,34.11,69.12,33.68,191.04,124.36,31.84,45.79,37.37,23.65,7.56,198.41,,,155.73,61.98,53.48,35.06,54.58,55.39,186.25,38.78,162.44,118.3,95.72,41.69,99.02,84.19,44.19,11.55,34.97,76.69,242.25,83.0,187.75,131.73,34.46,69.76,33.72,192.19,125.62,32.38,46.27,37.52,6115945,37892800,1587500,,,1036600,13098533,4086700,8608100,24346000,23216000,1723200,7527400,3822800,2351194,3562048,23755500,5481400,11130000,3666600,7982300,9232500,2347000,977900,6036300,3018300,3024000,4713700,4677100,5637900,13961600,2171338,6454500,9546337,8655100,,,92.99,35.36,398.18,71.58,6.0,40.19,69.39,88.02,25.05,64.73,54.68,83.89,46.74,,41.94,53.0,34.97,114.26,14.1,62.42,89.9,220.72,121.93,80.65,37.58,,126.02,33.58,44.54,45.93,24.99,58.37,93.03,35.4,398.38,72.62,6.0,40.21,69.97,88.4,25.08,64.88,55.35,83.96,46.77,,41.98,54.22,34.97,114.96,14.15,62.74,89.98,220.94,122.12,81.1,37.61,,126.55,33.6,44.64,45.97,25.57,58.63,91.12,34.94,380.0,70.37,5.77,39.14,69.19,87.04,24.82,64.15,54.18,82.06,45.85,,41.51,52.83,34.57,112.57,14.01,61.61,88.38,217.72,119.73,80.3,36.97,,124.74,33.1,43.35,44.91,24.81,58.06,91.21,35.07,385.45,71.79,5.79,39.31,69.83,87.36,24.82,64.21,54.94,82.75,46.09,,41.58,54.0,34.61,114.58,14.08,62.41,88.84,218.51,120.14,80.64,37.0,,125.51,33.47,43.48,45.01,25.48,58.46,19564500,6444400,8142500,11867000,357572000,20655500,3091300,4711900,14556372,6092800,3956700,4929400,7299900,,9870900,9404700,4198900,1131100,50002449,3518800,3392500,1793300,2569400,2252300,5063800,,7554400,13141200,11309695,21204900,24375300,9998300
2018-07-03,,,,43.46,67.66,53.34,146.43,,44.35,77.58,148.84,84.7,88.42,320.44,23.32,293.51,43.23,2030.94,408.5,42.38,186.02,51.28,113.45,,299.51,54.05,27.43,81.94,54.69,186.88,34.12,50.67,90.97,84.5,99.52,59.43,,57.81,44.41,68.21,53.71,148.3,,44.7,78.11,150.2,86.25,89.75,326.94,23.87,296.92,44.4,2043.27,418.49,42.66,188.73,52.39,116.44,,300.08,54.52,27.86,83.02,56.16,189.39,34.57,51.38,92.4,85.23,101.35,59.89,,59.22,43.37,67.31,53.19,146.14,,44.06,77.52,148.73,84.62,88.31,319.54,23.29,292.64,43.12,2021.74,408.18,41.95,185.72,51.18,113.03,,294.4,53.91,27.35,81.86,54.53,186.68,34.08,50.5,90.84,84.27,99.0,59.16,,57.65,44.37,67.64,53.48,146.94,,44.16,77.58,149.44,86.2,89.75,325.49,23.78,296.06,44.14,2030.86,417.87,42.07,188.46,52.35,116.14,,296.19,54.46,27.52,82.87,54.53,188.15,34.33,51.38,91.5,84.66,101.28,59.39,,58.96,55819200,2452400,2245200,1919100,,1970500,836500,1348000,43546000,2041200,1464400,40599000,452900,2600900,208800,307500,3933200,2031200,12346000,1837400,,664300,2298400,12660800,871100,5338400,842100,13474700,3242900,3919600,1403232,2406300,2568600,,1839500,,,23.72,7.53,200.39,,,159.51,61.47,53.96,34.97,54.77,55.43,186.79,38.47,162.27,119.61,96.62,42.05,100.13,84.1,44.29,11.61,35.14,78.0,246.61,82.74,188.28,132.14,34.36,71.08,33.79,191.55,125.85,32.42,46.39,37.56,23.88,7.64,203.77,,,162.59,62.02,54.42,35.73,56.41,57.1,190.4,39.04,164.03,120.99,97.56,43.23,100.75,85.86,44.64,11.65,35.41,78.45,249.18,83.73,190.48,133.27,34.69,71.81,34.13,194.2,127.86,32.53,46.84,38.26,23.6,7.5,200.1,,,158.09,61.15,53.79,34.92,54.63,55.34,186.46,38.11,162.1,119.4,96.48,42.02,98.95,84.03,44.07,11.52,35.14,77.36,245.91,82.59,188.14,132.0,34.31,70.5,33.74,191.34,125.64,31.97,46.27,37.5,23.77,7.61,203.01,,,158.47,61.38,54.01,35.63,56.41,57.08,190.24,38.89,162.96,119.73,97.36,43.0,99.27,85.56,44.07,11.54,35.2,77.36,247.05,82.9,190.24,132.88,34.58,70.5,33.97,193.36,126.28,32.2,46.41,38.24,4289559,16544800,922000,,,1764900,6721507,3147700,4975800,13580000,16448000,1204400,4651900,1608400,1301164,2053507,16327900,4248100,8311700,1674000,5716700,8214300,2163500,651000,2193100,1567400,1437700,2751100,3002500,2605500,13489500,1469764,5003000,5106590,5037800,,,92.1,35.26,390.52,69.69,5.86,39.99,70.52,87.44,25.07,64.54,55.28,83.27,46.03,,41.7,53.51,35.04,115.25,14.32,63.13,88.82,220.27,120.37,80.56,37.26,,125.03,33.77,44.27,45.31,25.12,58.71,93.56,35.41,399.98,71.16,6.04,40.23,71.32,88.06,25.22,65.26,55.36,84.9,47.03,,42.15,53.88,35.3,116.15,14.36,63.85,90.76,221.85,122.56,81.39,37.76,,126.89,34.03,45.01,46.18,25.3,59.58,91.99,35.06,389.5,69.53,5.85,39.81,70.04,86.84,24.99,64.44,54.67,83.15,45.96,,41.69,53.01,34.82,113.42,14.09,62.58,88.68,220.06,120.09,80.33,37.12,,125.0,33.5,44.23,45.2,25.02,58.6,93.43,35.35,399.49,70.72,6.03,40.23,70.33,87.26,25.09,65.07,55.1,84.36,46.93,,42.02,53.83,34.91,114.17,14.12,62.6,90.2,221.45,122.4,80.94,37.61,,126.51,33.61,44.77,46.01,25.02,58.96,14670300,5366400,5280300,5794900,222732000,16783300,2978900,3769100,9608159,5897200,3225200,3644100,3618900,,7517500,5207700,2346200,648800,44857650,1993300,2201500,1248000,1311000,1145700,4506600,,3621600,8441100,5602311,12830400,13188600,7197300
2018-07-05,,,,43.81,68.29,53.8,147.74,,44.56,77.61,150.17,84.99,89.37,320.68,23.44,298.81,43.23,2039.73,409.07,42.92,187.5,51.66,115.13,,296.18,55.13,27.46,81.7,54.19,188.7,34.3,51.13,90.42,84.83,100.76,60.02,,58.15,44.05,68.71,53.87,147.78,,44.73,78.02,150.81,85.53,89.46,324.62,23.57,299.73,43.64,2045.65,414.86,43.65,187.63,51.87,115.37,,302.04,55.14,27.69,82.44,55.48,188.83,34.36,51.37,92.08,85.34,101.01,60.03,,58.29,43.54,67.91,53.3,146.27,,44.23,77.15,148.76,84.11,88.55,316.75,23.35,294.78,43.11,2021.83,406.27,42.09,186.23,51.4,113.67,,293.44,54.28,27.28,81.54,53.96,187.26,33.81,50.62,90.31,84.31,99.89,59.28,,57.7,43.77,68.28,53.68,146.75,,44.62,78.0,149.19,85.27,89.2,323.54,23.46,295.77,43.52,2043.48,414.86,42.52,187.07,51.57,114.45,,300.15,54.28,27.67,82.43,55.07,187.85,34.3,51.14,91.98,85.02,100.15,59.54,,58.21,66416800,4744000,4065200,2427900,,2743800,1133800,1801000,59662000,2385500,2427900,44506800,746300,2976600,248200,513900,5349900,3310200,12359000,3366300,,1085000,3670200,11330300,1447700,5719800,1436700,18118700,6678800,5926900,2800824,6202800,3964600,,2559100,,,23.79,7.58,201.24,,,159.46,61.75,55.08,35.41,55.83,56.67,187.09,38.41,162.94,119.59,97.9,43.14,102.0,84.65,45.22,11.54,35.68,78.04,246.38,83.14,190.76,132.85,35.24,71.44,33.92,197.23,126.82,33.09,47.1,37.31,23.82,7.64,201.72,,,160.44,61.79,55.14,35.89,55.99,56.82,188.28,38.7,163.21,120.56,97.9,43.32,102.1,85.19,45.26,11.69,35.68,78.61,249.65,83.28,190.84,133.15,35.27,71.51,34.13,197.43,126.91,33.1,47.34,37.94,23.63,7.56,198.54,,,158.58,59.95,53.93,35.18,55.05,55.77,186.28,38.29,161.86,119.05,96.86,42.29,100.56,84.49,44.29,11.54,35.25,77.65,244.74,82.51,189.11,132.16,34.31,70.93,33.68,192.84,125.34,32.36,46.68,37.07,23.77,7.61,201.03,,,160.06,61.52,53.97,35.54,55.15,55.84,187.74,38.65,163.0,120.41,97.25,42.49,100.86,84.98,44.75,11.66,35.28,78.36,247.28,83.05,189.92,132.5,34.51,71.0,34.05,193.55,126.65,32.41,46.92,37.78,5807925,32008500,1623600,,,1498700,11172227,5755400,8351400,21334000,28594000,2218200,5408200,3040600,2065837,3916956,26163500,7319100,10723400,2834300,7754400,11653000,2675500,986300,3182400,3101900,2248300,7419100,3148800,3743800,19684200,2415083,6716300,9517098,10577300,,,92.76,35.26,398.39,69.94,6.01,40.6,70.8,88.04,25.42,65.63,55.9,84.59,47.73,,41.56,53.99,35.46,116.16,14.28,63.07,90.94,223.41,121.24,80.96,37.23,,126.78,34.15,45.45,45.04,25.16,58.76,92.9,35.31,399.24,70.73,6.01,40.66,71.04,88.1,25.45,65.66,55.9,84.64,47.78,,41.92,54.41,35.46,116.24,14.36,63.34,91.05,223.79,121.43,81.0,37.55,,126.81,34.17,45.57,45.73,25.46,59.09,92.08,35.03,390.86,69.56,5.88,40.23,70.35,86.79,25.18,64.73,55.0,83.3,46.3,,41.38,53.59,34.91,114.48,14.21,62.28,89.22,220.81,120.17,79.93,37.14,,125.39,33.65,44.31,44.89,25.07,58.58,92.51,35.29,393.8,70.0,5.92,40.37,71.04,87.53,25.2,64.74,55.3,83.64,46.34,,41.82,53.95,35.06,115.56,14.34,63.21,89.58,222.17,121.09,80.73,37.48,,125.67,33.96,44.55,45.6,25.27,58.96,18977400,9321200,8448900,6534500,306216000,21916200,3670100,4870400,20391106,7956100,4165900,5287700,11728300,,9630500,6492800,4763200,1172100,46895286,2772100,4097700,2182900,2889100,2866800,5334300,,4729300,11279600,12472981,16788600,16102500,9035700
2018-07-06,,,,44.41,70.06,54.53,147.48,,44.93,77.8,153.09,85.53,89.36,322.08,23.53,357.48,43.23,2057.26,408.83,43.38,187.56,52.11,114.79,,304.43,54.98,27.84,81.91,54.76,189.13,34.42,52.23,90.54,85.23,101.03,60.78,,58.23,44.52,70.16,54.74,148.07,,45.16,78.15,153.48,85.76,89.82,323.49,23.63,367.89,43.52,2059.9,413.28,43.48,188.69,52.27,115.18,,305.15,55.37,27.86,82.38,54.88,189.83,34.55,52.42,90.82,85.37,101.28,60.83,,58.47,43.76,68.64,53.74,146.13,,44.28,77.16,150.69,84.58,89.07,318.05,23.2,340.55,42.95,2034.08,405.77,43.04,186.52,51.15,113.02,,296.79,54.85,27.36,81.13,53.83,186.46,34.09,50.81,89.85,84.84,100.32,59.93,,57.68,43.81,68.81,54.01,147.71,,44.48,77.54,151.14,84.8,89.3,320.35,23.35,347.05,43.1,2047.47,408.65,43.12,187.5,51.4,114.54,,297.43,55.15,27.58,81.65,54.0,186.89,34.16,51.03,90.09,84.95,100.76,60.0,,58.18,69940800,5867400,3647900,1840400,,2212400,1559600,2751600,53006000,1996600,2105100,39424900,12857000,3292900,252800,556300,5157500,2818800,13174900,3179600,,1119300,3310800,11541300,1359100,4429600,1523200,20258300,7108200,4020000,2147261,4134500,2963000,,2298700,,,23.88,7.58,200.97,,,159.58,63.68,56.89,35.14,56.62,57.36,187.98,38.82,162.99,120.25,98.63,43.67,102.61,84.93,45.56,11.77,35.66,78.79,246.38,83.68,191.62,134.62,35.65,72.03,34.05,201.98,126.9,33.47,47.53,37.62,23.94,7.61,201.86,,,160.71,63.91,57.07,35.4,56.66,57.41,189.18,38.88,163.72,120.77,98.95,43.78,102.75,85.28,45.69,11.8,35.9,79.08,248.29,84.0,192.33,135.6,35.86,72.37,34.23,202.39,127.29,33.62,47.77,37.78,23.71,7.49,198.4,,,158.29,61.24,55.22,34.72,55.66,56.47,186.36,37.96,161.71,119.18,97.72,42.84,101.68,83.41,45.02,11.55,35.61,78.27,243.93,82.26,189.66,132.96,35.24,71.16,33.55,196.49,126.21,33.1,47.21,36.97,23.78,7.57,201.24,,,159.35,61.47,55.37,35.33,55.8,56.7,186.92,38.15,163.08,119.27,97.97,43.16,102.13,84.16,45.26,11.55,35.68,78.28,245.74,82.9,190.27,133.23,35.25,71.35,33.75,197.23,126.66,33.16,47.22,37.17,5031498,25646700,1584900,,,1483900,12524399,8859800,7897100,19922000,21820000,1846400,5642000,2552400,1972353,2980054,19968000,7297900,12173700,3330000,9307600,8733900,2290500,1103500,3818600,2050300,3298800,8891300,3618100,3900200,19740100,1942902,8720100,8543191,7269300,,,94.06,35.63,408.25,69.87,6.12,41.13,70.85,88.05,25.59,65.71,56.06,85.94,48.12,,41.88,54.48,35.61,116.49,14.31,63.26,91.92,223.64,121.93,80.76,37.44,,127.54,34.29,46.12,45.57,25.14,58.78,94.31,35.7,408.65,70.42,6.13,41.3,71.22,88.42,25.68,65.97,56.73,86.0,48.31,,42.06,54.65,35.68,116.8,14.34,63.54,92.1,224.51,122.79,81.26,37.53,,127.72,34.41,46.7,45.77,25.25,59.04,92.67,35.27,395.52,69.5,5.96,40.48,70.31,87.57,25.43,65.37,55.89,83.94,47.44,,41.53,53.42,35.39,116.01,14.21,62.16,90.38,222.45,121.13,80.07,37.11,,126.02,34.12,45.39,44.87,24.94,58.3,92.88,35.33,397.45,69.87,5.98,40.65,70.44,87.99,25.51,65.77,56.05,84.41,47.8,,41.81,53.61,35.45,116.36,14.3,62.78,90.98,223.87,121.61,81.1,37.15,,127.05,34.25,45.44,45.09,25.05,58.51,19234600,6277600,8629600,5916200,296352000,20764300,2801100,4387300,18955452,7244000,4719600,5095500,8806200,,10712000,4303400,3550300,1134000,54541518,2380600,3419700,1572300,3335800,2022400,4085100,,4839800,10203800,9740974,12389100,16841100,7637100
